GCVS-Name	RA(2000)	Dec(2000)	PM-RA	PM-RAerr	PM-Dec	PM-Decerr	Epoch	l	b	Type	Period	Outburst	Cluster	Mag. Range	Coord-Ref.	PM-Ref	Type-Ref.	Chart-Ref.	Spect-Ref.	Period-Ref.	Other-Name	IUE	HST	ARIEL5	HEAO1	HEAO2	EXOSAT	ROSAT	GINGA	ASCA	EUVE
EF Tuc,  00 06,  -67 07 43.3,  0.0128,  0.0058,  -0.0047,  0.0058,  2000,  310,  -49,  ug,  145,  ,  ,  12.4I-14.6I,  2004-105,  2004-105,  2002-120,  A9999-99,  2001-56S,  2003-87,  1RXS J0001-6707,  ,  ,  ,  ,  ,  ,  Y,  ,  ,  ,  
Sgr,  18 05 32.38,  -29 54 23.,  ,  ,  ,  ,  ,  1,  -4,  n,  ,  1953.11,  ,  10.5 - ,  C00003*,  ,  1987-08,  1987-08:*,  1953-02X:,  ,  NSV 10158,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
Sgr,  18 05 34.36,  -28 50 57.2,  ,  ,  ,  ,  ,  2,  -4,  ug:,  ,  ,  ,  -,  2004-48,  ,  2004-48,  A9999-99,  ,  ,  m128.21149.4807,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
Sgr,  18 05 34.86,  -29 12 04.6,  ,  ,  ,  ,  ,  2,  -4,  ugsu:,  ,  ,  ,  17.8I-19.8I,  2003-09,  ,  2003-09,  2003-09,  ,  ,  Bul_sc33_703,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
Sgr,  18 05 37.,  -28 30 04.7,  ,  ,  ,  ,  ,  3,  -4,  ug:,  ,  ,  ,  -,  2003-09,  ,  2003-09,  ,  ,  ,  Bul_sc33_4157,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
V1572 Sgr,  18 05 46.32,  -31 37 43.,  ,  ,  ,  ,  ,  0,  -5,  n,  ,  1955.,  ,  11p-<16p,  C00003,  ,  1987-08,  1987-08:*,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
V1008 Her,  18 05 53.59,  +31 40 18.0,  -4,  8,  -0.02,  5,  2000,  58,  23,  ug,  ,  ,  ,  13.5p-19.3B,  2003-115,  2003-115,  1998-22,  1998-22,  ,  ,  Antipin V61,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
Sgr,  18 06 11.57,  -28 03 29.8,  ,  ,  ,  ,  ,  3,  -3,  cv:,  ,  ,  ,  18.6V-,  2005-102,  ,  2005-102,  2005-102*,  ,  ,  m105.21291.7441,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
Sgr,  18 06 14.0,  -28 07 46.3,  ,  ,  ,  ,  ,  3,  -4,  ug:,  ,  ,  ,  -,  2004-48,  ,  2004-48,  A9999-99,  ,  ,  m105.21419.3841,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
V1012 Sgr,  18 06 45.7,  -31 44 26.9,  ,  ,  ,  ,  ,  0,  -5,  na:,  ,  1914.61,  ,  8.0p-20j,  C00003,  ,  1987-08,  1987-08:*,  ,  ,  HV 3531,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
V1014 Sgr,  18 07 08.66,  -27 26 15.3,  ,  ,  ,  ,  ,  4,  -3,  na:,  ,  1901.,  ,  10.9p-20j,  C00003,  ,  1987-08,  1987-08:*,  ,  ,  HV 3312,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
V908 Sgr,  18 07 08.72,  -28 44 52.3,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  - ,  *,  ,  ,  ,  ,  ,  V737 Sgr,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
V737 Sgr,  18 07 10.64,  -28 44 52.1,  12,  0,  2,  1,  2000,  3,  -4,  n:,  ,  1933.50,  ,  10.3p-19j,  2003-115,  2003-115,  1987-08,  1987-08:*,  ,  ,  V908 Sgr,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
Sgr,  18 07 17.88,  -26 57 06.6,  ,  ,  ,  ,  ,  4,  -3,  ug,  ,  ,  ,  18.6I-20.2I,  2003-09,  ,  2003-09,  2003-09,  ,  ,  Bul_sc18_4562,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
DQ Her,  18 07 31.11,  +45 51 32.1,  0.0034,  5,  0.0018,  5,  2000,  73,  26,  na/dq,  0.193621,  1934.95,  ,  1.3v-14.6B,  1987-28,  1987-28,  1995-41,  1987-08,  1983-12S,  1995-69,  452.1934,  Y,  Y,  ,  ,  ,  ,  Y,  ,  ,  ,  
Sgr,  18 07 32.11,  -22 05 33.1,  ,  ,  ,  ,  ,  ,  ,  non-cv,  ,  1989.7,  ,  - ,  ,  ,  C00005*,  ,  ,  ,  CPD -22 6701,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
Sgr,  18 07 33.83,  -31 23 56.3,  ,  ,  ,  ,  ,  0,  -5,  ug,  ,  ,  ,  17.4V-19.5V,  2004-48,  ,  2004-48,  A9999-99,  ,  ,  m124.21890.1808,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
Sgr,  18 07 36.22,  -29 00 37.8,  ,  ,  ,  ,  ,  2,  -4,  cv:,  ,  1993.52,  ,  20.8V-,  1998-51,  ,  1998-51*,  1998-51*,  ,  ,  OGLE MM3 I 58214,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
V4444 Sgr,  18 07 36.95,  -27 20 13.5,  ,  ,  ,  ,  ,  4,  -3,  na/nr,  ,  1999.32,  ,  7.7V-<21.V,  1999-30,  ,  2004-94,  2000-59,  1999-03X:,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
Sgr,  18 07 42.7,  -27 20 09.1,  ,  ,  ,  ,  ,  4,  -3,  ug:,  ,  ,  ,  16.7I-21.0I,  2003-09,  ,  2003-09,  ,  ,  ,  Bul_sc19_1917,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
V426 Oph,  18 07 51.71,  +05 51 47.8,  -11,  0.0028,  -0.0348,  0.0038,  2000,  33,  12,  ugz/dq:,  0.2853,  ,  ,  11.5V-19.4V,  2004-105,  2004-105,  1995-32/1994-46,  1983-12,  1983-12S,  1988-22,  29.1926/SVS 83,  Y,  ,  ,  ,  ,  Y,  Y,  Y,  Y,  ,  
Sgr,  18 07 54.77,  -25 53 55.5,  ,  ,  ,  ,  ,  5,  -3,  ug,  ,  ,  ,  19.6V-21.3V,  2004-48,  ,  2004-48,  A9999-99,  ,  ,  m179.22103.2421,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
V4121 Sgr,  18 07 57.21,  -28 49 26.8,  ,  ,  ,  ,  ,  3,  -4,  n,  ,  1983.,  ,  9.5v-21j,  C00002,  ,  1987-08,  1987-08*,  1987-08X:,  ,  ,  ,  Y,  ,  ,  ,  ,  ,  ,  ,  ,  
Sgr,  18 07 57.61,  -27 33 28.8,  ,  ,  ,  ,  ,  4,  -4,  ug:,  ,  ,  ,  -,  2003-09,  ,  2003-09,  ,  ,  ,  Bul_sc19_713,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
PR Her,  18 08 07.97,  +38 46 17.5,  4,  6,  0.02,  2,  2000,  66,  24,  UG,  ,  ,  ,  14.0V-21.0V,  2003-115,  2003-115,  T00000,  1957-06,  ,  ,  S 4247,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
Sgr,  18 08 13.35,  -26 13 14.4,  ,  ,  ,  ,  ,  5,  -3,  ug,  ,  ,  ,  16.6I-<19.0I,  2001-48,  ,  2001-48,  A9999-99*,  ,  ,  MOA-ngb10-1-211,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
Sgr,  18 08 21.98,  -27 18 00.9,  ,  ,  ,  ,  ,  4,  -3,  ug:,  ,  ,  ,  -,  2003-09,  ,  2003-09,  ,  ,  ,  Bul_sc19_2209,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
KY Ara,  18 08 24.97,  -54 56 17.3,  ,  ,  ,  ,  ,  339,  -16,  ug:,  ,  1937.,  ,  15.1p-<21B,  ICRS,  ,  1994-50,  1994-50*,  ,  ,  HV 7987,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
Sgr,  18 08 30.52,  -32 19 42.1,  ,  ,  ,  ,  ,  0,  -6,  ugsu:,  ,  ,  ,  17.3I-19.8I,  2003-09,  ,  2003-09,  2003-09,  ,  ,  Bul_sc6_816,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
Sgr,  18 08 42.14,  -25 21 49.2,  ,  ,  ,  ,  ,  6,  -3,  ug,  ,  ,  ,  17.4V-18.9V,  2004-48,  ,  2004-48,  A9999-99,  ,  ,  m180.22371.886,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
Sgr,  18 08 44.,  -31 42 34.7,  ,  ,  ,  ,  ,  0,  -6,  ug,  ,  ,  ,  18.2I-20.3I,  2003-09,  ,  2003-09,  2003-09,  ,  ,  Bul_sc7_1492,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
V630 Sgr,  18 08 50.26,  -34 20 21.4,  ,  ,  ,  ,  ,  358,  -7,  na,  118,  1936.76,  ,  4.5p-17.5V,  C00002,  ,  1987-08,  1987-08,  2002-94S,  2001-79,  HDE 321353,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
Sgr,  18 08 50.65,  -26 10 57.4,  ,  ,  ,  ,  ,  5,  -3,  ug:,  ,  ,  ,  -,  2004-48,  ,  2004-48,  A9999-99,  ,  ,  m179.22489.4690,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
Sgr,  18 08 51.2,  -27 01 28.1,  ,  ,  ,  ,  ,  4,  -3,  ug,  ,  ,  ,  19.0I-20.5I,  2003-09,  ,  2003-09,  2003-09,  ,  ,  Bul_sc42_1487,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
Sgr,  18 09 03.,  -26 16 12.,  ,  ,  ,  ,  ,  ,  ,  non-cv,  ,  1985,  ,  - ,  ,  ,  1985-14*,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
V1015 Sgr,  18 09 06.,  -32 28 16.,  ,  ,  ,  ,  ,  359,  -6,  na:,  ,  1905.57,  ,  7.1p-21j,  C00003,  ,  1987-08,  1987-08:*,  ,  ,  HV 3529,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
V1148 Sgr,  18 09 12.52,  -25 59 32.,  ,  ,  ,  ,  ,  5,  -3,  n,  ,  1943.59,  ,  8.0p-<16p,  C00003,  ,  1987-08,  1987-08:*,  1949-02X:,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
Sgr,  18 09 13.79,  -31 41 09.5,  ,  ,  ,  ,  ,  0,  -6,  ug,  ,  ,  ,  18.7I-20.2I,  2003-09,  ,  2003-09,  2003-09,  ,  ,  Bul_sc7_1575,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
Sgr,  18 09 34.9,  -29 47 36.4,  ,  ,  ,  ,  ,  2,  -5,  cv:,  ,  ,  ,  19.8V-,  2005-102,  ,  2005-102,  2005-102*,  ,  ,  m115.22695.3361,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
V4157 Sgr,  18 09 36.02,  -25 51 58.2,  ,  ,  ,  ,  ,  5,  -3,  na,  ,  1992.12,  ,  7.0p-<21j,  1992-29,  ,  1992-04,  A9999-99*,  1992-04X:,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
Sgr,  18 09 52.27,  -30 37 20.4,  ,  ,  ,  ,  ,  1,  -5,  ug:,  ,  ,  ,  -,  2004-48,  ,  2004-48,  A9999-99,  ,  ,  m121.22812.3138,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
Sgr,  18 09 52.35,  -26 30 21.6,  ,  ,  ,  ,  ,  5,  -3,  ugsu:,  ,  ,  ,  17.9I-20.4I,  2003-09,  ,  2003-09,  2003-09,  ,  ,  Bul_sc16_1300,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
PU Her,  18 09 58.18,  +32 00 33.0,  ,  ,  ,  ,  ,  59,  22,  UG,  ,  ,  ,  15.5p-19.5p,  2000-31,  ,  2000-31,  2000-31*,  ,  ,  S 4248,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
V5113 Sgr,  18 10 17.16,  -27 45 35.2,  ,  ,  ,  ,  ,  4,  -4,  n,  ,  2003.71,  ,  9.0V-,  2003-68,  ,  2003-69,  A9999-99*,  2003-69X:,  ,  N Sgr 2003 No. 2,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
Sgr,  18 10 30.87,  -26 41 10.0,  ,  ,  ,  ,  ,  5,  -3,  ug:,  ,  ,  ,  -,  2003-09,  ,  2003-09,  ,  ,  ,  Bul_sc16_365,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
Sgr,  18 10 35.23,  -27 27 26.7,  ,  ,  ,  ,  ,  4,  -4,  ug,  ,  ,  ,  18.2V-20.1V,  2004-48,  ,  2004-48,  A9999-99,  ,  ,  m102.23250.3841,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
Sgr,  18 10 37.44,  -26 23 38.6,  ,  ,  ,  ,  ,  5,  -4,  ug,  ,  ,  ,  16.9I-19.9I,  2003-09,  ,  2003-09,  2003-09,  ,  ,  Bul_sc17_1447,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
Sgr,  18 11 01.68,  -26 20 00.1,  ,  ,  ,  ,  ,  5,  -3,  ug,  ,  ,  ,  16.8I-<19.1I,  2001-48,  ,  2001-48,  A9999-99*,  ,  ,  MOA-ngb11-2-1146,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
V2506 Sgr,  18 11 19.54,  -28 32 39.0,  ,  ,  ,  ,  ,  ,  ,  non-cv,  ,  1946.,  ,  - ,  ,  ,  1987-08*,  ,  ,  ,  AS 282,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
UZ Ser,  18 11 45.98,  -14 55 34.1,  4,  0.0025,  -0.0172,  0.0025,  2000,  15,  2,  ugSS,  173,  ,  ,  11.9v-16.0v,  2004-105,  2004-105,  1987-20/T00000,  1982-03,  1999-08S,  1988-20,  56.1924,  Y,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
V4740 Sgr,  18 11 51.18,  -30 30 49.5,  ,  ,  ,  ,  ,  1,  -6,  na,  ,  2001.67,  ,  6.5V-<18.V,  2001-65,  ,  2001-66,  A9999-99*,  2001-67X:,  ,  N Sgr 2002 No. 3,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
Sgr,  18 11 58.88,  -26 26 48.6,  ,  ,  ,  ,  ,  5,  -4,  ug,  ,  ,  ,  15.8I-<19.1I,  2001-48,  ,  2001-48,  A9999-99*,  ,  ,  MOA-ngb11-2-1011,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
Sgr,  18 12 20.91,  -30 43 54.0,  ,  ,  ,  ,  ,  1,  -6,  cv:,  ,  ,  ,  20.8V-,  2005-102,  ,  2005-102,  2005-102*,  ,  ,  m125.23850.4190,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
IX Dra,  18 12 49.82,  +67 04 46.0,  -6,  1,  -14,  4,  2000,  97,  29,  ugsu,  0.06646,  ,  ,  15.0B-18.5B,  2003-115,  2003-115,  2000-78,  1995-30,  1999-08X*,  2004-30,  Dra6,   KUV 18126+6704,  ,  Y,  ,  ,  ,  ,  ,  ,  ,  
V4327 Sgr,  18 13 21.75,  -29 29 04.9,  ,  ,  ,  ,  ,  2,  -5,  na,  ,  1993.53,  ,  7.7v- ,  1993-11,  ,  1993-11,  A9999-99*,  1993-11X:,  ,  ,  Y,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
Sgr,  18 13 50.63,  -27 48 36.6,  ,  ,  ,  ,  ,  4,  -5,  ug:,  ,  ,  ,  -,  2004-48,  ,  2004-48,  A9999-99,  ,  ,  m103.24414.4271,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
V1830 Sgr,  18 13 51.50,  -27 42 20.8,  ,  ,  ,  ,  ,  4,  -5,  ug,  ,  ,  ,  11.5p-17.5p,  ICRS,  ,  1984-06,  1999-94*,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
V849 Oph,  18 14 13.83,  +11 36 42.5,  ,  ,  ,  ,  ,  39,  13,  nb,  0.172757,  1919.64,  ,  7.3p-17p,  ICRS,  ,  1987-08,  1987-08,  1996-14S,  1993-30,  HD 167276,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
V4160 Sgr,  18 14 14.31,  -32 12 28.5,  ,  ,  ,  ,  ,  0,  -7,  na,  ,  1991.58,  ,  7.0v-<19j,  1991-14,  ,  1991-09,  A9999-99*,  1991-09X:,  ,  ,  Y,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
V1010 Her,  18 14 17.,  +30 43 37.0,  ,  ,  ,  ,  ,  85,  21,  cv:,  ,  ,  ,  17.8p-19.5p,  1998-33,  ,  1998-33,  1998-33,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
V533 Her,  18 14 22.01,  +41 51 22.1,  3,  7,  6,  9,  1992973,  69,  24,  na,  147,  1963.10,  ,  3.0p-14.8B,  ICRS,  1965-04,  1987-08,  1987-08,  1983-12S,  2000-77,  ,  Y,  Y,  ,  ,  ,  Y,  ,  ,  ,  ,  
Dra,  18 14 34.84,  +61 23 34.5,  -2,  1,  -14,  2,  2000,  91,  28,  cv/nl,  0.1479,  ,  ,  -,  2003-115,  2003-115,  2005-09,  A9999-99,  ,  2005-09,  HS 1813+6122,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
Sgr,  18 14 42.54,  -22 37 42.4,  ,  ,  ,  ,  ,  9,  -3,  ug,  ,  ,  ,  17.6V-20.6V,  2004-48,  ,  2004-48,  A9999-99,  ,  ,  m304.35057.1192,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
Sgr,  18 14 49.01,  -26 22 10.3,  ,  ,  ,  ,  ,  5,  -4,  ug:,  ,  ,  ,  -,  2004-48,  ,  2004-48,  A9999-99,  ,  ,  m161.25086.2455,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
V3914 Sgr,  18 15 26.3,  -30 43 29.0,  ,  ,  ,  ,  ,  ,  ,  non-cv,  ,  ,  ,  - ,  ,  ,  1996-01*,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
V1583 Sgr,  18 15 34.42,  -23 23 18.2,  ,  ,  ,  ,  ,  8,  -3,  na:,  ,  1928.48,  ,  8.9p-21j,  C00003,  ,  1987-08,  1987-08:*,  ,  ,  HV 12320,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
Sgr,  18 15 41.56,  -23 59 12.6,  ,  ,  ,  ,  ,  8,  -3,  ug,  ,  ,  ,  -,  2004-48,  ,  2004-48,  A9999-99,  ,  ,  m307.35708.4691,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
Sgr,  18 15 46.93,  -22 56 22.8,  ,  ,  ,  ,  ,  9,  -3,  ug:,  ,  ,  ,  -,  2004-48,  ,  2004-48,  A9999-99,  ,  ,  m306.35724.3178,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
Sgr,  18 15 47.28,  -22 58 47.8,  ,  ,  ,  ,  ,  9,  -3,  ug:,  ,  ,  ,  -,  2004-48,  ,  2004-48,  A9999-99,  ,  ,  m306.35892.4598,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
Sgr,  18 15 54.30,  -23 17 29.7,  ,  ,  ,  ,  ,  8,  -3,  ug:,  ,  ,  ,  -,  2004-48,  ,  2004-48,  A9999-99,  ,  ,  m306.35887.1487,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
Sgr,  18 15 54.97,  -23 42 23.5,  ,  ,  ,  ,  ,  8,  -3,  ug,  ,  ,  ,  18.5I-20.7I,  2003-09,  ,  2003-09,  2003-09,  ,  ,  Bul_sc12_2728,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
V2323 Sgr,  18 15 57.73,  -27 57 08.4,  ,  ,  ,  ,  ,  ,  ,  non-cv,  ,  ,  ,  - ,  ,  ,  1998-25*,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
Sgr,  18 16 05.3,  -25 15 33.1,  ,  ,  ,  ,  ,  7,  -4,  ug:,  ,  ,  ,  -,  2004-48,  ,  2004-48,  A9999-99,  ,  ,  m177.25623.3642,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
V4074 Sgr,  18 16 05.96,  -30 51 15.,  ,  ,  ,  ,  ,  2,  -7,  nb/z an,  ,  1965.,  ,  8.6p- ,  C00003,  ,  1987-08,  1987-08*,  1975-02S:,  ,  AS 295B,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
Sgr,  18 16 13.02,  -23 02 38.9,  ,  ,  ,  ,  ,  9,  -3,  cv:,  ,  ,  ,  25.2V-,  2005-102,  ,  2005-102,  2005-102*,  ,  ,  m306.36059.752,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
AM Her,  18 16 17.87,  +49 52 04.3,  -0.0399,  0.0009,  0.0297,  0.0009,  1992953,  78,  26,  am,  0.128927,  ,  ,  12.0V-15.5V,  ICRS,  2003-113,  1984-15,  1983-12,  1983-12S,  1981-22,  3A 1815+498,  Y,  Y,  Y,  Y,  Y,  Y,  Y,  Y,  Y,  Y,  
Sgr,  18 16 19.29,  -23 38 55.6,  ,  ,  ,  ,  ,  8,  -3,  ug,  ,  ,  ,  18.3I-20.3I,  2003-09,  ,  2003-09,  2003-09,  ,  ,  Bul_sc12_2934,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
V2839 Sgr,  18 16 25.15,  -31 42 09.8,  -16,  4,  -0.02,  17,  2000,  1,  -7,  UG:,  ,  ,  ,  15.3p-17.2p,  2003-115,  2003-115,  T00000,  2004-20*,  ,  ,  Plaut 3-281,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
V2329 Sgr,  18 16 33.59,  -27 52 57.5,  ,  ,  ,  ,  ,  ,  ,  non-cv,  ,  ,  ,  - ,  ,  ,  T00000*,  ,  ,  ,  NSV 8428,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
Sgr,  18 16 35.10,  -23 52 03.2,  ,  ,  ,  ,  ,  8,  -4,  ug,  ,  ,  ,  17.4I-19.1I,  2003-09,  ,  2003-09,  2003-09,  ,  ,  Bul_sc13_1972,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
Sgr,  18 16 48.52,  -30 44 06.0,  ,  ,  ,  ,  ,  2,  -7,  ug,  ,  ,  ,  18.6V-20.9V,  2004-48,  ,  2004-48,  A9999-99,  ,  ,  m152.25800.1458,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
Sgr,  18 16 56.78,  -22 03 14.3,  ,  ,  ,  ,  ,  9,  -3,  ug:,  ,  ,  ,  -,  2004-48,  ,  2004-48,  A9999-99,  ,  ,  m305.36409.813,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
Sgr,  18 16 58.96,  -23 29 50.9,  ,  ,  ,  ,  ,  8,  -3,  ug,  ,  ,  ,  14.0I-<19.0I,  2001-48,  ,  2001-48,  A9999-99*,  ,  ,  MOA-ngb13-2-1170,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
V5115 Sgr,  18 17 00.49,  -25 56 38.9,  ,  ,  ,  ,  ,  6,  -5,  n,  ,  2005.24,  ,  7.8c-,  2005-34,  ,  2005-35,  A9999-99*,  2005-35X:,  ,  Nova Sagittarii 2005,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
Sgr,  18 17 17.88,  -23 13 02.8,  ,  ,  ,  ,  ,  8,  -3,  ug:,  ,  ,  ,  -,  2004-48,  ,  2004-48,  A9999-99,  ,  ,  m306.36560.3266,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
Sgr,  18 17 18.1,  -24 13 50.3,  ,  ,  ,  ,  ,  8,  -4,  ug,  ,  ,  ,  18.0I-20.2I,  2003-09,  ,  2003-09,  2003-09,  ,  ,  Bul_sc13_691,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
DV Dra,  18 17 29.87,  +50 48 18.1,  ,  ,  ,  ,  ,  79,  26,  ugwz,  ,  ,  ,  15.0B-<21p,  2000-94,  ,  2005-103,  1985-16*,  ,  *,  SVS 2704,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
Sgr,  18 17 32.98,  -23 43 55.9,  ,  ,  ,  ,  ,  8,  -4,  ug,  ,  ,  ,  17.0V-19.8V,  2004-48,  ,  2004-48,  A9999-99,  ,  ,  m311.36888.1587,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
Sgr,  18 17 39.73,  -21 59 12.7,  ,  ,  ,  ,  ,  10,  -3,  ug,  ,  ,  ,  18.7V-20.9V,  2004-48,  ,  2004-48,  A9999-99,  ,  ,  m308.36914.3615,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
Sgr,  18 17 48.46,  -25 40 24.3,  ,  ,  ,  ,  ,  6,  -5,  ug:,  ,  ,  ,  -,  2004-48,  ,  2004-48,  A9999-99,  ,  ,  m159.26266.4219,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
Sgr,  18 17 50.40,  -29 52 14.0,  ,  ,  ,  ,  ,  3,  -7,  ug,  ,  ,  ,  17.9V-19.7V,  2004-48,  ,  2004-48,  A9999-99,  ,  ,  m148.26333.1860,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
V5116 Sgr,  18 17 54.72,  -30 26 32.4,  ,  ,  ,  ,  ,  2,  -7,  n,  ,  2005.50,  ,  8.1V-,  2005-72,  ,  2005-73,  A9999-99*,  2005-73X:,  ,  Nova Sgr 2005 No. 2,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
Sgr,  18 17 54.78,  -23 50 25.7,  ,  ,  ,  ,  ,  8,  -4,  ug:,  ,  ,  ,  -,  2004-48,  ,  2004-48,  A9999-99,  ,  ,  m311.37055.2070,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
Sgr,  18 17 57.85,  -30 03 53.9,  ,  ,  ,  ,  ,  2,  -7,  ug:,  ,  ,  ,  -,  2004-48,  ,  2004-48,  A9999-99,  ,  ,  m148.26330.809,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
Sgr,  18 18 24.33,  -25 47 02.2,  ,  ,  ,  ,  ,  6,  -5,  ugsu,  ,  ,  ,  17.7V-19.4V,  2004-48,  ,  2004-48,  A9999-99,  ,  ,  m159.26395.2298,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
Sgr,  18 18 25.94,  -30 23 37.1,  ,  ,  ,  ,  ,  2,  -7,  ug:,  ,  ,  ,  -,  2004-48,  ,  2004-48,  A9999-99,  ,  ,  m148.26586.2310,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
Sgr,  18 18 30.39,  -23 55 30.8,  ,  ,  ,  ,  ,  8,  -4,  ug:,  ,  ,  ,  -,  2004-48,  ,  2004-48,  A9999-99,  ,  ,  m311.37389.3983,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
Sgr,  18 18 30.4,  -31 26 07.9,  ,  ,  ,  ,  ,  1,  -7,  ug:,  ,  ,  ,  -,  2004-48,  ,  2004-48,  A9999-99,  ,  ,  m155.26570.1617,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
