Name_RK	RAJ2000_RK	DEJ2000_RK	Type1_RK	Type2_RK	mag1_RK	Orb.Per	Distance_RK	5%_RK	95%_RK  	Name_DS	RAJ2000_DS	DEJ2000_DS	PM-RA_DS	PM-RAerr_DS	PM-Dec_DS	PM-Decerr_DS	Epoch_DS	l_DS	b_DS	Type_DS	Period_DS	Outburst_DS	Cluster_DS	Mag. Range_DS	Coord-Ref_DS	PM-Ref_DS	Type-Ref_DS	Chart-Ref_DS	Spect-Ref_DS	Period-Ref_DS	Other-Name_DS	IUE_DS	HST_DS	ARIEL5_DS	HEAO1_DS	HEAO2_DS	EXOSAT_DS	ROSAT_DS	GINGA_DS	ASCA_DS	EUVE_DS		Link_Name_SIMBAD 	Link_Coord_SIMBAD
J0751+3006,  07 51 07.5,  +30 06 28,  DN,  SU,  19.57,  0.057000,  507.78,  126.09,  252.28 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,,  http://simbad.u-strasbg.fr/simbad/sim-id?Ident=J0751+3006,  http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=07 51 07.5+++30 06 28&CooFrame=FK5&CooEpoch=2000&CooEqui=2000&CooDefinedFrames=none&Radius=5&Radius.unit=arcsec&submit=submit+query&CoordList=
J0811+1520,  08 11 17.1,  +15 20 03,  DN,  SU,  19.73,  0.057000,  3208.48,  2068.31,  4633.91 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,,  http://simbad.u-strasbg.fr/simbad/sim-id?Ident=J0811+1520,  http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=08 11 17.1+++15 20 03&CooFrame=FK5&CooEpoch=2000&CooEqui=2000&CooDefinedFrames=none&Radius=5&Radius.unit=arcsec&submit=submit+query&CoordList=
J0811+6600,  08 11 10.4,  +66 00 10,  DN,  SU,   nan,  0.057000,  nan,  nan,  nan , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,,  http://simbad.u-strasbg.fr/simbad/sim-id?Ident=J0811+6600,  http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=08 11 10.4+++66 00 10&CooFrame=FK5&CooEpoch=2000&CooEqui=2000&CooDefinedFrames=none&Radius=5&Radius.unit=arcsec&submit=submit+query&CoordList=
J0948+0149,  09 48 54.0,  +01 49 11,  DN,  SU,   nan,  0.057000,  nan,  nan,  nan , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,,  http://simbad.u-strasbg.fr/simbad/sim-id?Ident=J0948+0149,  http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=09 48 54.0+++01 49 11&CooFrame=FK5&CooEpoch=2000&CooEqui=2000&CooDefinedFrames=none&Radius=5&Radius.unit=arcsec&submit=submit+query&CoordList=
J1058+0547,  10 58 35.1,  +05 47 06,  DN,  SU,   nan,  0.057000,  nan,  nan,  nan , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,,  http://simbad.u-strasbg.fr/simbad/sim-id?Ident=J1058+0547,  http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=10 58 35.1+++05 47 06&CooFrame=FK5&CooEpoch=2000&CooEqui=2000&CooDefinedFrames=none&Radius=5&Radius.unit=arcsec&submit=submit+query&CoordList=
J1616+1151,  16 16 18.7,  +11 51 05,  DN,  SU,  20.62,  0.057000,  2977.31,  2231.51,  4727.35 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,,  http://simbad.u-strasbg.fr/simbad/sim-id?Ident=J1616+1151,  http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=16 16 18.7+++11 51 05&CooFrame=FK5&CooEpoch=2000&CooEqui=2000&CooDefinedFrames=none&Radius=5&Radius.unit=arcsec&submit=submit+query&CoordList=
J2037-3012,  20 37 06.8,  -30 12 22,  DN,  SU,  20.75,  0.057000,  -1.09,  0.01,  0.02 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,,  http://simbad.u-strasbg.fr/simbad/sim-id?Ident=J2037-3012,  http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=20 37 06.8++-30 12 22&CooFrame=FK5&CooEpoch=2000&CooEqui=2000&CooDefinedFrames=none&Radius=5&Radius.unit=arcsec&submit=submit+query&CoordList=
J2155+2741,  21 55 12.7,  +27 41 19,  DN,  SU,   nan,  0.057000,  nan,  nan,  nan , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,,  http://simbad.u-strasbg.fr/simbad/sim-id?Ident=J2155+2741,  http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=21 55 12.7+++27 41 19&CooFrame=FK5&CooEpoch=2000&CooEqui=2000&CooDefinedFrames=none&Radius=5&Radius.unit=arcsec&submit=submit+query&CoordList=
J1610+0907,  16 10 27.6,  +09 07 38,  DN,  SU,  20.42,  0.057000,  3386.97,  2149.35,  4895.28 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,,  http://simbad.u-strasbg.fr/simbad/sim-id?Ident=J1610+0907,  http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=16 10 27.6+++09 07 38&CooFrame=FK5&CooEpoch=2000&CooEqui=2000&CooDefinedFrames=none&Radius=5&Radius.unit=arcsec&submit=submit+query&CoordList=
J1819+3613,  18 19 53.8,  +36 13 56,  DN,  SU,  19.26,  0.056841,  354.86,  52.37,  70.15 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,,  http://simbad.u-strasbg.fr/simbad/sim-id?Ident=J1819+3613,  http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=18 19 53.8+++36 13 56&CooFrame=FK5&CooEpoch=2000&CooEqui=2000&CooDefinedFrames=none&Radius=5&Radius.unit=arcsec&submit=submit+query&CoordList=
J1605+2030,  16 05 01.4,  +20 30 57,  DN,  SU,   nan,  0.056700,  nan,  nan,  nan , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,,  http://simbad.u-strasbg.fr/simbad/sim-id?Ident=J1605+2030,  http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=16 05 01.4+++20 30 57&CooFrame=FK5&CooEpoch=2000&CooEqui=2000&CooDefinedFrames=none&Radius=5&Radius.unit=arcsec&submit=submit+query&CoordList=
J2313+16,  23 13 00.0,  +16 00 00,  DN,  SU,  19.82,  0.056700,  379.27,  104.34,  260.50 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,,  http://simbad.u-strasbg.fr/simbad/sim-id?Ident=J2313+16,  http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=23 13 00.0+++16 00 00&CooFrame=FK5&CooEpoch=2000&CooEqui=2000&CooDefinedFrames=none&Radius=5&Radius.unit=arcsec&submit=submit+query&CoordList=
J1532-2833,  15 32 00.4,  -28 33 57,  DN,  ZZ,  18.56,  0.056630,  308.31,  35.07,  46.76 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,,  http://simbad.u-strasbg.fr/simbad/sim-id?Ident=J1532-2833,  http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=15 32 00.4++-28 33 57&CooFrame=FK5&CooEpoch=2000&CooEqui=2000&CooDefinedFrames=none&Radius=5&Radius.unit=arcsec&submit=submit+query&CoordList=
J1751-2942,  17 51 47.4,  -29 42 15,  DN,  SU,  19.73,  0.056630,  1596.38,  1146.29,  4361.38 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,,  http://simbad.u-strasbg.fr/simbad/sim-id?Ident=J1751-2942,  http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=17 51 47.4++-29 42 15&CooFrame=FK5&CooEpoch=2000&CooEqui=2000&CooDefinedFrames=none&Radius=5&Radius.unit=arcsec&submit=submit+query&CoordList=
J0902+0525,  09 02 39.7,  +05 25 01,  DN,  SU,  17.53,  0.056540,  153.89,  4.98,  5.33 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,,  http://simbad.u-strasbg.fr/simbad/sim-id?Ident=J0902+0525,  http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=09 02 39.7+++05 25 01&CooFrame=FK5&CooEpoch=2000&CooEqui=2000&CooDefinedFrames=none&Radius=5&Radius.unit=arcsec&submit=submit+query&CoordList=
V466 And,  02 00 25.4,  +44 10 19,  DN,  SU,  20.75,  0.056500,  114.10,  29.35,  61.72 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,,  http://simbad.u-strasbg.fr/simbad/sim-id?Ident=V466 And,  http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=02 00 25.4+++44 10 19&CooFrame=FK5&CooEpoch=2000&CooEqui=2000&CooDefinedFrames=none&Radius=5&Radius.unit=arcsec&submit=submit+query&CoordList=
J0309+2638,  03 09 29.8,  +26 38 04,  DN,  SU,  15.53,  0.056200,  164.36,  1.91,  2.04 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,,  http://simbad.u-strasbg.fr/simbad/sim-id?Ident=J0309+2638,  http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=03 09 29.8+++26 38 04&CooFrame=FK5&CooEpoch=2000&CooEqui=2000&CooDefinedFrames=none&Radius=5&Radius.unit=arcsec&submit=submit+query&CoordList=
J0057+4431,  00 57 41.0,  +44 31 02,  DN,  SU,  18.65,  0.056200,  249.77,  25.92,  31.07 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,,  http://simbad.u-strasbg.fr/simbad/sim-id?Ident=J0057+4431,  http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=00 57 41.0+++44 31 02&CooFrame=FK5&CooEpoch=2000&CooEqui=2000&CooDefinedFrames=none&Radius=5&Radius.unit=arcsec&submit=submit+query&CoordList=
J0132-1043,  01 32 02.7,  -10 43 57,  DN,  SU,  19.23,  0.056000,  -70.99,  0.01,  0.01 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,,  http://simbad.u-strasbg.fr/simbad/sim-id?Ident=J0132-1043,  http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=01 32 02.7++-10 43 57&CooFrame=FK5&CooEpoch=2000&CooEqui=2000&CooDefinedFrames=none&Radius=5&Radius.unit=arcsec&submit=submit+query&CoordList=
J0206+2057,  02 06 33.4,  +20 57 08,  DN,  SU,  20.53,  0.056000,  3146.71,  2284.19,  4913.95 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,,  http://simbad.u-strasbg.fr/simbad/sim-id?Ident=J0206+2057,  http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=02 06 33.4+++20 57 08&CooFrame=FK5&CooEpoch=2000&CooEqui=2000&CooDefinedFrames=none&Radius=5&Radius.unit=arcsec&submit=submit+query&CoordList=
J0558+3915,  05 58 45.5,  +39 15 33,  DN,  SU,  18.25,  0.056000,  516.49,  83.42,  125.70 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,,  http://simbad.u-strasbg.fr/simbad/sim-id?Ident=J0558+3915,  http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=05 58 45.5+++39 15 33&CooFrame=FK5&CooEpoch=2000&CooEqui=2000&CooDefinedFrames=none&Radius=5&Radius.unit=arcsec&submit=submit+query&CoordList=
J0611+4041,  06 11 28.0,  +40 41 09,  DN,  SU,  18.75,  0.056000,  592.46,  116.63,  191.63 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,,  http://simbad.u-strasbg.fr/simbad/sim-id?Ident=J0611+4041,  http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=06 11 28.0+++40 41 09&CooFrame=FK5&CooEpoch=2000&CooEqui=2000&CooDefinedFrames=none&Radius=5&Radius.unit=arcsec&submit=submit+query&CoordList=
J0619+1926,  06 19 59.9,  +19 26 59,  DN,  SU,   nan,  0.056000,  nan,  nan,  nan , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,,  http://simbad.u-strasbg.fr/simbad/sim-id?Ident=J0619+1926,  http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=06 19 59.9+++19 26 59&CooFrame=FK5&CooEpoch=2000&CooEqui=2000&CooDefinedFrames=none&Radius=5&Radius.unit=arcsec&submit=submit+query&CoordList=
J1105-4257,  11 05 49.4,  -42 57 30,  DN,  SU,   nan,  0.056000,  nan,  nan,  nan , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,,  http://simbad.u-strasbg.fr/simbad/sim-id?Ident=J1105-4257,  http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=11 05 49.4++-42 57 30&CooFrame=FK5&CooEpoch=2000&CooEqui=2000&CooDefinedFrames=none&Radius=5&Radius.unit=arcsec&submit=submit+query&CoordList=
J2051-0358,  20 51 46.2,  -03 58 27,  DN,  SU,   nan,  0.056000,  nan,  nan,  nan , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,,  http://simbad.u-strasbg.fr/simbad/sim-id?Ident=J2051-0358,  http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=20 51 46.2++-03 58 27&CooFrame=FK5&CooEpoch=2000&CooEqui=2000&CooDefinedFrames=none&Radius=5&Radius.unit=arcsec&submit=submit+query&CoordList=
J2247+2504,  22 47 36.4,  +25 04 36,  DN,  SU,  20.23,  0.056000,  3714.61,  2524.44,  4961.96 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,,  http://simbad.u-strasbg.fr/simbad/sim-id?Ident=J2247+2504,  http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=22 47 36.4+++25 04 36&CooFrame=FK5&CooEpoch=2000&CooEqui=2000&CooDefinedFrames=none&Radius=5&Radius.unit=arcsec&submit=submit+query&CoordList=
J2351-3027,  23 51 23.9,  -30 27 25,  DN,  SU,   nan,  0.056000,  nan,  nan,  nan , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,,  http://simbad.u-strasbg.fr/simbad/sim-id?Ident=J2351-3027,  http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=23 51 23.9++-30 27 25&CooFrame=FK5&CooEpoch=2000&CooEqui=2000&CooDefinedFrames=none&Radius=5&Radius.unit=arcsec&submit=submit+query&CoordList=
J0947+0610,  09 47 59.8,  +06 10 44,  DN,  SU,  17.72,  0.055900,  169.50,  7.15,  7.67 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,,  http://simbad.u-strasbg.fr/simbad/sim-id?Ident=J0947+0610,  http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=09 47 59.8+++06 10 44&CooFrame=FK5&CooEpoch=2000&CooEqui=2000&CooDefinedFrames=none&Radius=5&Radius.unit=arcsec&submit=submit+query&CoordList=
SS LMi,  10 34 05.9,  +31 08 00,  DN,  SU,   nan,  0.055700,  nan,  nan,  nan , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,,  http://simbad.u-strasbg.fr/simbad/sim-id?Ident=SS LMi,  http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=10 34 05.9+++31 08 00&CooFrame=FK5&CooEpoch=2000&CooEqui=2000&CooDefinedFrames=none&Radius=5&Radius.unit=arcsec&submit=submit+query&CoordList=
J1212+0416,  12 12 40.4,  +04 16 56,  DN,  SU,   nan,  0.055700,  nan,  nan,  nan , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,,  http://simbad.u-strasbg.fr/simbad/sim-id?Ident=J1212+0416,  http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=12 12 40.4+++04 16 56&CooFrame=FK5&CooEpoch=2000&CooEqui=2000&CooDefinedFrames=none&Radius=5&Radius.unit=arcsec&submit=submit+query&CoordList=
J0613+3957,  06 13 35.3,  +39 57 15,  NL,  AM,  15.84,  0.055600,  323.42,  5.44,  5.64 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,,  http://simbad.u-strasbg.fr/simbad/sim-id?Ident=J0613+3957,  http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=06 13 35.3+++39 57 15&CooFrame=FK5&CooEpoch=2000&CooEqui=2000&CooDefinedFrames=none&Radius=5&Radius.unit=arcsec&submit=submit+query&CoordList=
V500 And,  00 42 26.5,  +42 15 37,  DN,  SU,   nan,  0.055600,  nan,  nan,  nan , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,,  http://simbad.u-strasbg.fr/simbad/sim-id?Ident=V500 And,  http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=00 42 26.5+++42 15 37&CooFrame=FK5&CooEpoch=2000&CooEqui=2000&CooDefinedFrames=none&Radius=5&Radius.unit=arcsec&submit=submit+query&CoordList=
IK Leo,  10 21 46.4,  +23 49 26,  DN,  SU,   nan,  0.055500,  nan,  nan,  nan , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,,  http://simbad.u-strasbg.fr/simbad/sim-id?Ident=IK Leo,  http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=10 21 46.4+++23 49 26&CooFrame=FK5&CooEpoch=2000&CooEqui=2000&CooDefinedFrames=none&Radius=5&Radius.unit=arcsec&submit=submit+query&CoordList=
J1731+2754,  17 31 25.4,  +27 54 29,  NL,  AM,  18.22,  0.055471,  265.98,  19.46,  22.24 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,,  http://simbad.u-strasbg.fr/simbad/sim-id?Ident=J1731+2754,  http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=17 31 25.4+++27 54 29&CooFrame=FK5&CooEpoch=2000&CooEqui=2000&CooDefinedFrames=none&Radius=5&Radius.unit=arcsec&submit=submit+query&CoordList=
J0606-6039,  06 06 02.6,  -60 39 03,  DN,  SU,  20.38,  0.055400,  2911.06,  1982.27,  4762.25 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,,  http://simbad.u-strasbg.fr/simbad/sim-id?Ident=J0606-6039,  http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=06 06 02.6++-60 39 03&CooFrame=FK5&CooEpoch=2000&CooEqui=2000&CooDefinedFrames=none&Radius=5&Radius.unit=arcsec&submit=submit+query&CoordList=
J0011+0451,  00 11 33.7,  +04 51 23,  DN,  SU,  18.37,  0.055351,  284.34,  28.70,  33.65 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,,  http://simbad.u-strasbg.fr/simbad/sim-id?Ident=J0011+0451,  http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=00 11 33.7+++04 51 23&CooFrame=FK5&CooEpoch=2000&CooEqui=2000&CooDefinedFrames=none&Radius=5&Radius.unit=arcsec&submit=submit+query&CoordList=
J0019+4339,  00 19 52.2,  +43 39 01,  N?,  DN,   nan,  0.055000,  nan,  nan,  nan , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,,  http://simbad.u-strasbg.fr/simbad/sim-id?Ident=J0019+4339,  http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=00 19 52.2+++43 39 01&CooFrame=FK5&CooEpoch=2000&CooEqui=2000&CooDefinedFrames=none&Radius=5&Radius.unit=arcsec&submit=submit+query&CoordList=
J0447-3656,  04 47 23.3,  -36 56 02,  DN,  SU,   nan,  0.055000,  nan,  nan,  nan , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,,  http://simbad.u-strasbg.fr/simbad/sim-id?Ident=J0447-3656,  http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=04 47 23.3++-36 56 02&CooFrame=FK5&CooEpoch=2000&CooEqui=2000&CooDefinedFrames=none&Radius=5&Radius.unit=arcsec&submit=submit+query&CoordList=
J0514+6711,  05 14 15.6,  +67 11 20,  DN,  SU,   nan,  0.055000,  nan,  nan,  nan , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,,  http://simbad.u-strasbg.fr/simbad/sim-id?Ident=J0514+6711,  http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=05 14 15.6+++67 11 20&CooFrame=FK5&CooEpoch=2000&CooEqui=2000&CooDefinedFrames=none&Radius=5&Radius.unit=arcsec&submit=submit+query&CoordList=
J0656+7444,  06 56 08.3,  +74 44 55,  DN,  SU,   nan,  0.055000,  nan,  nan,  nan , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,,  http://simbad.u-strasbg.fr/simbad/sim-id?Ident=J0656+7444,  http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=06 56 08.3+++74 44 55&CooFrame=FK5&CooEpoch=2000&CooEqui=2000&CooDefinedFrames=none&Radius=5&Radius.unit=arcsec&submit=submit+query&CoordList=
J0858-2740,  08 58 54.2,  -27 40 31,  DN,  SU,   nan,  0.055000,  nan,  nan,  nan , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,,  http://simbad.u-strasbg.fr/simbad/sim-id?Ident=J0858-2740,  http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=08 58 54.2++-27 40 31&CooFrame=FK5&CooEpoch=2000&CooEqui=2000&CooDefinedFrames=none&Radius=5&Radius.unit=arcsec&submit=submit+query&CoordList=
J1100-1156,  11 00 38.1,  -11 56 47,  DN,  SU,  19.09,  0.055000,  552.03,  132.82,  287.52 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,,  http://simbad.u-strasbg.fr/simbad/sim-id?Ident=J1100-1156,  http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=11 00 38.1++-11 56 47&CooFrame=FK5&CooEpoch=2000&CooEqui=2000&CooDefinedFrames=none&Radius=5&Radius.unit=arcsec&submit=submit+query&CoordList=
J1800+5256,  18 00 05.9,  +52 56 33,  DN,  SU,   nan,  0.055000,  nan,  nan,  nan , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,,  http://simbad.u-strasbg.fr/simbad/sim-id?Ident=J1800+5256,  http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=18 00 05.9+++52 56 33&CooFrame=FK5&CooEpoch=2000&CooEqui=2000&CooDefinedFrames=none&Radius=5&Radius.unit=arcsec&submit=submit+query&CoordList=
J1845+4831,  18 45 42.6,  +48 31 31,  DN,  SU,  20.92,  0.055000,  -6.55,  0.02,  0.02 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,,  http://simbad.u-strasbg.fr/simbad/sim-id?Ident=J1845+4831,  http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=18 45 42.6+++48 31 31&CooFrame=FK5&CooEpoch=2000&CooEqui=2000&CooDefinedFrames=none&Radius=5&Radius.unit=arcsec&submit=submit+query&CoordList=
V572 And,  02 22 16.4,  +41 23 00,  DN,  SU,   nan,  0.054900,  nan,  nan,  nan , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,,  http://simbad.u-strasbg.fr/simbad/sim-id?Ident=V572 And,  http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=02 22 16.4+++41 23 00&CooFrame=FK5&CooEpoch=2000&CooEqui=2000&CooDefinedFrames=none&Radius=5&Radius.unit=arcsec&submit=submit+query&CoordList=
J1751-2938,  17 51 18.8,  -29 38 11,  DN,  SU,   nan,  0.054870,  nan,  nan,  nan , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,,  http://simbad.u-strasbg.fr/simbad/sim-id?Ident=J1751-2938,  http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=17 51 18.8++-29 38 11&CooFrame=FK5&CooEpoch=2000&CooEqui=2000&CooDefinedFrames=none&Radius=5&Radius.unit=arcsec&submit=submit+query&CoordList=
J2305-0225,  23 05 23.3,  -02 25 49,  DN,  SU,  17.49,  0.054643,  293.88,  13.03,  14.45 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,,  http://simbad.u-strasbg.fr/simbad/sim-id?Ident=J2305-0225,  http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=23 05 23.3++-02 25 49&CooFrame=FK5&CooEpoch=2000&CooEqui=2000&CooDefinedFrames=none&Radius=5&Radius.unit=arcsec&submit=submit+query&CoordList=
J2138+2619,  21 38 06.6,  +26 19 57,  DN,  SU,  17.75,  0.054570,  693.41,  57.37,  66.15 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,,  http://simbad.u-strasbg.fr/simbad/sim-id?Ident=J2138+2619,  http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=21 38 06.6+++26 19 57&CooFrame=FK5&CooEpoch=2000&CooEqui=2000&CooDefinedFrames=none&Radius=5&Radius.unit=arcsec&submit=submit+query&CoordList=
J1853+4203,  18 53 28.8,  +42 03 44,  DN,  SU,  16.26,  0.054323,  94.40,  1.37,  1.48 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,,  http://simbad.u-strasbg.fr/simbad/sim-id?Ident=J1853+4203,  http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=18 53 28.8+++42 03 44&CooFrame=FK5&CooEpoch=2000&CooEqui=2000&CooDefinedFrames=none&Radius=5&Radius.unit=arcsec&submit=submit+query&CoordList=
J1433+1011,  14 33 17.8,  +10 11 23,  DN,  SU,  18.70,  0.054300,  288.46,  22.85,  28.00 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,,  http://simbad.u-strasbg.fr/simbad/sim-id?Ident=J1433+1011,  http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=14 33 17.8+++10 11 23&CooFrame=FK5&CooEpoch=2000&CooEqui=2000&CooDefinedFrames=none&Radius=5&Radius.unit=arcsec&submit=submit+query&CoordList=
J1126+0846,  11 26 19.4,  +08 46 51,  DN,    ,  18.59,  0.054241,  226.52,  15.69,  19.91 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,,  http://simbad.u-strasbg.fr/simbad/sim-id?Ident=J1126+0846,  http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=11 26 19.4+++08 46 51&CooFrame=FK5&CooEpoch=2000&CooEqui=2000&CooDefinedFrames=none&Radius=5&Radius.unit=arcsec&submit=submit+query&CoordList=
J0221+7322,  02 21 02.8,  +73 22 45,  NL,  AM,  20.19,  0.054049,  2556.64,  1809.08,  4583.11 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,,  http://simbad.u-strasbg.fr/simbad/sim-id?Ident=J0221+7322,  http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=02 21 02.8+++73 22 45&CooFrame=FK5&CooEpoch=2000&CooEqui=2000&CooDefinedFrames=none&Radius=5&Radius.unit=arcsec&submit=submit+query&CoordList=
J0413+0945,  04 13 50.0,  +09 45 15,  DN,  SU,  19.90,  0.054000,  382.31,  82.08,  154.88 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,,  http://simbad.u-strasbg.fr/simbad/sim-id?Ident=J0413+0945,  http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=04 13 50.0+++09 45 15&CooFrame=FK5&CooEpoch=2000&CooEqui=2000&CooDefinedFrames=none&Radius=5&Radius.unit=arcsec&submit=submit+query&CoordList=
J0500-3207,  05 00 30.0,  -32 07 36,  DN,  SU,   nan,  0.054000,  nan,  nan,  nan , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,,  http://simbad.u-strasbg.fr/simbad/sim-id?Ident=J0500-3207,  http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=05 00 30.0++-32 07 36&CooFrame=FK5&CooEpoch=2000&CooEqui=2000&CooDefinedFrames=none&Radius=5&Radius.unit=arcsec&submit=submit+query&CoordList=
J1435+2336,  14 35 44.0,  +23 36 39,  DN,  SU,   nan,  0.054000,  nan,  nan,  nan , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,,  http://simbad.u-strasbg.fr/simbad/sim-id?Ident=J1435+2336,  http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=14 35 44.0+++23 36 39&CooFrame=FK5&CooEpoch=2000&CooEqui=2000&CooDefinedFrames=none&Radius=5&Radius.unit=arcsec&submit=submit+query&CoordList=
