Name_RK	RAJ2000_RK	DEJ2000_RK	Type1_RK	Type2_RK	mag1_RK	Orb.Per	Distance_RK	5%_RK	95%_RK  	Name_DS	RAJ2000_DS	DEJ2000_DS	PM-RA_DS	PM-RAerr_DS	PM-Dec_DS	PM-Decerr_DS	Epoch_DS	l_DS	b_DS	Type_DS	Period_DS	Outburst_DS	Cluster_DS	Mag. Range_DS	Coord-Ref_DS	PM-Ref_DS	Type-Ref_DS	Chart-Ref_DS	Spect-Ref_DS	Period-Ref_DS	Other-Name_DS	IUE_DS	HST_DS	ARIEL5_DS	HEAO1_DS	HEAO2_DS	EXOSAT_DS	ROSAT_DS	GINGA_DS	ASCA_DS	EUVE_DS		Link_Name_SIMBAD 	Link_Coord_SIMBAD
KT Per,  01 37 08.7,  +50 57 20,  DN,  UG,  14.54,  0.162658,  242.27,  4.93,  5.55,  KT Per,  01 37 08.79,  +50 57 20.4,  0.0631,  1,  -0.0051,  0.0009,  2000,  130,  -11,  ugz,  0.162658,  ,  ,  10.6V-16.1V,  2004-105,  2004-105,  1987-20,  1983-12,  1983-12S,  1999-62,  GR 91,  Y,  ,  ,  ,  ,  Y,  ,  ,  ,  ,    ,  http://simbad.u-strasbg.fr/simbad/sim-id?Ident=KT Per,  http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=01 37 08.7+++50 57 20&CooFrame=FK5&CooEpoch=2000&CooEqui=2000&CooDefinedFrames=none&Radius=5&Radius.unit=arcsec&submit=submit+query&CoordList=
CM Del,  20 24 56.9,  +17 17 54,  NL,  UX,  13.90,  0.162000,  407.19,  7.89,  8.48,  CM Del,  20 24 56.92,  +17 17 55.1,  0.0084,  5,  5,  5,  2000,  59,  -11,  ug/ux,  162,  ,  ,  13.4v-15.3v,  2004-106,  2004-106,  1992-32/1995-41,  1982-03,  1985-07S,  1985-19,  147.1930,  Y,  Y,  ,  ,  ,  ,  ,  ,  ,  ,    ,  http://simbad.u-strasbg.fr/simbad/sim-id?Ident=CM Del,  http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=20 24 56.9+++17 17 54&CooFrame=FK5&CooEpoch=2000&CooEqui=2000&CooDefinedFrames=none&Radius=5&Radius.unit=arcsec&submit=submit+query&CoordList=
V367 Peg,  22 45 00.7,  +16 55 14,  DN,    ,   nan,  0.161900,  nan,  nan,  nan,  V367 Peg,  22 45 00.71,  +16 55 14.0,  0.04,  2,  -0.02,  2,  2000,  84,  -36,  ug,  0.1619,  ,  ,  15.8p-<18.4V,  2003-115,  2003-115,  1999-20,  1999-20,  ,  2005-99,  Antipin V65,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,    ,  http://simbad.u-strasbg.fr/simbad/sim-id?Ident=V367 Peg,  http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=22 45 00.7+++16 55 14&CooFrame=FK5&CooEpoch=2000&CooEqui=2000&CooDefinedFrames=none&Radius=5&Radius.unit=arcsec&submit=submit+query&CoordList=
0229+8016,  02 35 58.3,  +80 29 44,  NL,  UX,  13.97,  0.161490,  486.64,  8.03,  8.52,  Cep,  02 35 58.18,  +80 29 44.5,  14,  2,  8,  2,  2000,  127,  19,  nl/ugz:,  0.16149,  ,  ,  13.7B-15.0B,  2003-115,  2003-115,  2005-40,  2005-40,  2005-40S,  2005-40,  HS 0229+8016,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,    ,  http://simbad.u-strasbg.fr/simbad/sim-id?Ident=0229+8016,  http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=02 35 58.3+++80 29 44&CooFrame=FK5&CooEpoch=2000&CooEqui=2000&CooDefinedFrames=none&Radius=5&Radius.unit=arcsec&submit=submit+query&CoordList=
VZ Aqr,  21 30 24.6,  -02 59 18,  DN,  UG,  17.52,  0.160600,  603.23,  79.33,  98.59,  VZ Aqr,  21 30 24.64,  -02 59 17.1,  0.0128,  5,  0.0149,  5,  2000,  51,  -36,  ug,  ,  ,  ,  11.3p-17.2p,  1987-28,  1987-28,  1982-03,  1982-03,  1992-01S,  ,  SVS 52,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,    ,  http://simbad.u-strasbg.fr/simbad/sim-id?Ident=VZ Aqr,  http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=21 30 24.6++-02 59 18&CooFrame=FK5&CooEpoch=2000&CooEqui=2000&CooDefinedFrames=none&Radius=5&Radius.unit=arcsec&submit=submit+query&CoordList=
J2337+4308,  23 37 59.2,  +43 08 52,  NL,  VY,  16.18,  0.160500,  950.82,  97.12,  121.06,  And,  23 37 59.22,  +43 08 50.8,  ,  ,  ,  ,  ,  109,  -18,  vy,  0.1605,  ,  ,  17V-20V,  ICRS,  ,  2002-123,  2003-02,  ,  2002-22,  RX J2337+4308,  ,  ,  ,  ,  ,  ,  Y,  ,  ,  ,    ,  http://simbad.u-strasbg.fr/simbad/sim-id?Ident=J2337+4308,  http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=23 37 59.2+++43 08 52&CooFrame=FK5&CooEpoch=2000&CooEqui=2000&CooDefinedFrames=none&Radius=5&Radius.unit=arcsec&submit=submit+query&CoordList=
J0812+1911,  08 12 56.8,  +19 11 58,  NL,  NS,  16.08,  0.160053,  775.51,  62.01,  77.54,  Cnc,  08 12 56.85,  +19 11 57.8,  9,  0.00242,  -16,  0.00242,  2004207,  204,  26,  cv,  ,  ,  ,  15.8g-,  2006-05,  2006-22,  2006-05,  A9999-99,  2006-05S,  ,  SDSS J081256+191157,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,    ,  http://simbad.u-strasbg.fr/simbad/sim-id?Ident=J0812+1911,  http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=08 12 56.8+++19 11 58&CooFrame=FK5&CooEpoch=2000&CooEqui=2000&CooDefinedFrames=none&Radius=5&Radius.unit=arcsec&submit=submit+query&CoordList=
V4077 Sgr,  18 34 39.4,  -26 26 03,  Nb,    ,   nan,  0.160000,  nan,  nan,  nan,  V4077 Sgr,  18 34 39.41,  -26 26 02.9,  ,  ,  ,  ,  ,  7,  -8,  nb,  ,  1982.76,  ,  8.0v-22j,  C00002,  ,  1987-08,  1987-08,  1983-08X:,  *,  ,  Y,  Y,  ,  ,  ,  ,  ,  ,  ,  ,    ,  http://simbad.u-strasbg.fr/simbad/sim-id?Ident=V4077 Sgr,  http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=18 34 39.4++-26 26 03&CooFrame=FK5&CooEpoch=2000&CooEqui=2000&CooDefinedFrames=none&Radius=5&Radius.unit=arcsec&submit=submit+query&CoordList=
CY Lyr,  18 52 41.4,  +26 45 30,  DN,  UG,  15.82,  0.159100,  490.19,  15.59,  16.97,  CY Lyr,  18 52 41.38,  +26 45 31.5,  0.0027,  0.0051,  0.0001,  0.0051,  2000,  57,  11,  ug,  0.1591,  ,  ,  13.2p-17.0p,  2004-105,  2004-105,  1985-07,  1982-03,  1985-07S,  1998-72,  237.1929,  Y,  ,  ,  ,  ,  ,  ,  ,  ,  ,    ,  http://simbad.u-strasbg.fr/simbad/sim-id?Ident=CY Lyr,  http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=18 52 41.4+++26 45 30&CooFrame=FK5&CooEpoch=2000&CooEqui=2000&CooDefinedFrames=none&Radius=5&Radius.unit=arcsec&submit=submit+query&CoordList=
VY For,  03 32 04.6,  -25 56 56,  NL,  AM,  18.74,  0.158600,  739.50,  163.16,  287.64,  VY For,  03 32 04.61,  -25 56 55.0,  0.01,  1,  -6,  8,  2000,  220,  -54,  am,  0.1586,  ,  ,  17.5V-19.2V,  2003-115,  2003-115,  1995-41,  1989-08,  1989-08S,  1989-08,  For1,   EXO 0329-2606,  ,  ,  ,  ,  ,  Y,  ,  ,  ,    ,  http://simbad.u-strasbg.fr/simbad/sim-id?Ident=VY For,  http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=03 32 04.6++-25 56 56&CooFrame=FK5&CooEpoch=2000&CooEqui=2000&CooDefinedFrames=none&Radius=5&Radius.unit=arcsec&submit=submit+query&CoordList=
LX Ser,  15 38 00.1,  +18 52 03,  NL,  VY,  14.96,  0.158432,  492.62,  15.79,  17.82,  LX Ser,  15 38 00.09,  +18 52 03.3,  -0.0164,  0.0059,  0.0054,  6,  2000,  30,  51,  vy,  0.158432,  ,  ,  13.3B-17.4B,  2004-105,  2004-105,  1995-41,  1979-05,  1981-04S,  1984-21,  Stepanian's star,  Y,  ,  ,  ,  ,  Y,  ,  ,  ,  ,    ,  http://simbad.u-strasbg.fr/simbad/sim-id?Ident=LX Ser,  http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=15 38 00.1+++18 52 03&CooFrame=FK5&CooEpoch=2000&CooEqui=2000&CooDefinedFrames=none&Radius=5&Radius.unit=arcsec&submit=submit+query&CoordList=
IP Peg,  23 23 08.6,  +18 24 59,  DN,  UG,  14.71,  0.158206,  141.20,  1.59,  1.63,  IP Peg,  23 23 08.53,  +18 24 59.2,  -0.0665,  0.0093,  -32,  0.0103,  2000,  95,  -40,  ug,  0.158206,  ,  ,  10.5V-17.8V,  2004-105,  2004-105,  1987-20,  1985-10,  1988-06S,  2000-106,  SVS 2549,  Y,  Y,  ,  ,  ,  ,  Y,  ,  ,  ,    ,  http://simbad.u-strasbg.fr/simbad/sim-id?Ident=IP Peg,  http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=23 23 08.6+++18 24 59&CooFrame=FK5&CooEpoch=2000&CooEqui=2000&CooDefinedFrames=none&Radius=5&Radius.unit=arcsec&submit=submit+query&CoordList=
V382 Vel,  10 44 48.4,  -52 25 31,  Na,    ,  16.26,  0.158100,  1825.22,  259.28,  363.24,  V382 Vel,  10 44 48.40,  -52 25 31.1,  -0.0115,  0.0023,  -0.0017,  0.0019,  1999.53,  284,  6,  na,  0.1581,  1999.39,  ,  2.7V-16.6V,  2004-109,  2004-109,  1999-07,  A9999-99,  1999-07X:,  2005-99,  ,  ,  Y,  ,  ,  ,  ,  ,  ,  Y,  ,    ,  http://simbad.u-strasbg.fr/simbad/sim-id?Ident=V382 Vel,  http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=10 44 48.4++-52 25 31&CooFrame=FK5&CooEpoch=2000&CooEqui=2000&CooDefinedFrames=none&Radius=5&Radius.unit=arcsec&submit=submit+query&CoordList=
V523 Lyr,  19 21 07.5,  +37 47 57,  NL,  VY,  18.15,  0.158000,  5001.61,  2102.32,  4664.06,  V523 Lyr,  19 21 07.53,  +37 47 56.8,  26,  6,  8,  6,  2000,  70,  11,  vy/ugz,  ,  ,  O,  17.7V-20.2V,  2003-115,  2003-115,  2003-51*,  1992-27,  1997-32S,  ,  NGC 6791 B7,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,    ,  http://simbad.u-strasbg.fr/simbad/sim-id?Ident=V523 Lyr,  http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=19 21 07.5+++37 47 57&CooFrame=FK5&CooEpoch=2000&CooEqui=2000&CooDefinedFrames=none&Radius=5&Radius.unit=arcsec&submit=submit+query&CoordList=
0642+5049,  06 46 19.6,  +50 45 48,  NL,  UX,  15.47,  0.156900,  1568.46,  201.10,  291.29,  Lyn,  06 46 19.60,  +50 45 48.0,  ,  ,  ,  ,  ,  165,  20,  nl/ugz:,  0.1569,  ,  ,  15.5R-,  2005-40,  ,  2005-40,  2005-40,  2005-40S,  2005-40,  HS 0642+5049,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,    ,  http://simbad.u-strasbg.fr/simbad/sim-id?Ident=0642+5049,  http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=06 46 19.6+++50 45 48&CooFrame=FK5&CooEpoch=2000&CooEqui=2000&CooDefinedFrames=none&Radius=5&Radius.unit=arcsec&submit=submit+query&CoordList=
V811 Cyg,  19 48 23.3,  +36 26 23,  DN,  UG,  16.04,  0.156560,  513.17,  19.30,  21.11,  V811 Cyg,  19 48 23.30,  +36 26 23.2,  0.0004,  0.0056,  -0.0077,  0.0056,  2000,  71,  5,  ugSS,  ,  ,  ,  12.7p-<17.7p,  2004-105,  2004-105,  1987-04/T00000,  1987-04,  1997-07S,  ,  VV 64,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,    ,  http://simbad.u-strasbg.fr/simbad/sim-id?Ident=V811 Cyg,  http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=19 48 23.3+++36 26 23&CooFrame=FK5&CooEpoch=2000&CooEqui=2000&CooDefinedFrames=none&Radius=5&Radius.unit=arcsec&submit=submit+query&CoordList=
V1493 Aql,  19 07 36.9,  +12 31 27,  Na,    ,  17.28,  0.156000,  -7.86,  0.02,  0.01,  V1493 Aql,  19 07 36.91,  +12 31 26.7,  ,  ,  ,  ,  ,  46,  2,  na,  156,  1999.53,  ,  10.4V-<21.V,  1999-26,  ,  1999-40,  1999-59*,  1999-10X:,  2000-69,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,    ,  http://simbad.u-strasbg.fr/simbad/sim-id?Ident=V1493 Aql,  http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=19 07 36.9+++12 31 27&CooFrame=FK5&CooEpoch=2000&CooEqui=2000&CooDefinedFrames=none&Radius=5&Radius.unit=arcsec&submit=submit+query&CoordList=
SV CMi,  07 31 08.4,  +05 58 49,  DN,  UG,  16.03,  0.156000,  458.48,  31.14,  34.95,  SV CMi,  07 31 08.40,  +05 58 48.3,  -0.0099,  5,  -0.0134,  5,  2000,  212,  11,  ugz,  156,  ,  ,  13.0p-16.9V,  2004-106,  2004-106,  1982-03,  1982-03,  2000-01S,  1998-46,  285.1928,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,    ,  http://simbad.u-strasbg.fr/simbad/sim-id?Ident=SV CMi,  http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=07 31 08.4+++05 58 49&CooFrame=FK5&CooEpoch=2000&CooEqui=2000&CooDefinedFrames=none&Radius=5&Radius.unit=arcsec&submit=submit+query&CoordList=
BH Lyn,  08 22 36.0,  +51 05 25,  NL,  SW,  15.40,  0.155875,  787.67,  48.38,  57.20,  BH Lyn,  08 22 36.04,  +51 05 24.6,  -0.01009,  0.0039,  -0.01056,  0.00389,  2000262,  168,  35,  vy,  0.155875,  ,  ,  14.5V-17.2V,  2006-22,  2006-22,  1995-41,  1982-06,  1991-03S,  1997-48,  PG 0818+513,  ,  Y,  ,  ,  ,  ,  ,  ,  ,  ,    ,  http://simbad.u-strasbg.fr/simbad/sim-id?Ident=BH Lyn,  http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=08 22 36.0+++51 05 25&CooFrame=FK5&CooEpoch=2000&CooEqui=2000&CooDefinedFrames=none&Radius=5&Radius.unit=arcsec&submit=submit+query&CoordList=
V447 Lyr,  19 00 19.9,  +44 27 45,  DN,  UG,   nan,  0.155627,  nan,  nan,  nan,  V447 Lyr,  19 00 19.92,  +44 27 44.9,  ,  ,  ,  ,  ,  75,  17,  UG:,  ,  ,  ,  17.2p-<18.5p,  ICRS*,  ,  T00000,  1972-03,  ,  ,  GR 247,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,    ,  http://simbad.u-strasbg.fr/simbad/sim-id?Ident=V447 Lyr,  http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=19 00 19.9+++44 27 45&CooFrame=FK5&CooEpoch=2000&CooEqui=2000&CooDefinedFrames=none&Radius=5&Radius.unit=arcsec&submit=submit+query&CoordList=
J1424-0227,  14 24 39.0,  -02 27 39,  NL,  AM,  18.10,  0.155500,  447.54,  81.93,  125.19,  Vir,  14 24 38.93,  -02 27 39.3,  -0.0026,  0.0039,  -0.00561,  0.00389,  2001452,  344,  53,  am,  ,  ,  ,  19.5b-,  2006-22,  2006-22,  2002-01,  A9999-99*,  2001-49S,  *,  2QZ J142438.9-022739,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,    ,  http://simbad.u-strasbg.fr/simbad/sim-id?Ident=J1424-0227,  http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=14 24 39.0++-02 27 39&CooFrame=FK5&CooEpoch=2000&CooEqui=2000&CooDefinedFrames=none&Radius=5&Radius.unit=arcsec&submit=submit+query&CoordList=
OY Ara,  16 40 50.3,  -52 25 51,  Na,  SW,  18.67,  0.155466,  2474.22,  1113.04,  3152.52,  OY Ara,  16 40 50.27,  -52 25 51.3,  ,  ,  ,  ,  ,  334,  -4,  na,  0.155466,  1910.3,  ,  6.0p-17.5p,  C00003,  ,  1987-08,  1987-08*,  1987-09S:,  1997-56,  HD 149990,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,    ,  http://simbad.u-strasbg.fr/simbad/sim-id?Ident=OY Ara,  http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=16 40 50.3++-52 25 51&CooFrame=FK5&CooEpoch=2000&CooEqui=2000&CooDefinedFrames=none&Radius=5&Radius.unit=arcsec&submit=submit+query&CoordList=
GS Pav,  20 08 07.6,  -69 48 58,  NL,  VY,  16.30,  0.155270,  554.12,  26.87,  28.27,  GS Pav,  20 08 07.61,  -69 48 58.6,  0.0168,  0.0122,  -0.0291,  0.0114,  1998408,  326,  -32,  cv,  0.15527,  ,  ,  15.0p-18.0V,  2000-108,  2000-108,  1995-07,  1963-03,  1995-07S,  1998-63,  S 7040,  ,  Y,  ,  ,  ,  ,  ,  ,  ,  ,    ,  http://simbad.u-strasbg.fr/simbad/sim-id?Ident=GS Pav,  http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=20 08 07.6++-69 48 58&CooFrame=FK5&CooEpoch=2000&CooEqui=2000&CooDefinedFrames=none&Radius=5&Radius.unit=arcsec&submit=submit+query&CoordList=
IW And,  01 01 08.9,  +43 23 26,  DN,  ZC,  15.05,  0.155000,  851.27,  84.91,  105.22,  IW And,  01 01 08.91,  +43 23 25.8,  1,  0.0054,  -0.0047,  0.0054,  2000,  125,  -19,  ugz,  ,  ,  ,  14.2p-17.4p,  2004-105,  2004-105,  2003-14,  1975-05,  1999-08X,  ,  S 10792,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,    ,  http://simbad.u-strasbg.fr/simbad/sim-id?Ident=IW And,  http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=01 01 08.9+++43 23 26&CooFrame=FK5&CooEpoch=2000&CooEqui=2000&CooDefinedFrames=none&Radius=5&Radius.unit=arcsec&submit=submit+query&CoordList=
PY Per,  02 50 00.1,  +37 39 23,  DN,  ZC,  15.79,  0.154800,  509.54,  42.90,  51.89,  PY Per,  02 50 00.,  +37 39 22.,  ,  ,  ,  ,  ,  147,  -20,  cv/UGZ,  0.1548,  ,  ,  13.8V-19.8V,  ICRS,  ,  1994-07/T00000,  1996-36*,  1994-07S,  1996-72,  S 9160,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,    ,  http://simbad.u-strasbg.fr/simbad/sim-id?Ident=PY Per,  http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=02 50 00.1+++37 39 23&CooFrame=FK5&CooEpoch=2000&CooEqui=2000&CooDefinedFrames=none&Radius=5&Radius.unit=arcsec&submit=submit+query&CoordList=
QQ Vul,  20 05 41.9,  +22 39 59,  NL,  AM,  15.63,  0.154520,  317.56,  6.87,  7.43,  QQ Vul,  20 05 41.91,  +22 39 58.9,  -0.0069,  0.0052,  0,  0.0052,  2000,  62,  -5,  am,  0.15452,  ,  ,  14.5B-15.5B,  2004-105,  2004-105,  1984-15,  1984-05,  1984-05S,  2002-136,  1E 2003+225,  Y,  Y,  ,  ,  Y,  Y,  Y,  Y,  Y,  ,    ,  http://simbad.u-strasbg.fr/simbad/sim-id?Ident=QQ Vul,  http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=20 05 41.9+++22 39 59&CooFrame=FK5&CooEpoch=2000&CooEqui=2000&CooDefinedFrames=none&Radius=5&Radius.unit=arcsec&submit=submit+query&CoordList=
2117-5417,  21 21 26.6,  -54 04 34,  NL,    ,  13.74,  0.154500,  537.80,  14.65,  14.73,  Ind,  21 21 26.53,  -54 04 34.7,  -0.0019,  0.0033,  -0.0046,  0.0031,  2000,  343,  -43,  nl,  0.1545,  ,  ,  13.7V-,  2004-105,  2004-105,  2003-24,  A9999-99,  ,  2003-24,  EC 21178-5417,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,    ,  http://simbad.u-strasbg.fr/simbad/sim-id?Ident=2117-5417,  http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=21 21 26.6++-54 04 34&CooFrame=FK5&CooEpoch=2000&CooEqui=2000&CooDefinedFrames=none&Radius=5&Radius.unit=arcsec&submit=submit+query&CoordList=
V380 Oph,  17 50 13.7,  +06 05 29,  NL,  VY,  14.63,  0.154107,  682.97,  49.81,  64.73,  V380 Oph,  17 50 13.64,  +06 05 29.3,  0.0051,  5,  -0.0037,  5,  2000,  31,  16,  nl,  0.16,  ,  ,  14.5v-<16.1v,  2004-106,  2004-106,  1984-15,  1986-13,  1999-08S,  1985-19,  159.1929,  Y,  Y,  ,  ,  ,  ,  ,  ,  ,  ,    ,  http://simbad.u-strasbg.fr/simbad/sim-id?Ident=V380 Oph,  http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=17 50 13.7+++06 05 29&CooFrame=FK5&CooEpoch=2000&CooEqui=2000&CooDefinedFrames=none&Radius=5&Radius.unit=arcsec&submit=submit+query&CoordList=
BB Dor,  05 29 28.7,  -58 54 46,  NL,  SW,  14.10,  0.154095,  922.97,  35.57,  37.37,  BB Dor,  05 29 28.59,  -58 54 46.3,  0.0026,  0.0058,  0.0033,  6,  2000,  268,  -33,  nl,  0.14923,  ,  ,  14.3B-<18.B,  2004-105,  2004-105,  2001-56,  A9999-99,  2001-56S,  2002-103,  EC 05287-5857,  ,  ,  ,  ,  ,  ,  Y,  ,  ,  ,    ,  http://simbad.u-strasbg.fr/simbad/sim-id?Ident=BB Dor,  http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=05 29 28.7++-58 54 46&CooFrame=FK5&CooEpoch=2000&CooEqui=2000&CooDefinedFrames=none&Radius=5&Radius.unit=arcsec&submit=submit+query&CoordList=
V373 Sct,  18 55 26.7,  -07 43 06,  Na,  IP,   nan,  0.154000,  nan,  nan,  nan,  V373 Sct,  18 55 26.71,  -07 43 05.5,  ,  ,  ,  ,  ,  27,  -4,  na/dq,  ,  1975.36,  ,  7.1v-18.8B,  C00002,  ,  2004-92,  1987-08,  1996-14S,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,    ,  http://simbad.u-strasbg.fr/simbad/sim-id?Ident=V373 Sct,  http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=18 55 26.7++-07 43 06&CooFrame=FK5&CooEpoch=2000&CooEqui=2000&CooDefinedFrames=none&Radius=5&Radius.unit=arcsec&submit=submit+query&CoordList=
LD 317,  23 44 57.4,  +43 31 22,  NL,  VY,  15.41,  0.154000,  407.02,  15.24,  16.76,  And,  23 44 57.51,  +43 31 22.3,  0.0154,  0.0021,  0.0017,  0.0018,  2000,  110,  -18,  cv:,  154,  ,  ,  12.6v-14.8v,  2004-105,  2004-105,  2000-22,  1999-21,  ,  2002-19,  LD 317,  ,  ,  ,  ,  ,  ,  Y,  ,  ,  ,    ,  http://simbad.u-strasbg.fr/simbad/sim-id?Ident=LD 317,  http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=23 44 57.4+++43 31 22&CooFrame=FK5&CooEpoch=2000&CooEqui=2000&CooDefinedFrames=none&Radius=5&Radius.unit=arcsec&submit=submit+query&CoordList=
0758+4019,  08 02 15.3,  +40 10 46,  NL,    ,  16.65,  0.153900,  1323.63,  184.82,  260.46,  Lyn,  08 02 15.34,  +40 10 47.0,  -0.0064,  0.01372,  -0.00543,  0.01428,  1956555,  180,  30,  nl,  ,  ,  ,  16.7s-,  2002-137,  2002-137,  2003-22,  A9999-99,  2003-22S,  ,  SDSS J080215+401047,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,    ,  http://simbad.u-strasbg.fr/simbad/sim-id?Ident=0758+4019,  http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=08 02 15.3+++40 10 46&CooFrame=FK5&CooEpoch=2000&CooEqui=2000&CooDefinedFrames=none&Radius=5&Radius.unit=arcsec&submit=submit+query&CoordList=
WY Sge,  19 32 43.8,  +17 44 55,  N ,  DN,  18.30,  0.153635,  948.54,  167.05,  279.38,  WY Sge,  19 32 43.88,  +17 44 54.7,  ,  ,  ,  ,  ,  53,  -1,  n,  0.153635,  1783.,  ,  5.4B-20.7B,  ICRS,  ,  1987-08,  1987-08,  1983-16S,  1996-69,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,    ,  http://simbad.u-strasbg.fr/simbad/sim-id?Ident=WY Sge,  http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=19 32 43.8+++17 44 55&CooFrame=FK5&CooEpoch=2000&CooEqui=2000&CooDefinedFrames=none&Radius=5&Radius.unit=arcsec&submit=submit+query&CoordList=
V992 Sco,  17 07 17.5,  -43 15 22,  Nb,    ,  17.51,  0.153580,  3124.94,  1309.90,  3317.18,  V992 Sco,  17 07 17.44,  -43 15 21.6,  -12,  3,  12,  18,  2000,  344,  -2,  na,  0.15358,  1992.39,  ,  8.3p-17.2V,  2003-115,  2003-115,  1992-14,  1995-20*,  1992-14X,  2003-07,  ,  Y,  ,  ,  ,  ,  ,  ,  ,  ,  ,    ,  http://simbad.u-strasbg.fr/simbad/sim-id?Ident=V992 Sco,  http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=17 07 17.5++-43 15 22&CooFrame=FK5&CooEpoch=2000&CooEqui=2000&CooDefinedFrames=none&Radius=5&Radius.unit=arcsec&submit=submit+query&CoordList=
V4579 Sgr,  18 03 37.9,  -28 00 09,  Nb,    ,  15.35,  0.153561,  1169.91,  147.97,  201.36,  V4579 Sgr,  18 03 37.84,  -28 00 07.5,  ,  ,  ,  ,  ,  3,  -3,  nb,  ,  1986.8,  ,  11.0B-16.5B,  ICRS,  ,  1987-19,  A9999-99*,  ,  ,  NSV 24159,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,    ,  http://simbad.u-strasbg.fr/simbad/sim-id?Ident=V4579 Sgr,  http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=18 03 37.9++-28 00 09&CooFrame=FK5&CooEpoch=2000&CooEqui=2000&CooDefinedFrames=none&Radius=5&Radius.unit=arcsec&submit=submit+query&CoordList=
BZ Cam,  06 29 34.0,  +71 04 37,  NL,  VY,  12.93,  0.153530,  372.47,  8.32,  8.37,  BZ Cam,  06 29 34.00,  +71 04 34.3,  0.0037,  3,  -0.0426,  3,  1986.16,  144,  -24,  vy,  0.153693,  ,  ,  12.5B-14.1B,  1999-103,  1999-103,  1995-41,  1983-12,  1983-12S,  1996-55,  0623+71,  Y,  Y,  ,  ,  ,  ,  Y,  ,  ,  ,    ,  http://simbad.u-strasbg.fr/simbad/sim-id?Ident=BZ Cam,  http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=06 29 34.0+++71 04 37&CooFrame=FK5&CooEpoch=2000&CooEqui=2000&CooDefinedFrames=none&Radius=5&Radius.unit=arcsec&submit=submit+query&CoordList=
