Name	RAJ2000	DEJ2000	Type1	Type2	mag1	Orb.Per	Distance	5%	95%	GCVS-Name	RA(2000)	Dec(2000)	PM-RA	PM-RAerr	PM-Dec	PM-Decerr	Epoch	l	b	Type	Period	Outburst	Cluster	Mag. Range	Coord-Ref.	PM-Ref	Type-Ref.	Chart-Ref.	Spect-Ref.	Period-Ref.	Other-Name	IUE	HST	ARIEL5	HEAO1	HEAO2	EXOSAT	ROSAT	GINGA	ASCA	EUVE
BT Mon,  06 43 47.2,  -02 01 15,  Na,  SW,  16.05,  0.333814,  1491.43,  155.43,  190.02,  BT Mon,  06 43 47.25,  -02 01 14.7,  ,  ,  ,  ,  ,  214,  -3,  na,  0.333814,  1939.,  ,  8.5p-16.1B,  ICRS,  ,  1987-08,  1987-08,  1983-12S,  1998-88,  67.1939,  Y,  Y,  ,  ,  Y,  ,  ,  ,  ,  ,    ,  http://simbad.u-strasbg.fr/simbad/sim-id?Ident=BT Mon
V1309 Ori,  05 15 41.4,  +01 04 40,  NL,  AM,  15.63,  0.332612,  647.92,  27.41,  30.62,  V1309 Ori,  05 15 41.41,  +01 04 40.4,  -0.0029,  0.0058,  -0.0161,  0.0058,  2000,  200,  -21,  am,  0.332612,  ,  ,  15.2V-17.3V,  2004-105,  2004-105,  1995-03,  1995-03,  1995-03S,  2001-42,  Ori1,   RX J0515+0104,  ,  Y,  ,  ,  ,  ,  Y,  ,  ,    ,  http://simbad.u-strasbg.fr/simbad/sim-id?Ident=V1309 Ori
V392 Hya,  10 58 56.4,  -29 14 41,  DN,  UG,  15.44,  0.324952,  959.26,  70.69,  83.41,  V392 Hya,  10 58 56.44,  -29 14 41.0,  -0.0083,  0.0021,  0.0034,  0.0006,  1991.25,  275,  28,  ug:,  0.324952,  ,  ,  14.9B-16.3B,  2004-109,  2004-109,  2001-56,  A9999-99,  1997-05S:,  2005-117,  EC 10565-2858,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,    ,  http://simbad.u-strasbg.fr/simbad/sim-id?Ident=V392 Hya
AF Cam,  03 32 15.6,  +58 47 22,  DN,  UG,  16.57,  0.324078,  946.88,  75.31,  89.85,  AF Cam,  03 32 15.48,  +58 47 22.5,  6,  1,  8,  3,  2000,  142,  2,  ug,  324,  ,  ,  13.4V-17.3V,  2003-115,  2003-115,  1987-04,  1987-04,  1985-07S,  2001-43,  SVS 1153,  Y,  Y,  ,  ,  ,  ,  ,  ,  ,  ,    ,  http://simbad.u-strasbg.fr/simbad/sim-id?Ident=AF Cam
V363 Aur,  05 33 33.5,  +36 59 32,  NL,  UX,  14.13,  0.321242,  880.79,  37.13,  39.59,  V363 Aur,  05 33 33.46,  +36 59 32.5,  -0.0072,  0.0072,  0.0004,  0.0072,  2000,  172,  2,  nl/ux,  0.321242,  ,  ,  14.2V-15.0V,  2004-105,  2004-105,  1984-15/1995-41,  1973-02,  1981-01S,  2004-97,  Lanning 10,  Y,  ,  ,  ,  ,  ,  ,  ,  ,  ,    ,  http://simbad.u-strasbg.fr/simbad/sim-id?Ident=V363 Aur
HQ Mon,  07 11 33.7,  +00 52 05,  NL,  UX,  13.01,  0.316000,  775.01,  37.54,  44.50,  HQ Mon,  07 11 33.74,  +00 52 06.7,  0,  0.0018,  -0.0037,  0.0017,  2000,  214,  5,  ux,  ,  ,  ,  12.8p-14.2p,  2004-105,  2004-105,  1985-17,  A00001,  1994-07S,  *,  93.1933,  Y,  ,  ,  ,  ,  ,  ,  ,  ,  ,    ,  http://simbad.u-strasbg.fr/simbad/sim-id?Ident=HQ Mon
V2275 Cyg,  21 03 02.0,  +48 45 53,  Na,  IP,  18.86,  0.314500,  4198.10,  2034.46,  4561.60,  V2275 Cyg,  21 03 02.00,  +48 45 52.9,  ,  ,  ,  ,  ,  89,  1,  na,  0.3145,  2001.63,  ,  6.7V-18.4V,  2001-57,  ,  2001-57,  2004-17,  2002-12X,  2005-02,  N Cyg 2001 No. 2,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,    ,  http://simbad.u-strasbg.fr/simbad/sim-id?Ident=V2275 Cyg
V2069 Cyg,  21 23 44.8,  +42 18 02,  NL,  IP,  15.49,  0.311680,  1183.92,  68.57,  76.18,  V2069 Cyg,  21 23 44.84,  +42 18 01.8,  0.0047,  5,  -0.0037,  5,  2000,  87,  -6,  cv/dq:,  0.31168,  ,  ,  16.0V- ,  2004-106,  2004-106,  1996-09,  1996-09,  1996-09S,  2001-43,  Cyg6,   RX J2123.7+421,  ,  ,  ,  ,  ,  ,  Y,  ,  ,    ,  http://simbad.u-strasbg.fr/simbad/sim-id?Ident=V2069 Cyg
J1836-2354,  18 36 24.7,  -23 54 36,  DN,  UG,   nan,  0.310000,  nan,  nan,  nan,  Sgr,  18 36 24.66,  -23 54 35.5,  ,  ,  ,  ,  ,  10,  -8,  ug,  ,  ,  G,  18.8V-,  2003-77,  ,  2003-77,  2003-77,  ,  ,  NGC 6656 CV1,  ,  Y,  ,  ,  ,  ,  Y,  ,  ,  ,    ,  http://simbad.u-strasbg.fr/simbad/sim-id?Ident=J1836-2354
J1413-6520,  14 13 12.2,  -65 20 14,  NL,  AM,  18.37,  0.302000,  -12.60,  0.02,  0.02,  Cir,  14 13 12.3,  -65 20 13.0,  ,  ,  ,  ,  ,  311,  -4,  am:,  ,  ,  ,  -,  2004-91,  ,  2004-91*,  2004-91,  ,  *,  CG X-1,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,    ,  http://simbad.u-strasbg.fr/simbad/sim-id?Ident=J1413-6520
RY Ser,  17 23 07.2,  -12 48 09,  DN,    ,  15.61,  0.300900,  647.85,  34.51,  41.08,  RY Ser,  17 23 07.18,  -12 48 09.8,  -4,  0.0076,  -0.0019,  0.0082,  2000,  11,  13,  ug,  0.3009,  ,  ,  14.1B-18.0B,  2004-105,  2004-105,  1998-34,  1998-34*,  2004-01S,  2004-01,  Ross 19,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,    ,  http://simbad.u-strasbg.fr/simbad/sim-id?Ident=RY Ser
AC Cnc,  08 44 27.2,  +12 52 32,  NL,  UX,  14.26,  0.300478,  675.46,  27.69,  30.43,  AC Cnc,  08 44 27.13,  +12 52 32.0,  0.0021,  5,  0.0099,  5,  2000,  214,  31,  ux,  0.300478,  ,  ,  13.8V-15.4V,  1987-28,  1987-28,  1984-16,  1986-13,  1982-07S,  2004-97,  1H 0841+1303,  Y,  ,  ,  Y,  ,  ,  Y,  ,  ,  ,    ,  http://simbad.u-strasbg.fr/simbad/sim-id?Ident=AC Cnc
V2274 Cyg,  20 07 17.9,  +36 04 37,  Na,    ,  18.68,  0.300000,  3843.02,  1807.82,  4309.44,  V2274 Cyg,  20 07 17.94,  +36 04 37.2,  ,  ,  ,  ,  ,  73,  2,  na,  ,  2001.53,  ,  11.7V-<19.5r,  2001-52,  ,  2001-52,  2001-51*,  2001-53X:,  *,  N Cyg 2001 No.1,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,    ,  http://simbad.u-strasbg.fr/simbad/sim-id?Ident=V2274 Cyg
V838 Her,  18 46 31.5,  +12 14 02,  Na,    ,  20.03,  0.297635,  3647.47,  2342.27,  4863.53,  V838 Her,  18 46 31.46,  +12 14 02.0,  ,  ,  ,  ,  ,  43,  7,  na,  0.297635,  1991.23,  ,  5.4V-15.4B,  ICRS,  ,  1995-41,  1994-02*,  1992-10X,  1992-10,  ,  Y,  Y,  ,  ,  ,  ,  Y,  ,  ,  ,    ,  http://simbad.u-strasbg.fr/simbad/sim-id?Ident=V838 Her
J2133+5107,  21 33 43.7,  +51 07 25,  NL,  IP,  15.09,  0.297431,  1381.44,  76.63,  86.67,  Cyg,  21 33 43.65,  +51 07 24.5,  ,  ,  ,  ,  ,  94,  -1,  dq,  0.2997,  ,  ,  15.8B- ,  ICRS*,  ,  2006-02,  1998-18,  1998-18S,  2006-02,  RX J2133.7+5107,  ,  ,  ,  ,  ,  ,  Y,  ,  ,  ,    ,  http://simbad.u-strasbg.fr/simbad/sim-id?Ident=J2133+5107
V792 Cyg,  19 31 01.0,  +33 47 04,  DN,  UG,  15.61,  0.297200,  1428.16,  150.02,  193.35,  V792 Cyg,  19 31 00.95,  +33 47 04.1,  -0.0211,  5,  0.0006,  5,  2000,  67,  7,  ugSS,  ,  ,  ,  14.1p-17.0p,  2004-106,  2004-106,  1987-04/T00000,  1987-04,  1992-06X,  ,  VV 61,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,    ,  http://simbad.u-strasbg.fr/simbad/sim-id?Ident=V792 Cyg
EM Cyg,  19 38 40.1,  +30 30 28,  DN,  ZC,  13.04,  0.290909,  611.16,  144.65,  305.49,  EM Cyg,  19 38 40.11,  +30 30 28.3,  -0.0028,  0.0033,  -0.0002,  0.0032,  2000,  65,  4,  ugz,  0.290909,  ,  ,  12.5v-14.4v,  2004-105,  2004-105,  1987-20,  1983-12,  1983-12S,  1984-20,  185.1928,  Y,  Y,  ,  ,  Y,  Y,  ,  ,  ,  ,    ,  http://simbad.u-strasbg.fr/simbad/sim-id?Ident=EM Cyg
Z  Cam,  08 25 13.2,  +73 06 39,  DN,  ZC,  12.58,  0.289841,  225.50,  3.31,  3.40,  Z Cam,  08 25 13.18,  +73 06 39.2,  -0.0081,  2,  -18,  0.0021,  2000,  141,  32,  ugz,  0.289841,  ,  ,  10.5v-14.8v,  2000-110,  2000-110,  1987-20,  1983-12,  1983-12S,  1995-68,  183.1904,  Y,  ,  ,  ,  Y,  Y,  Y,  ,  Y,  ,    ,  http://simbad.u-strasbg.fr/simbad/sim-id?Ident=Z  Cam
FH Lyn,  08 13 21.9,  +45 28 10,  DN,  UG,  17.69,  0.289000,  2109.09,  701.26,  1796.11,  Lyn,  08 13 21.92,  +45 28 09.4,  0.00696,  0.0039,  -0.0037,  0.00389,  2000.26,  174,  33,  cv,  289,  ,  ,  18.3s-,  2006-22,  2006-22,  2002-05,  A9999-99,  2002-05S,  2004-01,  SDSSp J081321+452809,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,    ,  http://simbad.u-strasbg.fr/simbad/sim-id?Ident=FH Lyn
V1059 Sgr,  19 01 50.4,  -13 09 43,  Na,    ,  17.78,  0.286100,  3771.68,  1555.96,  3747.07,  V1059 Sgr,  19 01 50.43,  -13 09 42.5,  ,  ,  ,  ,  ,  22,  -8,  na,  ,  1898.,  ,  4.9p-18.1B,  C00002,  ,  1987-08,  1987-08*,  1986-08S,  ,  HD 176654,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,    ,  http://simbad.u-strasbg.fr/simbad/sim-id?Ident=V1059 Sgr
V426 Oph,  18 07 51.7,  +05 51 49,  DN,  ZC,  12.37,  0.285300,  192.52,  2.37,  2.53,  V426 Oph,  18 07 51.69,  +05 51 47.8,  -11,  0.0028,  -0.0348,  0.0038,  2000,  33,  12,  ugz/dq:,  0.2853,  ,  ,  11.5V-19.4V,  2004-105,  2004-105,  1995-32/1994-46,  1983-12,  1983-12S,  1988-22,  29.1926/SVS 83,  Y,  ,  ,  ,  ,  Y,  Y,  Y,  Y,  ,    ,  http://simbad.u-strasbg.fr/simbad/sim-id?Ident=V426 Oph
ST Cha,  10 47 15.6,  -79 28 07,  DN,  ZC,  14.55,  0.285000,  716.30,  20.71,  21.62,  ST Cha,  10 47 15.61,  -79 28 06.9,  -0.0204,  0.0056,  0.0092,  0.0056,  2000,  297,  -18,  ug,  ,  ,  ,  12.8p-17.6p,  2004-105,  2004-105,  1998-21,  1998-21,  1988-09S,  ,  S6315,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,    ,  http://simbad.u-strasbg.fr/simbad/sim-id?Ident=ST Cha
V2540 Oph,  17 37 34.4,  -16 23 18,  Nb,    ,  18.81,  0.284781,  -14.74,  0.02,  0.02,  V2540 Oph,  17 37 34.41,  -16 23 17.9,  ,  ,  ,  ,  ,  10,  8,  nb,  0.284781,  2002.05,  ,  8.5p-<21p,  2002-65,  ,  2002-20,  2002-74*,  ,  2005-125,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,    ,  http://simbad.u-strasbg.fr/simbad/sim-id?Ident=V2540 Oph
BY Cir,  14 44 53.6,  -63 53 55,  Nb,    ,  18.39,  0.281600,  3846.30,  1778.16,  3948.02,  BY Cir,  14 44 53.46,  -63 53 55.8,  ,  ,  ,  ,  ,  315,  -3,  n,  0.2816,  1995.07,  ,  7.2v-17.9V,  ICRS,  ,  1995-01,  2000-15,  1995-01X:,  2003-07,  ,  Y,  ,  ,  ,  ,  ,  ,  ,  ,  ,    ,  http://simbad.u-strasbg.fr/simbad/sim-id?Ident=BY Cir
V972 Oph,  17 34 44.5,  -28 10 36,  Nb,    ,  16.13,  0.281000,  1502.58,  582.05,  2184.11,  V972 Oph,  17 34 44.48,  -28 10 35.5,  ,  ,  ,  ,  ,  359,  2,  nb,  ,  1957.,  ,  8.0p-17.5B,  ICRS,  ,  1987-08,  1987-08,  1996-01S,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,    ,  http://simbad.u-strasbg.fr/simbad/sim-id?Ident=V972 Oph
V4743 Sgr,  19 01 09.3,  -22 00 06,  Na,    ,  17.09,  0.279900,  4585.11,  1802.53,  3701.48,  V4743 Sgr,  19 01 09.32,  -22 00 06.2,  ,  ,  ,  ,  ,  14,  -12,  na,  281,  2002.72,  ,  5.0V-16.8V,  2002-79,  ,  2002-78,  A9999-99*,  2002-78X:,  2003-86,  N Sgr 2002 No. 3,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,    ,  http://simbad.u-strasbg.fr/simbad/sim-id?Ident=V4743 Sgr
2347-3144,  23 50 30.5,  -31 27 34,  NL,    ,  15.69,  0.277000,  2086.39,  411.51,  713.73,  Scl,  23 50 30.62,  -31 27 33.6,  -0.0036,  0.0002,  -0.0102,  0.0015,  1991.25,  11,  -76,  cv,  277,  ,  ,  15.2B-17.3b,  2004-109,  2004-109,  2000-47,  2000-47,  2004-77S,  2004-28,  MCT 2347-3144,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,    ,  http://simbad.u-strasbg.fr/simbad/sim-id?Ident=2347-3144
SS Cyg,  21 42 42.7,  +43 35 10,  DN,  UG,  11.69,  0.275130,  114.67,  1.01,  1.06,  SS Cyg,  21 42 42.80,  +43 35 09.9,  0.1101,  0.0021,  0.03,  0.0019,  2000,  91,  -7,  ugss,  0.27513,  ,  ,  8.2v-12.1v,  2004-105,  2004-105,  1983-12,  1983-12,  1983-12S,  1990-35,  BD +42 4189a,  Y,  Y,  Y,  Y,  Y,  Y,  ,  Y,  Y,  Y,    ,  http://simbad.u-strasbg.fr/simbad/sim-id?Ident=SS Cyg
V587 Lyr,  19 17 26.5,  +37 10 41,  DN,  UG,   nan,  0.274000,  nan,  nan,  nan,  V587 Lyr,  19 17 26.46,  +37 10 40.8,  -0.0073,  0.0054,  -0.0023,  0.0054,  2000,  69,  11,  ug,  ,  ,  ,  14.3p-<17.1p,  2004-105,  2004-105,  2001-18,  2001-18,  ,  *,  TK 5,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,    ,  http://simbad.u-strasbg.fr/simbad/sim-id?Ident=V587 Lyr
LY UMa,  10 48 18.0,  +52 18 30,  DN,    ,  14.87,  0.271278,  310.29,  6.46,  6.69,  UMa5,  10 48 18.02,  +52 18 29.8,  0.01362,  0.0039,  -0.02034,  0.00389,  2001962,  157,  56,  ug,  0.271278,  ,  ,  16.5B- ,  2006-22,  2006-22,  1990-18,  1991-12,  1988-01S,  2001-97,  CW 1045+525,  ,  Y,  ,  ,  ,  ,  ,  ,  ,  ,    ,  http://simbad.u-strasbg.fr/simbad/sim-id?Ident=LY UMa
BF Eri,  04 39 29.9,  -04 35 59,  DN,  UG,  14.50,  0.270880,  560.30,  15.25,  17.00,  BF Eri,  04 39 29.94,  -04 35 58.6,  0.0339,  5,  -97,  5,  2000,  201,  -31,  ug,  ,  ,  ,  13.5p-15.5p,  1987-28,  1987-28,  1999-28,  1971-05,  1996-20S,  ,  WGA J0439.4-0433,  ,  ,  ,  ,  ,  ,  Y,  ,  ,  ,    ,  http://simbad.u-strasbg.fr/simbad/sim-id?Ident=BF Eri
CM Phe,  00 21 33.1,  -51 42 34,  NL,    ,  15.40,  0.268900,  315.30,  6.15,  6.42,  CM Phe,  00 21 33.17,  -51 42 34.8,  0.0071,  0.0053,  -0.0108,  0.0053,  2000,  314,  -65,  nl?/cv,  0.2689,  ,  ,  15.3V- ,  2004-105,  2004-105,  1989-16/1995-16,  1969-03,  1998-13S,  2002-38,  Phe1/JL 181,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,    ,  http://simbad.u-strasbg.fr/simbad/sim-id?Ident=CM Phe
TT Crt,  11 34 47.2,  -11 45 30,  DN,  UG,  15.42,  0.268420,  545.49,  31.73,  36.02,  TT Crt,  11 34 47.17,  -11 45 30.3,  -24,  0.0087,  0.0312,  0.0083,  2000,  275,  47,  ug,  0.26842,  ,  ,  12.7V-16.3V,  2004-105,  2004-105,  1992-02,  1989-15,  1992-02S,  2004-01,  FSV 1132-11,  Y,  Y,  ,  ,  ,  ,  ,  ,  ,  ,    ,  http://simbad.u-strasbg.fr/simbad/sim-id?Ident=TT Crt
EI UMa,  08 38 22.0,  +48 38 02,  NL,  IP,  14.74,  0.268100,  1138.56,  75.28,  83.63,  EI UMa,  08 38 21.99,  +48 38 02.1,  2,  0.00268,  -4,  0.00268,  2000906,  171,  37,  ug,  0.2681,  ,  ,  13.4p-14.9p,  2006-22,  2006-22,  1995-41,  1982-06,  1986-05S,  1986-05,  PG 0834+488,  Y,  ,  ,  Y,  ,  Y,  Y,  ,  Y,  ,    ,  http://simbad.u-strasbg.fr/simbad/sim-id?Ident=EI UMa
HS Pup,  07 53 24.9,  -31 38 50,  Na,    ,  18.06,  0.267000,  -8.78,  0.02,  0.01,  HS Pup,  07 53 24.90,  -31 38 50.2,  -4,  0,  16,  0.01,  2000,  248,  -2,  na:,  ,  1963.98,  ,  8.0p-18.8B,  2003-115,  2003-115,  1987-08,  1987-08,  1995-07S,  ,  BV 431,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,    ,  http://simbad.u-strasbg.fr/simbad/sim-id?Ident=HS Pup
TW Pic,  05 34 50.7,  -58 01 41,  NL,  VY,  14.23,  0.265000,  438.23,  6.93,  7.40,  TW Pic,  05 34 50.60,  -58 01 40.7,  -0.0026,  0.0068,  0.0033,  0.0069,  2000,  266,  -33,  vy:,  ,  ,  ,  14.1V-18.V,  2004-105,  2004-105,  2000-97,  1986-04,  1986-04S,  *,  H 0534-581,  Y,  ,  ,  Y,  Y,  Y,  Y,  ,  ,  ,    ,  http://simbad.u-strasbg.fr/simbad/sim-id?Ident=TW Pic
BV Pup,  07 49 05.3,  -23 34 01,  DN,  UG,  14.91,  0.265000,  558.70,  13.44,  13.50,  BV Pup,  07 49 05.26,  -23 34 00.4,  -0.0078,  0.0047,  0.0019,  0.0047,  2000,  240,  1,  ugSS,  265,  ,  ,  13.1V-15.9V,  2004-105,  2004-105,  1982-03/T00000,  1982-03,  1995-07S,  2001-34,  661.1935,  Y,  ,  ,  ,  ,  Y,  Y,  ,  ,  ,    ,  http://simbad.u-strasbg.fr/simbad/sim-id?Ident=BV Pup
TZ Per,  02 13 51.0,  +58 22 53,  DN,  ZC,  13.37,  0.262906,  478.21,  9.41,  9.87,  TZ Per,  02 13 50.91,  +58 22 51.9,  -0.0138,  3,  -0.0122,  3,  1983.84,  134,  -3,  ugz,  0.262906,  ,  ,  12.3v-15.6v,  1999-103,  1999-103,  1987-20,  1988-08,  1994-07S,  1999-62,  28.1912,  Y,  Y,  ,  ,  ,  ,  ,  ,  ,  ,    ,  http://simbad.u-strasbg.fr/simbad/sim-id?Ident=TZ Per
NGC 104-W2,  00 24 15.6,  -72 04 36,  CV,    ,  11.98,  0.262000,  6855.77,  2163.26,  3908.77,  Tuc,  00 24 15.63,  -72 04 36.3,  ,  ,  ,  ,  ,  306,  -45,  cv,  262,  ,  G,  21.5V-,  2003-78,  ,  2003-78,  A9999-99*,  ,  2003-78,  NGC 104-W2,  ,  Y,  ,  ,  ,  ,  ,  ,  ,  ,    ,  http://simbad.u-strasbg.fr/simbad/sim-id?Ident=NGC 104-W2
FY Per,  04 41 56.6,  +50 42 36,  NL,  VY,  12.39,  0.258500,  344.48,  9.32,  9.73,  FY Per,  04 41 56.63,  +50 42 36.0,  0.0173,  0.0036,  -0.0129,  0.0033,  2000,  155,  3,  ux/ugz,  0.2585,  ,  ,  12.3B-14.5B,  2004-105,  2004-105,  1989-16,  1964-02,  1994-07S,  2002-19,  640.1936,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,    ,  http://simbad.u-strasbg.fr/simbad/sim-id?Ident=FY Per
AH Her,  16 44 10.0,  +25 15 02,  DN,  ZC,  12.83,  0.258116,  324.47,  5.50,  5.36,  AH Her,  16 44 10.01,  +25 15 02.0,  -6,  0.0007,  0.0033,  0.0008,  2000,  45,  38,  ugz,  0.258116,  ,  ,  11.3v-14.7v,  2004-105,  2004-105,  1987-20,  1982-03,  1983-12S,  1986-22,  SVS 32,  Y,  Y,  ,  ,  Y,  Y,  Y,  ,  ,  ,    ,  http://simbad.u-strasbg.fr/simbad/sim-id?Ident=AH Her
V1425 Aql,  19 05 26.7,  -01 42 14,  N ,  NL,  19.67,  0.255800,  -1.30,  0.01,  0.02,  V1425 Aql,  19 05 26.68,  -01 42 14.2,  ,  ,  ,  ,  ,  33,  -4,  na/dq,  0.2558,  1995.10,  ,  7.5v-<19V,  ICRS,  ,  1995-02/1996-40,  1998-77*,  1995-02X:,  1998-68,  ,  Y,  Y,  ,  ,  ,  ,  ,  ,  ,  ,    ,  http://simbad.u-strasbg.fr/simbad/sim-id?Ident=V1425 Aql
XY Ari,  02 56 08.2,  +19 26 34,  NL,  IP,   nan,  0.252697,  nan,  nan,  nan,  XY Ari,  02 56 08.1,  +19 26 34.,  ,  ,  ,  ,  ,  159,  -34,  dq,  0.252697,  ,  ,  13.5j-17.6j,  1992-33*,  ,  1992-33,  ,  ,  1996-56,  H 0253+193,  ,  ,  ,  ,  Y,  ,  ,  ,  Y,  ,    ,  http://simbad.u-strasbg.fr/simbad/sim-id?Ident=XY Ari
RU LMi,  10 02 07.5,  +33 51 00,  DN,  UG,  17.27,  0.251000,  1032.87,  130.39,  174.52,  RU LMi,  10 02 07.46,  +33 51 00.3,  0.00932,  0.0039,  -0.00213,  0.00389,  2003315,  192,  53,  ug,  251,  ,  ,  13.8p-19.5p,  2006-22,  2006-22,  1987-04,  1987-04,  1990-09S,  1990-37,  CBS-119/Ton 1143,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,    ,  http://simbad.u-strasbg.fr/simbad/sim-id?Ident=RU LMi
LL Lyr,  18 35 12.9,  +38 20 04,  DN,  UG,  17.44,  0.249069,  842.08,  81.31,  98.98,  LL Lyr,  18 35 12.78,  +38 20 04.7,  -0.0147,  5,  -0.0038,  5,  2000,  67,  19,  ug,  0.249069,  ,  ,  12.8p-17.1p,  1987-28,  1987-28,  1987-04,  1987-04,  1992-06S,  2004-01,  S 3808,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,    ,  http://simbad.u-strasbg.fr/simbad/sim-id?Ident=LL Lyr
V1039 Cen,  13 55 41.2,  -64 15 57,  Na,  IP,  18.87,  0.247000,  3039.65,  1629.17,  4192.57,  V1039 Cen,  13 55 41.23,  -64 15 57.1,  ,  ,  ,  ,  ,  310,  -2,  na,  247,  2001.75,  ,  9.1V-<20.8B,  2001-70,  ,  2001-71,  2004-22*,  2001-78X:,  2005-99,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,    ,  http://simbad.u-strasbg.fr/simbad/sim-id?Ident=V1039 Cen
PQ Aql,  19 53 06.6,  +12 59 01,  DN,  UG,  17.11,  0.246750,  1490.12,  289.60,  426.31,  PQ Aql,  19 53 06.65,  +12 59 00.8,  -0.0005,  5,  -0.0039,  5,  2000,  52,  -7,  ug:,  ,  ,  ,  14.8B-<18p,  2004-106,  2004-106,  1998-29,  A9999-99*,  ,  ,  HV 5482,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,    ,  http://simbad.u-strasbg.fr/simbad/sim-id?Ident=PQ Aql
RW Sex,  10 19 56.6,  -08 41 56,  NL,  UX,  10.63,  0.245070,  237.14,  8.07,  8.35,  RW Sex,  10 19 56.62,  -08 41 56.1,  -0.0183,  0.0018,  -17,  0.0012,  2000,  252,  39,  ux,  0.24507,  ,  ,  10.4V-10.8V,  2004-105,  2004-105,  1987-20,  ABD,  1994-07S,  2004-98,  BD -7 3007,  Y,  Y,  ,  ,  Y,  Y,  Y,  ,  ,  ,    ,  http://simbad.u-strasbg.fr/simbad/sim-id?Ident=RW Sex
M 5-V101,  15 18 14.5,  +02 05 35,  DN,  UG,  20.33,  0.242000,  -1.59,  0.01,  0.02,  Ser,  15 18 14.46,  +02 05 35.2,  ,  ,  ,  ,  ,  4,  47,  ug,  242,  ,  G,  17.5p-20.9V,  1995-24,  ,  1981-07,  1981-07,  1981-07S,  2002-49,  NGC 5904 V101,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,    ,  http://simbad.u-strasbg.fr/simbad/sim-id?Ident=M 5-V101
NGC 104-W1,  00 24 16.7,  -72 04 27,  CV,    ,  12.68,  0.240500,  592.15,  148.21,  301.97,  Tuc,  00 24 16.72,  -72 04 27.1,  ,  ,  ,  ,  ,  306,  -45,  cv,  0.2405,  ,  G,  20.4V-,  2003-78,  ,  2003-78,  A9999-99*,  ,  2003-79,  NGC 104-W1,  ,  Y,  ,  ,  ,  ,  ,  ,  ,  ,    ,  http://simbad.u-strasbg.fr/simbad/sim-id?Ident=NGC 104-W1
AH Eri,  04 22 38.1,  -13 21 30,  DN,  UG,  17.46,  0.239100,  1253.54,  194.09,  282.75,  AH Eri,  04 22 38.05,  -13 21 30.5,  -0.0187,  5,  -0.0183,  5,  2000,  208,  -38,  ug/dq::,  0.2391,  ,  ,  13.5V-18.5V,  1987-28,  1987-28,  1982-03/1994-46,  1982-03,  1987-05S,  1997-36,  HV 6292,  ,  ,  ,  ,  Y,  ,  Y,  ,  ,  ,    ,  http://simbad.u-strasbg.fr/simbad/sim-id?Ident=AH Eri
TX Col,  05 43 20.2,  -41 01 55,  NL,  IP,  15.62,  0.238300,  924.89,  43.17,  47.45,  TX Col,  05 43 20.23,  -41 01 54.6,  -0.0033,  0.0066,  0.0086,  6,  2000,  247,  -30,  dq,  0.2383,  ,  ,  14.5B-15.8B,  2004-105,  2004-105,  1986-04,  1986-04,  1986-04S,  1989-20,  H 0542-407,  Y,  ,  ,  Y,  ,  Y,  Y,  Y,  Y,  ,    ,  http://simbad.u-strasbg.fr/simbad/sim-id?Ident=TX Col
AG Hya,  09 50 29.8,  -23 45 17,  DN,  UG,  16.90,  0.238000,  1333.10,  246.17,  365.90,  AG Hya,  09 50 29.76,  -23 45 17.5,  ,  ,  ,  ,  ,  258,  22,  ug,  ,  ,  ,  14.3p-19.2V,  ICRS,  ,  1982-03,  1982-03,  1987-05S,  ,  HV 7591,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,    ,  http://simbad.u-strasbg.fr/simbad/sim-id?Ident=AG Hya
