Name	RAJ2000	DEJ2000	Type1	Type2	mag1	Orb.Per	Distance	5%	95%	GCVS-Name	RA(2000)	Dec(2000)	PM-RA	PM-RAerr	PM-Dec	PM-Decerr	Epoch	l	b	Type	Period	Outburst	Cluster	Mag. Range	Coord-Ref.	PM-Ref	Type-Ref.	Chart-Ref.	Spect-Ref.	Period-Ref.	Other-Name	IUE	HST	ARIEL5	HEAO1	HEAO2	EXOSAT	ROSAT	GINGA	ASCA	EUVE
BI Ori,  05 23 51.8,  +01 00 30,  DN,  UG,  15.92,  0.191500,  716.73,  61.55,  70.75,  BI Ori,  05 23 51.77,  +01 00 30.8,  0,  1,  0.01,  2,  2000,  202,  -18,  ug,  ,  ,  ,  13.2p-16.7p,  2003-115,  2003-115,  1982-03,  1982-03,  1987-05S,  ,  1.1916,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,    ,  http://simbad.u-strasbg.fr/simbad/sim-id?Ident=BI Ori
CG Dra,  19 07 32.8,  +52 58 29,  DN,  UG,   nan,  0.188640,  nan,  nan,  nan,  CG Dra,  19 07 32.78,  +52 58 28.9,  -4,  3,  -6,  1,  2000,  83,  19,  ug,  ,  ,  ,  15p-17.5p,  2003-115,  2003-115,  1987-04,  1987-04,  1992-06S,  *,  S 9370,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,    ,  http://simbad.u-strasbg.fr/simbad/sim-id?Ident=CG Dra
V697 Sco,  17 51 21.8,  -37 24 55,  Na,  IP,  18.11,  0.187000,  453.49,  79.11,  116.57,  V697 Sco,  17 51 21.83,  -37 24 55.2,  ,  ,  ,  ,  ,  353,  -5,  na/dq,  187,  1941.,  ,  10.2p-20.c,  C00002,  ,  2002-81,  1987-08,  1987-08X:,  2002-81,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,    ,  http://simbad.u-strasbg.fr/simbad/sim-id?Ident=V697 Sco
HM Leo,  09 38 37.0,  +07 14 55,  DN,    ,  16.98,  0.186800,  519.88,  71.00,  96.12,  Leo7,  09 38 36.98,  +07 14 55.1,  -0.00265,  0.0039,  -0.02765,  0.00389,  2002192,  227,  40,  ug,  0.1868,  ,  ,  13.0B-17B,  2006-22,  2006-22,  1994-49,  A9999-99,  1993-10S,  2001-43,  NSV 18241,  Y,  ,  ,  ,  ,  ,  ,  ,  ,  ,    ,  http://simbad.u-strasbg.fr/simbad/sim-id?Ident=HM Leo
J2047+0000,  20 47 20.8,  +00 00 08,  CV,  DN,  19.97,  0.186444,  618.53,  237.00,  1488.87,  Aqr,  20 47 20.76,  +00 00 07.7,  -0.00908,  0.0039,  -0.01349,  0.00389,  2001718,  47,  -26,  cv,  ,  ,  ,  19.4s-,  2006-22,  2006-22,  2004-45,  A9999-99,  2004-45S,  ,  SDSS J204720+000007,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,    ,  http://simbad.u-strasbg.fr/simbad/sim-id?Ident=J2047+0000
HH Cnc,  09 16 50.7,  +28 49 43,  DN,  UG,  18.93,  0.184500,  3301.61,  2107.26,  5377.70,  HH Cnc,  09 16 50.78,  +28 49 43.7,  ,  ,  ,  ,  ,  198,  43,  ugSS,  ,  ,  ,  13.7p-18.p,  2002-22,  ,  1999-58,  2002-22*,  2002-22S:,  ,  Tmz V36,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,    ,  http://simbad.u-strasbg.fr/simbad/sim-id?Ident=HH Cnc
HY Leo,  09 46 34.5,  +13 50 58,  NL,  IP,  17.26,  0.184160,  1305.78,  266.23,  463.04,  Leo,  09 46 34.5,  +13 50 58.1,  ,  ,  ,  ,  ,  221,  45,  dq,  ,  ,  ,  16.3V-19.0V,  2005-51,  ,  2005-51,  2005-51,  2005-51S,  *,  HS 0943+1404,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,    ,  http://simbad.u-strasbg.fr/simbad/sim-id?Ident=HY Leo
V1323 Her,  18 03 39.7,  +40 12 21,  NL,  IP,  17.44,  0.183400,  2418.36,  598.97,  1123.22,  Her,  18 03 39.67,  +40 12 20.6,  ,  ,  ,  ,  ,  67,  26,  dq,  0.1126,  ,  ,  18.0B-,  2005-44,  ,  2005-44,  2005-44,  2005-44S,  2005-44,  1RXS J180340+401214,  ,  ,  ,  ,  ,  ,  Y,  ,  ,  ,    ,  http://simbad.u-strasbg.fr/simbad/sim-id?Ident=V1323 Her
J0649-0737,  06 49 50.8,  -07 37 41,  NL,  AM,  17.30,  0.183000,  622.66,  60.27,  71.83,  Mon,  06 49 50.88,  -07 37 41.7,  ,  ,  ,  ,  ,  220,  -3,  am,  183,  ,  ,  18.0B- ,  ICRS,  ,  1998-18,  1998-18,  1998-18S,  1998-18,  RX J0649.8-0737,  ,  ,  ,  ,  ,  ,  Y,  ,  ,  ,    ,  http://simbad.u-strasbg.fr/simbad/sim-id?Ident=J0649-0737
MQ Dra,  15 53 31.1,  +55 16 15,  NL,  AM,  17.35,  0.182970,  186.50,  5.00,  5.52,  Dra,  15 53 31.11,  +55 16 14.5,  -0.02849,  0.0039,  -0.01036,  0.00389,  2001222,  86,  49,  cv,  0.18297,  ,  ,  18.5s-,  2006-22,  2006-22,  2003-03*,  A9999-99,  2003-03S,  2003-03,  SDSS J155331+551615,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,    ,  http://simbad.u-strasbg.fr/simbad/sim-id?Ident=MQ Dra
SS Aur,  06 13 22.4,  +47 44 26,  DN,  UG,  14.46,  0.182800,  259.86,  4.48,  4.65,  SS Aur,  06 13 22.43,  +47 44 25.3,  -0.0032,  0.0026,  -0.0232,  0.0024,  2000,  166,  13,  ug,  0.1828,  ,  ,  10.5v-14.5v,  2004-105,  2004-105,  1987-20,  1983-12,  1983-12S,  1986-24,  31.1907,  Y,  Y,  ,  Y,  ,  ,  Y,  ,  ,  ,    ,  http://simbad.u-strasbg.fr/simbad/sim-id?Ident=SS Aur
TW Vir,  11 45 21.1,  -04 26 06,  DN,  UG,  16.69,  0.182670,  433.73,  32.23,  40.04,  TW Vir,  11 45 21.16,  -04 26 05.8,  0.0072,  0.0026,  -0.0231,  0.0028,  2000,  274,  55,  ug,  0.18267,  ,  ,  12.1v-16.3v,  2004-105,  2004-105,  1987-20,  1982-03,  1983-12S,  1983-24,  PG 1142-041,  Y,  ,  ,  ,  Y,  ,  Y,  ,  ,  ,    ,  http://simbad.u-strasbg.fr/simbad/sim-id?Ident=TW Vir
V418 Gem,  07 04 08.7,  +26 25 11,  NL,  IP,  16.92,  0.182100,  4201.50,  1822.43,  3938.14,  Gem,  07 04 08.67,  +26 25 10.9,  ,  ,  ,  ,  ,  190,  14,  dq,  174,  ,  ,  16.7B-,  2005-44,  ,  2005-44,  2005-44,  2005-44S,  2005-44,  1RXS J070407+262501,  ,  ,  ,  ,  ,  ,  Y,  ,  ,  ,    ,  http://simbad.u-strasbg.fr/simbad/sim-id?Ident=V418 Gem
V542 Cyg,  19 49 10.5,  +58 31 59,  DN,  UG,  17.25,  0.181500,  533.70,  148.68,  382.17,  V542 Cyg,  19 49 10.49,  +58 31 59.0,  ,  ,  ,  ,  ,  91,  15,  ugSS:,  ,  ,  ,  13.0p-18.3p,  ICRS,  ,  1987-04/T00000,  1987-04,  1992-06S,  ,  S 3813,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,    ,  http://simbad.u-strasbg.fr/simbad/sim-id?Ident=V542 Cyg
V795 Cyg,  19 34 34.1,  +31 32 12,  DN,  UG,  17.81,  0.181300,  668.48,  76.30,  96.06,  V795 Cyg,  19 34 34.09,  +31 32 11.9,  ,  ,  ,  ,  ,  66,  5,  ugSS,  ,  ,  ,  13.4p-<17.9p,  2003-53*,  ,  1987-04/T00000,  1993-27,  2003-53S:*,  ,  VV 63,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,    ,  http://simbad.u-strasbg.fr/simbad/sim-id?Ident=V795 Cyg
V2306 Cyg,  19 58 14.5,  +32 32 42,  NL,  IP,  15.63,  0.181200,  1365.61,  93.16,  114.45,  V2306 Cyg,  19 58 14.48,  +32 32 42.2,  0.0101,  0.0055,  0.0046,  0.0059,  2000,  69,  2,  dq,  0.1812,  ,  ,  15.7V- ,  2004-105,  2004-105,  2000-03,  1999-25,  2000-03S,  2002-114,  1WGA J1958.2+3232,  ,  ,  ,  ,  ,  ,  Y,  ,  Y,  ,    ,  http://simbad.u-strasbg.fr/simbad/sim-id?Ident=V2306 Cyg
GI Mon,  07 26 47.1,  -06 40 30,  Na,  IP,  16.12,  0.180200,  3277.95,  717.66,  1411.87,  GI Mon,  07 26 47.10,  -06 40 29.5,  0.0028,  5,  0.0098,  5,  2000,  223,  5,  na/dq,  0.1802,  1918.00,  ,  5.6p-16.6B,  2004-106,  2004-106,  2004-10,  1987-08,  2000-01S,  2004-10,  HD 58756,  Y,  ,  ,  ,  ,  ,  ,  ,  ,  ,    ,  http://simbad.u-strasbg.fr/simbad/sim-id?Ident=GI Mon
BD Pav,  18 43 11.9,  -57 30 44,  DN,  UG,  14.86,  0.179301,  336.29,  6.04,  6.35,  BD Pav,  18 43 11.90,  -57 30 44.9,  19,  5,  -0.0241,  0.0052,  2000,  338,  -22,  ug,  0.179301,  1934.,  ,  12.4V-<16.5V,  2004-105,  2004-105,  1987-08,  1987-08,  1996-01S,  1988-19,  HV 10031,  ,  Y,  ,  ,  ,  ,  Y,  ,  ,  ,    ,  http://simbad.u-strasbg.fr/simbad/sim-id?Ident=BD Pav
V400 Per,  03 07 38.3,  +47 07 40,  Na,    ,  19.85,  0.179000,  -2.54,  0.02,  0.02,  V400 Per,  03 07 38.24,  +47 07 40.0,  4,  6,  0.01,  0,  2000,  146,  -10,  na,  ,  1974.,  ,  7.8p-19.5B,  2003-115,  2003-115,  1987-08,  1987-08,  1976-02X,  *,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,    ,  http://simbad.u-strasbg.fr/simbad/sim-id?Ident=V400 Per
V405 Peg,  23 09 49.2,  +21 35 18,  DN,    ,  15.28,  0.177647,  172.90,  2.98,  3.01,  Peg,  23 09 49.17,  +21 35 17.7,  -35,  7,  -57,  0.01,  1991754,  94,  -35,  ug/symb,  0.177643,  ,  ,  15.6V-17.9B,  2002-138,  2002-138,  2002-118,  2002-118,  1999-16S,  2004-89,  1RXS J230950+213523,  ,  ,  ,  ,  ,  ,  Y,  ,  ,  ,    ,  http://simbad.u-strasbg.fr/simbad/sim-id?Ident=V405 Peg
U  Gem,  07 55 05.3,  +22 00 06,  DN,  UG,  13.91,  0.176906,  93.35,  0.42,  0.43,  U Gem,  07 55 05.23,  +22 00 05.1,  -0.03,  0.0018,  -0.0422,  0.0017,  2000,  199,  23,  ugSS,  0.176906,  ,  ,  9.1V-15.2V,  2004-105,  2004-105,  1983-12/T00000,  1982-03,  1983-12S,  1993-39,  BD +22 1807,  Y,  Y,  ,  Y,  Y,  Y,  Y,  Y,  Y,  Y,    ,  http://simbad.u-strasbg.fr/simbad/sim-id?Ident=U  Gem
ES Dra,  15 25 31.8,  +62 01 00,  DN,  ZC,  15.29,  0.176600,  676.78,  22.87,  24.07,  ES Dra,  15 25 31.79,  +62 01 00.2,  -18,  0,  4,  2,  2000,  98,  47,  ugsu,  179,  ,  ,  13.9p-16.3p,  2003-115,  2003-115,  2001-32,  1986-06,  1993-10S,  1994-49,  Dra3,   PG 1524+622,  ,  ,  ,  ,  ,  ,  ,  ,  ,    ,  http://simbad.u-strasbg.fr/simbad/sim-id?Ident=ES Dra
CW Mon,  06 36 54.5,  +00 02 16,  DN,  UG,  15.95,  0.176600,  343.83,  13.63,  14.96,  CW Mon,  06 36 54.58,  +00 02 17.2,  0.0213,  3,  -0.0017,  3,  1982.95,  211,  -3,  ug,  0.1766,  ,  ,  11.9v-16.3v,  1999-103,  1999-103,  1987-20,  1982-03,  1987-05S,  2003-38,  61.1936,  Y,  ,  ,  ,  ,  ,  ,  ,  ,  ,    ,  http://simbad.u-strasbg.fr/simbad/sim-id?Ident=CW Mon
NGC 104-W15,  00 24 08.3,  -72 05 00,  CV,    ,   nan,  0.176400,  nan,  nan,  nan,  Tuc,  00 24 08.19,  -72 05 00.2,  ,  ,  ,  ,  ,  306,  -45,  cv,  0.1764,  ,  G,  22.5V-,  2003-78,  ,  2003-78,  2003-78,  ,  2003-78,  NGC 104-W15,  ,  Y,  ,  ,  ,  ,  ,  ,  ,  ,    ,  http://simbad.u-strasbg.fr/simbad/sim-id?Ident=NGC 104-W15
UZ Ser,  18 11 24.9,  -14 55 34,  DN,  ZC,   nan,  0.175890,  nan,  nan,  nan,  UZ Ser,  18 11 24.86,  -14 55 34.1,  4,  0.0025,  -0.0172,  0.0025,  2000,  15,  2,  ugSS,  173,  ,  ,  11.9v-16.0v,  2004-105,  2004-105,  1987-20/T00000,  1982-03,  1999-08S,  1988-20,  56.1924,  Y,  ,  ,  ,  ,  ,  ,  ,  ,  ,    ,  http://simbad.u-strasbg.fr/simbad/sim-id?Ident=UZ Ser
WW Cet,  00 11 24.8,  -11 28 43,  DN,  ZC,  13.55,  0.175800,  218.12,  3.70,  3.59,  WW Cet,  00 11 24.77,  -11 28 43.2,  0.0126,  0.0014,  9,  0.0032,  2000,  90,  -71,  ugz:,  0.1758,  ,  ,  9.3V-15.7V,  2004-105,  2004-105,  1987-20,  1982-03,  1983-12S,  1996-68,  HV 8002/PHL 718,  Y,  ,  ,  Y,  Y,  Y,  Y,  ,  Y,  ,    ,  http://simbad.u-strasbg.fr/simbad/sim-id?Ident=WW Cet
V504 Cen,  14 12 49.1,  -40 21 37,  NL,  VY,   nan,  0.175567,  nan,  nan,  nan,  V504 Cen,  14 12 49.10,  -40 21 36.8,  -0.0091,  0.0026,  -0.0031,  0.0021,  1991.25,  319,  20,  vy,  ,  ,  ,  12.6V-<15.2V,  2004-109,  2004-109,  2003-21,  A9999-99,  1989-26S,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,    ,  http://simbad.u-strasbg.fr/simbad/sim-id?Ident=V504 Cen
GY Cnc,  09 09 50.6,  +18 49 47,  DN,  UG,  16.06,  0.175442,  264.37,  7.70,  8.26,  GY Cnc,  09 09 50.54,  +18 49 47.5,  -8,  2,  -0.01,  1,  2000,  210,  39,  ug,  0.175442,  ,  ,  12.5V-17.8V,  2003-115,  2003-115,  2000-08,  1998-23,  2000-08S,  2005-107,  RX J0909.8+1849,  ,  Y,  ,  ,  ,  ,  Y,  ,  ,  ,    ,  http://simbad.u-strasbg.fr/simbad/sim-id?Ident=GY Cnc
V436 Car,  07 44 57.9,  -52 57 13,  NL,    ,  15.51,  0.175300,  668.56,  23.81,  26.53,  V436 Car,  07 44 57.99,  -52 57 11.7,  28,  16,  164,  58,  2000,  266,  -14,  dq,  0.1753,  ,  ,  13.6B-15.8B,  2003-115*,  2003-115,  1998-44,  1996-09,  1996-09S,  2002-38,  Car1,   RX J0744-5257,  ,  ,  ,  ,  ,  ,  Y,  ,  ,    ,  http://simbad.u-strasbg.fr/simbad/sim-id?Ident=V436 Car
J2048+0050,  20 48 27.9,  +00 50 09,  NL,  AM,  18.25,  0.175000,  621.28,  98.67,  144.21,  Aqr,  20 48 27.91,  +00 50 08.9,  0.00556,  0.0039,  -0.00154,  0.00389,  2001786,  48,  -25,  am,  175,  ,  ,  19.7s-,  2006-22,  2006-22,  2005-63,  A9999-99,  2005-63S,  2005-63,  SDSS J204827+005008,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,    ,  http://simbad.u-strasbg.fr/simbad/sim-id?Ident=J2048+0050
LS Peg,  21 51 57.9,  +14 06 54,  NL,  IP,  12.31,  0.174774,  287.62,  5.82,  5.91,  LS Peg,  21 51 57.93,  +14 06 53.3,  0.0167,  2,  -0.0139,  2,  1991.25,  71,  -30,  dq:,  0.174774,  ,  ,  11.6V-13.0V,  2000-110,  2000-110,  1992-32,  A00001,  1988-03S,  1999-77,  Peg2,   S193/NSV 13903,  Y,  ,  ,  ,  ,  ,  Y,  Y,  Y,    ,  http://simbad.u-strasbg.fr/simbad/sim-id?Ident=LS Peg
V1043 Cen,  13 13 17.1,  -32 59 12,  NL,  AM,  15.11,  0.174592,  172.81,  1.92,  1.92,  V1043 Cen,  13 13 17.14,  -32 59 12.2,  -0.0177,  0.0024,  -0.0376,  0.0016,  1991.25,  308,  30,  am,  0.174592,  ,  ,  16V- ,  2004-109,  2004-109,  2000-02,  2000-02,  2000-02S,  2000-02,  RX J1313-3259,  ,  Y,  ,  ,  ,  ,  Y,  ,  ,  ,    ,  http://simbad.u-strasbg.fr/simbad/sim-id?Ident=V1043 Cen
V729 Sgr,  19 16 49.2,  -26 14 33,  DN,    ,  15.34,  0.173406,  445.94,  12.92,  13.45,  V729 Sgr,  19 16 49.10,  -26 14 33.7,  -13,  0.0059,  -0.0004,  1,  1991.25,  12,  -17,  ug,  0.173406,  ,  ,  14.1p-15.5p,  2004-109,  2004-109,  1988-09,  1998-21,  1988-09S,  2000-63,  vG 31,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,    ,  http://simbad.u-strasbg.fr/simbad/sim-id?Ident=V729 Sgr
V849 Oph,  18 14 07.3,  +11 36 43,  Nb,    ,  18.35,  0.172757,  4592.07,  2260.40,  4533.43,  V849 Oph,  18 14 07.29,  +11 36 42.5,  ,  ,  ,  ,  ,  39,  13,  nb,  0.172757,  1919.64,  ,  7.3p-17p,  ICRS,  ,  1987-08,  1987-08,  1996-14S,  1993-30,  HD 167276,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,    ,  http://simbad.u-strasbg.fr/simbad/sim-id?Ident=V849 Oph
V405 Aur,  05 57 59.3,  +53 53 45,  NL,  IP,  13.95,  0.172620,  675.87,  22.06,  22.67,  V405 Aur,  05 57 59.27,  +53 53 45.1,  -8,  6,  -8,  1,  2000,  159,  14,  dq,  0.17262,  ,  ,  14.6V- ,  2003-115,  2003-115,  1994-20,  1994-20,  1994-20S,  1999-99,  Aur1,   RX J0558+5353,  ,  Y,  ,  ,  ,  ,  Y,  ,  Y,  Y  ,  http://simbad.u-strasbg.fr/simbad/sim-id?Ident=V405 Aur
FO Per,  04 08 35.0,  +51 14 48,  DN,  UG,  16.16,  0.171900,  586.60,  29.82,  30.33,  FO Per,  04 08 34.99,  +51 14 48.3,  6,  1,  0,  1,  2000,  151,  0,  ug,  ,  ,  ,  11.8v-16.2p,  2003-115,  2003-115,  1987-04,  1987-04,  1989-06S,  *,  22.1939,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,    ,  http://simbad.u-strasbg.fr/simbad/sim-id?Ident=FO Per
V516 Cyg,  20 47 09.8,  +41 55 27,  DN,  UG,  15.61,  0.171200,  735.83,  36.81,  40.84,  V516 Cyg,  20 47 09.78,  +41 55 26.5,  -0.0017,  6,  -0.0127,  0.0056,  2000,  82,  0,  ugSS,  ,  ,  ,  13.8p-16.8p,  2004-105,  2004-105,  1987-04/T00000,  1987-04,  1994-07S,  ,  S 4530,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,    ,  http://simbad.u-strasbg.fr/simbad/sim-id?Ident=V516 Cyg
LT Eri,  04 07 14.8,  -06 44 25,  DN,  NS,  17.24,  0.170170,  680.98,  60.48,  73.78,  Eri,  04 07 14.78,  -06 44 25.2,  0.00405,  0.0039,  -0.00288,  0.00389,  2000735,  198,  -39,  ug,  0.17017,  ,  ,  15.0V-17.1V,  2006-22,  2006-22,  2005-11,  A9999-99,  2003-22S,  2005-11,  SDSS J040714-064425,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,    ,  http://simbad.u-strasbg.fr/simbad/sim-id?Ident=LT Eri
NGC 6752-CX1,  19 10 51.1,  -59 59 12,  DN,    ,  12.69,  0.170000,  -13.36,  0.02,  0.02,  Pav,  19 10 51.20,  -59 59 12.8,  ,  ,  ,  ,  ,  336,  -26,  cv,  ,  ,  G,  19.5V-,  ICRS,  ,  2002-03,  2002-03,  ,  ,  NGC 6752-CX1,  ,  Y,  ,  ,  ,  ,  Y,  ,  ,  ,    ,  http://simbad.u-strasbg.fr/simbad/sim-id?Ident=NGC 6752-CX1
LZ Mus,  11 56 09.0,  -65 34 21,  N ,    ,  17.10,  0.169300,  6153.07,  2097.83,  3952.11,  LZ Mus,  11 56 08.96,  -65 34 20.7,  ,  ,  ,  ,  ,  297,  -3,  na,  ,  1998.99,  ,  9.5V-<18.V,  1999-23,  ,  1998-09,  A9999-99*,  1998-09X,  *,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,    ,  http://simbad.u-strasbg.fr/simbad/sim-id?Ident=LZ Mus
0139+0559,  01 41 40.0,  +06 14 37,  NL,  UX,  15.07,  0.169200,  1346.27,  168.46,  206.55,  Psc,  01 41 39.92,  +06 14 37.4,  0.0051,  0.0057,  -0.0012,  0.0063,  2000,  145,  -54,  nl/ugz:,  0.1692,  ,  ,  15.2B-,  2004-105*,  2004-105,  2005-40,  2005-40,  2005-40S,  2005-40,  HS 0139+0559,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,    ,  http://simbad.u-strasbg.fr/simbad/sim-id?Ident=0139+0559
VW Vul,  20 57 45.1,  +25 30 26,  DN,  ZC,  15.52,  0.168700,  542.46,  21.63,  22.51,  VW Vul,  20 57 45.07,  +25 30 25.7,  -0.0022,  0.0057,  -0.0048,  0.0056,  2000,  71,  -13,  ugsu,  0.1687,  ,  ,  13.6V-15.6V,  2004-105,  2004-105,  1987-21,  1982-03,  1985-07S,  1998-72,  153.1904,  Y,  ,  ,  ,  ,  ,  Y,  ,  ,  ,    ,  http://simbad.u-strasbg.fr/simbad/sim-id?Ident=VW Vul
0922+1333,  09 24 56.0,  +13 20 53,  NL,  AM,  16.48,  0.168312,  163.46,  5.65,  6.43,  Leo,  09 24 55.94,  +13 20 52.4,  2,  5,  -16,  3,  2000,  218,  40,  am,  169,  ,  ,  17.9B- ,  2003-115,  2003-115,  2000-10,  2005-42*,  2000-10S,  2000-10,  HS 0922+1333,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,    ,  http://simbad.u-strasbg.fr/simbad/sim-id?Ident=0922+1333
V1033 Cas,  00 22 57.6,  +61 41 08,  NL,  IP,  16.63,  0.168000,  1588.60,  199.22,  265.01,  Cas,  00 22 57.63,  +61 41 07.8,  ,  ,  ,  ,  ,  120,  -1,  cv,  ,  ,  ,  18.0B-,  2006-20,  ,  2006-20,  2006-20,  2006-20S,  ,  IGR J00234+6141,  ,  ,  ,  ,  ,  ,  Y,  ,  ,  ,    ,  http://simbad.u-strasbg.fr/simbad/sim-id?Ident=V1033 Cas
DO Aql,  19 31 25.9,  -06 25 38,  Nc,    ,  18.69,  0.167762,  4100.15,  2217.69,  4260.72,  DO Aql,  19 31 25.87,  -06 25 38.1,  1,  ,  -12,  ,  1987408,  32,  -12,  nb,  0.167762,  1925.,  ,  8.7v-16.5p,  ICRS,  1935-01,  1987-08,  1987-08,  1987-09S,  1993-30,  9.1925,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,    ,  http://simbad.u-strasbg.fr/simbad/sim-id?Ident=DO Aql
DO Dra,  11 43 38.3,  +71 41 20,  DN,  IP,  15.16,  0.165374,  197.72,  1.93,  1.99,  DO Dra,  11 43 38.50,  +71 41 20.7,  14,  2,  14,  4,  2000,  130,  45,  dq,  0.165374,  ,  ,  10.6B-16.7B,  2003-115,  2003-115,  1991-21,  1986-13,  1983-12S,  1997-47,  YY Dra?,  Y,  Y,  ,  Y,  Y,  ,  Y,  ,  Y,  ,    ,  http://simbad.u-strasbg.fr/simbad/sim-id?Ident=DO Dra
AM Cas,  02 26 23.4,  +71 18 32,  DN,  UG,  14.45,  0.165200,  434.45,  7.74,  7.97,  AM Cas,  02 26 23.45,  +71 18 31.4,  -0.0003,  3,  -0.0077,  3,  2000,  130,  9,  ugz,  0.1652,  ,  ,  12.3p-15.2p,  1999-103,  1999-103,  1984-14,  1976-07,  1995-18S,  2002-19,  258.1928,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,    ,  http://simbad.u-strasbg.fr/simbad/sim-id?Ident=AM Cas
V1193 Ori,  05 16 26.7,  -00 12 14,  NL,  UX,  14.01,  0.165001,  818.69,  41.44,  47.11,  V1193 Ori,  05 16 26.67,  -00 12 14.3,  0.0038,  0.0057,  -11,  0.0057,  2000,  202,  -21,  ux,  143,  ,  ,  14.0v-14.3v,  2004-105,  2004-105,  1995-41,  1986-09,  1987-12S,  2005-105,  Hamuy's star,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,    ,  http://simbad.u-strasbg.fr/simbad/sim-id?Ident=V1193 Ori
V1776 Cyg,  20 23 30.5,  +46 31 30,  NL,  UX,  16.58,  0.164739,  1101.47,  104.76,  125.65,  V1776 Cyg,  20 23 30.51,  +46 31 29.5,  -2,  5,  -0.0001,  5,  2000,  83,  5,  ux,  0.164739,  ,  ,  17.2V-18.4V,  2004-106,  2004-106,  1995-41,  1983-05,  1983-05S,  1990-36,  Lanning 90,  Y,  Y,  ,  ,  ,  Y,  ,  ,  ,  ,    ,  http://simbad.u-strasbg.fr/simbad/sim-id?Ident=V1776 Cyg
X  Leo,  09 51 01.5,  +11 52 31,  DN,  UG,  15.47,  0.164400,  397.86,  20.57,  24.33,  X Leo,  09 51 01.46,  +11 52 31.3,  -0.02338,  0.0039,  -0.00745,  0.00389,  2003981,  224,  45,  ug,  0.1644,  ,  ,  12.4V-16.5V,  2006-22,  2006-22,  1987-20,  1982-03,  1983-12S,  1986-24,  66.1907,  Y,  ,  ,  ,  ,  ,  ,  ,  ,  ,    ,  http://simbad.u-strasbg.fr/simbad/sim-id?Ident=X  Leo
J0153+7446,  01 53 20.9,  +74 46 22,  NL,  IP,  16.55,  0.164150,  1645.49,  203.91,  259.04,  Cas,  01 53 20.76,  +74 46 22.2,  ,  ,  ,  ,  ,  127,  12,  dq,  0.16415,  ,  ,  16.4V- ,  ICRS,  ,  2000-02,  A9999-99,  2000-01S,  2002-19,  RX J0153.3+7446,  ,  Y,  ,  ,  ,  ,  Y,  ,  ,  ,    ,  http://simbad.u-strasbg.fr/simbad/sim-id?Ident=J0153+7446
Lanning 386,  21 08 34.0,  +39 05 35,  DN,  SW,  17.14,  0.164052,  579.75,  35.45,  43.58,  Cyg,  21 08 33.95,  +39 05 35.1,  -0.0112,  5,  0.0003,  5,  2000,  83,  -6,  cv:,  ,  ,  ,  15.1c-17.9c,  2004-106,  2004-106,  2002-21,  2000-42,  2002-21S,  ,  Lanning 386,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,    ,  http://simbad.u-strasbg.fr/simbad/sim-id?Ident=Lanning 386
V842 Cen,  14 35 52.6,  -57 37 35,  Na,  NL,  16.36,  0.164000,  1393.04,  145.27,  186.61,  V842 Cen,  14 35 52.55,  -57 37 35.3,  -0.0271,  0.0075,  5,  0.0056,  2000,  317,  2,  n,  ,  1986.9,  ,  4.6v-15.8V,  2004-105,  2004-105,  1987-08,  1987-08,  2004-67S,  ,  ,  Y,  Y,  ,  ,  ,  ,  ,  ,  ,  ,    ,  http://simbad.u-strasbg.fr/simbad/sim-id?Ident=V842 Cen
UU Aqr,  22 09 05.7,  -03 46 18,  NL,  UX,  13.58,  0.163805,  256.22,  8.23,  8.80,  UU Aqr,  22 09 05.76,  -03 46 17.7,  -0.0063,  0.0027,  -0.0376,  0.0028,  2000,  57,  -45,  ux,  0.16358,  ,  ,  13.5V-15.5V,  2004-105,  2004-105,  1996-22,  A00001,  1988-03S,  1994-58,  32.1963/StHA 196,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,    ,  http://simbad.u-strasbg.fr/simbad/sim-id?Ident=UU Aqr
