 FI Cas, 00 06 09.96, +55 58 50.7,-21,5, -0.0048,5,2000,117,-6, ugSS, , , , 15.0p-18.5p, 2004-106, 2004-106, 1987-04/T00000, 1987-04, 2000-01S, , 230.1940, , , , , , , , , , ,0, , http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=00 06 09.96+++55 58 50.7&CooFrame=FK5&CooEpoch=2000&CooEqui=2000&CooDefinedFrames=none&Radius=5&Radius.unit=arcsec&submit=submit+query&CoordList=
 Sgr, 18 35 30.2, -23 54 33.0, , , , , ,10,-7, cv:, , , G, 21.6U-, 2004-25, , 2004-25*, 2004-26, , , NGC 6656-35, , , , , , , , , , ,0, , http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=18 35 30.2++-23 54 33.0&CooFrame=FK5&CooEpoch=2000&CooEqui=2000&CooDefinedFrames=none&Radius=5&Radius.unit=arcsec&submit=submit+query&CoordList=
 V662 CrA, 18 35 30.53, -36 56 44.7,22,3,6,8,2000,358,-12, ug, , , , 15.7p-<19.6p, 2003-115, 2003-115, 2003-15, A9999-99*, 2003-15X, , Plaut 3-1235, , , , , , , , , , ,0, , http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=18 35 30.53++-36 56 44.7&CooFrame=FK5&CooEpoch=2000&CooEqui=2000&CooDefinedFrames=none&Radius=5&Radius.unit=arcsec&submit=submit+query&CoordList=
 Sgr, 18 35 44.5, -24 00 10.7, , , , , ,10,-7, cv:, , , G, 20.5U-, 2004-25, , 2004-25*, 2004-26, , , NGC 6656-78, , , , , , , , , , ,0, , http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=18 35 44.5++-24 00 10.7&CooFrame=FK5&CooEpoch=2000&CooEqui=2000&CooDefinedFrames=none&Radius=5&Radius.unit=arcsec&submit=submit+query&CoordList=
 Sgr, 18 35 45.71, -32 59 24.0, , , , , ,2,-11, cv:, , , G, 20.4V-, ICRS, , 2001-81*, A9999-99, , , NGC 6652 C, , Y, , , , , , , , ,0, , http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=18 35 45.71++-32 59 24.0&CooFrame=FK5&CooEpoch=2000&CooEqui=2000&CooDefinedFrames=none&Radius=5&Radius.unit=arcsec&submit=submit+query&CoordList=
 V3645 Sgr, 18 35 49.21, -18 41 45.1, , , , , ,15,-5, nb, , 1970., , 12.6p-18p, C00003, , 1987-08, 1987-08:*, 1987-08X:, , SVS 1728, , , , , , , , , , ,0, , http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=18 35 49.21++-18 41 45.1&CooFrame=FK5&CooEpoch=2000&CooEqui=2000&CooDefinedFrames=none&Radius=5&Radius.unit=arcsec&submit=submit+query&CoordList=
 Sgr, 18 35 55.58, -29 04 44.2, , , , , ,5,-10, cv:, , , , 24.4V-, 2005-102, , 2005-102, 2005-102*, , , m145.34015.1280, , , , , , , , , , ,0, , http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=18 35 55.58++-29 04 44.2&CooFrame=FK5&CooEpoch=2000&CooEqui=2000&CooDefinedFrames=none&Radius=5&Radius.unit=arcsec&submit=submit+query&CoordList=
 Her, 18 35 56.27, +22 26 40.0, , , , , ,52,13, ug:, , , , 16.1p-19.5p, 1999-38*, , 1999-38, 1999-38, , , , , , , , , , , , , ,0, , http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=18 35 56.27+++22 26 40.0&CooFrame=FK5&CooEpoch=2000&CooEqui=2000&CooDefinedFrames=none&Radius=5&Radius.unit=arcsec&submit=submit+query&CoordList=
 Sgr, 18 36 18.5, -24 00 54.9, , , , , ,10,-8, cv:, , , G, 20.7U-, 2004-25, , 2004-25*, 2004-26, , , NGC 6656-44, , , , , , , , , , ,0, , http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=18 36 18.5++-24 00 54.9&CooFrame=FK5&CooEpoch=2000&CooEqui=2000&CooDefinedFrames=none&Radius=5&Radius.unit=arcsec&submit=submit+query&CoordList=
 Sgr, 18 36 19.0, -23 52 18.0, , , , , ,10,-8, cv:, , , G, 19.9U-, 2004-25, , 2004-25*, 2004-26, , , NGC 6656-32, , , , , , , , , , ,0, , http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=18 36 19.0++-23 52 18.0&CooFrame=FK5&CooEpoch=2000&CooEqui=2000&CooDefinedFrames=none&Radius=5&Radius.unit=arcsec&submit=submit+query&CoordList=
 Sgr, 18 36 25.4, -23 55 20.8, , , , , ,10,-8, cv:, , , G, 18.9U-, 2004-25, , 2004-25*, 2004-26*, , , NGC 6656-39, , , , , , , , , , ,0, , http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=18 36 25.4++-23 55 20.8&CooFrame=FK5&CooEpoch=2000&CooEqui=2000&CooDefinedFrames=none&Radius=5&Radius.unit=arcsec&submit=submit+query&CoordList=
 Sgr, 18 36 28.9, -23 56 25.9, , , , , ,10,-8, cv:, , , G, 20.3U-, 2004-25, , 2004-25*, 2004-26, , , NGC 6656-23, , , , , , , , , , ,0, , http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=18 36 28.9++-23 56 25.9&CooFrame=FK5&CooEpoch=2000&CooEqui=2000&CooDefinedFrames=none&Radius=5&Radius.unit=arcsec&submit=submit+query&CoordList=
 Sgr, 18 36 45.4, -23 51 58.4, , , , , ,10,-8, cv:, , , G, 21.2U-, 2004-25, , 2004-25*, 2004-26, , , NGC 6656-21, , , , , , , , , , ,0, , http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=18 36 45.4++-23 51 58.4&CooFrame=FK5&CooEpoch=2000&CooEqui=2000&CooDefinedFrames=none&Radius=5&Radius.unit=arcsec&submit=submit+query&CoordList=
 BP CrA, 18 36 50.89, -37 25 53.6, 0.0007, 0.0112, -0.0084, 0.0111,1998647,357,-13, ugz, , , , 13.5v-15.9v, 2000-108, 2000-108, 1982-03, 1982-03, 1996-01S, , , , , , , , , , , , ,0, , http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=18 36 50.89++-37 25 53.6&CooFrame=FK5&CooEpoch=2000&CooEqui=2000&CooDefinedFrames=none&Radius=5&Radius.unit=arcsec&submit=submit+query&CoordList=
 V2012 Sgr, 18 37 12.43, -26 10 21.8, , , , , , , , non-cv, , , , - , , , T00000*, , , , , , , , , , , , , , ,0, , http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=18 37 12.43++-26 10 21.8&CooFrame=FK5&CooEpoch=2000&CooEqui=2000&CooDefinedFrames=none&Radius=5&Radius.unit=arcsec&submit=submit+query&CoordList=
 V4021 Sgr, 18 38 14., -23 22 47., , , , , ,11,-8, na, , 1977.2, , 8.8v-18j, C00002, , 1987-08, 1987-08*, 1978-02X:, , , , , , , , , , , , ,0, , http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=18 38 14.++-23 22 47.&CooFrame=FK5&CooEpoch=2000&CooEqui=2000&CooDefinedFrames=none&Radius=5&Radius.unit=arcsec&submit=submit+query&CoordList=
 V651 Oph, 18 38 40.12, +09 22 23.4, , , , , ,40,7, cv:, , , , 15.8p-<17.p, ICRS, , 2000-44*, 1957-11, , , 271.1936, , , , , , , , , , ,0, , http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=18 38 40.12+++09 22 23.4&CooFrame=FK5&CooEpoch=2000&CooEqui=2000&CooDefinedFrames=none&Radius=5&Radius.unit=arcsec&submit=submit+query&CoordList=
 V477 Sct, 18 38 42.93, -12 16 15.6, , , , , ,21,-3, n, , 2005.78, , 10.4V-, 2005-97, , 2005-98, A9999-99*, 2005-98X:, , Nova Sct 2005 No. 2, , , , , , , , , , ,0, , http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=18 38 42.93++-12 16 15.6&CooFrame=FK5&CooEpoch=2000&CooEqui=2000&CooDefinedFrames=none&Radius=5&Radius.unit=arcsec&submit=submit+query&CoordList=
 V949 Sgr, 18 41 03.22, -28 09 35.7, , , , , , , , non-cv, , 1914., , - , , , 2000-40*, , , , INN 46, , , , , , , , , , ,0, , http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=18 41 03.22++-28 09 35.7&CooFrame=FK5&CooEpoch=2000&CooEqui=2000&CooDefinedFrames=none&Radius=5&Radius.unit=arcsec&submit=submit+query&CoordList=
 V3774 Sgr, 18 41 41.18, -32 54 33.9,28,13,-24,7,2000,2,-13, ug, , , , 14.7p-17.7r, 2003-115*, 2003-115, 2002-64, A9999-99, , , Plaut 3-1453, , , , , , , , , , ,0, , http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=18 41 41.18++-32 54 33.9&CooFrame=FK5&CooEpoch=2000&CooEqui=2000&CooDefinedFrames=none&Radius=5&Radius.unit=arcsec&submit=submit+query&CoordList=
 V693 CrA, 18 41 57.8, -37 31 14., , , , , ,358,-14, na, , 1981.25, , 7.0v-21.0V, C00003, , 1987-08, 1987-08:*, 1982-01X, , , Y, Y, , , , , , , , ,0, , http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=18 41 57.8++-37 31 14.&CooFrame=FK5&CooEpoch=2000&CooEqui=2000&CooDefinedFrames=none&Radius=5&Radius.unit=arcsec&submit=submit+query&CoordList=
 Pav, 18 42 29.73, -61 51 45.1, , , , , , , , non-cv, , , , - , , , 1995-16*, , , , NSV 11181/LTT 7406, , , , , , , , , , ,0, , http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=18 42 29.73++-61 51 45.1&CooFrame=FK5&CooEpoch=2000&CooEqui=2000&CooDefinedFrames=none&Radius=5&Radius.unit=arcsec&submit=submit+query&CoordList=
 V2383 Sgr, 18 42 49.87, -19 01 36.9, , , , , , , , non-cv, , , , - , , , T00000*, , , , , , , , , , , , , , ,0, , http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=18 42 49.87++-19 01 36.9&CooFrame=FK5&CooEpoch=2000&CooEqui=2000&CooDefinedFrames=none&Radius=5&Radius.unit=arcsec&submit=submit+query&CoordList=
 V1709 Sgr, 18 42 50.25, -19 47 47.8, , , , , , , , non-cv, , , , - , , , T00000*, , , , HV 12404, , , , , , , , , , ,0, , http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=18 42 50.25++-19 47 47.8&CooFrame=FK5&CooEpoch=2000&CooEqui=2000&CooDefinedFrames=none&Radius=5&Radius.unit=arcsec&submit=submit+query&CoordList=
 V427 Sct, 18 42 59.85, -04 28 19.4, , , , , , , , non-cv, ,1958, , - , , , 1987-08*, , , , CSV 7917, , , , , , , , , , ,0, , http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=18 42 59.85++-04 28 19.4&CooFrame=FK5&CooEpoch=2000&CooEqui=2000&CooDefinedFrames=none&Radius=5&Radius.unit=arcsec&submit=submit+query&CoordList=
 V492 Lyr, 18 43 22.58, +40 39 55.2, , , , , , , , non-cv, , , , - , , , 1999-09*, , , , LHS 3406, , , , , , , , , , ,0, , http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=18 43 22.58+++40 39 55.2&CooFrame=FK5&CooEpoch=2000&CooEqui=2000&CooDefinedFrames=none&Radius=5&Radius.unit=arcsec&submit=submit+query&CoordList=
 V827 Her, 18 43 42.60, +15 19 19.0, , , , , ,46,9, na, , 1987.08, , 7.5v-18.1V, ICRS, , 1986-10, 1987-11, 1994-22X, , , Y, Y, , , , , Y, , , ,0, , http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=18 43 42.60+++15 19 19.0&CooFrame=FK5&CooEpoch=2000&CooEqui=2000&CooDefinedFrames=none&Radius=5&Radius.unit=arcsec&submit=submit+query&CoordList=
 V2032 Sgr, 18 43 47.17, -27 34 01.1, , , , , , , , non-cv, , , , - , , , T00000*, , , , , , , , , , , , , , ,0, , http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=18 43 47.17++-27 34 01.1&CooFrame=FK5&CooEpoch=2000&CooEqui=2000&CooDefinedFrames=none&Radius=5&Radius.unit=arcsec&submit=submit+query&CoordList=
 AK Tel, 18 43 48.82, -55 00 22.5, , , , , , , , non-cv, , , , - , , , 1982-03*, , , , HV 10036, , , , , , , , , , ,0, , http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=18 43 48.82++-55 00 22.5&CooFrame=FK5&CooEpoch=2000&CooEqui=2000&CooDefinedFrames=none&Radius=5&Radius.unit=arcsec&submit=submit+query&CoordList=
 Aql, 18 44 36., -02 59 , , , , , ,29,0, UG:, , , , 10.4p-13p, 1944-01, , T00001, A9999-99*, , , NSV 11280, , , , , , , , , , ,0, , http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=18 44 36.++-02 59 &CooFrame=FK5&CooEpoch=2000&CooEqui=2000&CooDefinedFrames=none&Radius=5&Radius.unit=arcsec&submit=submit+query&CoordList=
 Aql2, 18 45 12.51, -02 58 35.0,5, 0.0075, -0.0061, 0.0075,2000,30,0, UG:, , , , 13v-<14v, 2004-105, 2004-105, T00001, 1951-04*, , , NSV 11297, , , , , , , , , , ,0, , http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=18 45 12.51++-02 58 35.0&CooFrame=FK5&CooEpoch=2000&CooEqui=2000&CooDefinedFrames=none&Radius=5&Radius.unit=arcsec&submit=submit+query&CoordList=
 V2038 Sgr, 18 45 20.46, -26 27 47.4, , , , , , , , non-cv, , , , - , , , 1996-01*, , , , , , , , , , , , , , ,0, , http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=18 45 20.46++-26 27 47.4&CooFrame=FK5&CooEpoch=2000&CooEqui=2000&CooDefinedFrames=none&Radius=5&Radius.unit=arcsec&submit=submit+query&CoordList=
 V368 Sct, 18 45 43.55, -08 33 01.2, , , , , ,25,-3, na, , 1970.58, , 6.9v-19.0p, ICRS, , 1987-08, 1987-08, 1974-01X:, , , , , , , , , , , , ,0, , http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=18 45 43.55++-08 33 01.2&CooFrame=FK5&CooEpoch=2000&CooEqui=2000&CooDefinedFrames=none&Radius=5&Radius.unit=arcsec&submit=submit+query&CoordList=
 GL Sct, 18 45 48.39, -06 25 14.9, , , , , ,27,-2, n:, , 1915., , 13.6p-<16.8p, ICRS*, , 1987-08, 1987-08, , , , , , , , , , , , , ,0, , http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=18 45 48.39++-06 25 14.9&CooFrame=FK5&CooEpoch=2000&CooEqui=2000&CooDefinedFrames=none&Radius=5&Radius.unit=arcsec&submit=submit+query&CoordList=
 Sct, 18 46 51.1, -04 56 38., , , , , ,28,-1, n::, , 1981.05, , 8 -22 , C00003, , 1987-08, 1987-08:, , , NSV 24587, , , , , , , , , , ,0, , http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=18 46 51.1++-04 56 38.&CooFrame=FK5&CooEpoch=2000&CooEqui=2000&CooDefinedFrames=none&Radius=5&Radius.unit=arcsec&submit=submit+query&CoordList=
 V444 Sct, 18 47 09.91, -08 20 53.6, , , , , ,25,-3, na, , 1991.66, , 10.5v-20r, 1991-19, , 1991-19, A9999-99*, , , , Y, , , , , , , , , ,0, , http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=18 47 09.91++-08 20 53.6&CooFrame=FK5&CooEpoch=2000&CooEqui=2000&CooDefinedFrames=none&Radius=5&Radius.unit=arcsec&submit=submit+query&CoordList=
 V522 Sgr, 18 48 00.49, -25 22 27.0, , , , , ,10,-11, n:/ug, , 1931.63, , 12.9p-19.7V, ICRS, , 1987-08, 2002-38*, , , , , , , , , , , , , ,0, , http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=18 48 00.49++-25 22 27.0&CooFrame=FK5&CooEpoch=2000&CooEqui=2000&CooDefinedFrames=none&Radius=5&Radius.unit=arcsec&submit=submit+query&CoordList=
 V475 Sct, 18 49 37.62, -09 33 50.3, , , , , ,24,-4, n:, , 2003.65, , 8.9V-, 2003-61, , 2003-62, A9999-99*, 2003-62X, , N Sct 2003, , , , , , , , , , ,0, , http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=18 49 37.62++-09 33 50.3&CooFrame=FK5&CooEpoch=2000&CooEqui=2000&CooDefinedFrames=none&Radius=5&Radius.unit=arcsec&submit=submit+query&CoordList=
 V443 Sct, 18 49 38.95, -06 11 15.9, , , , , ,27,-2, n, , 1989.72, , 8.5p-<20p, 1989-11*, , 1991-10, 1990-15:*, 1991-10X, , , Y, , , , , , Y, , , ,0, , http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=18 49 38.95++-06 11 15.9&CooFrame=FK5&CooEpoch=2000&CooEqui=2000&CooDefinedFrames=none&Radius=5&Radius.unit=arcsec&submit=submit+query&CoordList=
 V4332 Sgr, 18 50 36.70, -21 23 29.6, , , , , , , , non-cv, , 1994., , - , , , 1994-52*, , , , , , , , , , , , , , ,0, , http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=18 50 36.70++-21 23 29.6&CooFrame=FK5&CooEpoch=2000&CooEqui=2000&CooDefinedFrames=none&Radius=5&Radius.unit=arcsec&submit=submit+query&CoordList=
 Sct, 18 53 03.6, -08 37 24., 0.00162, 0.00063, -0.00052, 0.00088,1997356,25,-4, ug:, , , G, 18.3V- , ICRS, 1988-11, 1966-06*, 1966-05*, , , NGC 6712 V9, , , , , , , , , , ,0, , http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=18 53 03.6++-08 37 24.&CooFrame=FK5&CooEpoch=2000&CooEqui=2000&CooDefinedFrames=none&Radius=5&Radius.unit=arcsec&submit=submit+query&CoordList=
 Sct, 18 53 03.89, -08 42 27.2, , , , , ,25,-4, cv:, , , G, 19.5V-, ICRS, , 2000-54*, 2000-54, , , NGC 6712 10261, , Y, , , , , , , , ,0, , http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=18 53 03.89++-08 42 27.2&CooFrame=FK5&CooEpoch=2000&CooEqui=2000&CooDefinedFrames=none&Radius=5&Radius.unit=arcsec&submit=submit+query&CoordList=
 Lyr, 18 53 10., +35 47 , , , , , ,66,15, N:, , 1923., , 13p-<16p, 1923-02, , T00001, 1957-01*, , , NSV 11494, , , , , , , , , , ,0, , http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=18 53 10.+++35 47 &CooFrame=FK5&CooEpoch=2000&CooEqui=2000&CooDefinedFrames=none&Radius=5&Radius.unit=arcsec&submit=submit+query&CoordList=
 HR Lyr, 18 53 25.05, +29 13 37.8, -0.0031,5, -0.0061,5,2000,60,12, na, , 1919.93, , 6.5p-15.8p, 2004-106, 2004-106, 1987-08, 1987-08, 1983-12S, , HD 175268, Y, , , , , , , , , ,0, , http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=18 53 25.05+++29 13 37.8&CooFrame=FK5&CooEpoch=2000&CooEqui=2000&CooDefinedFrames=none&Radius=5&Radius.unit=arcsec&submit=submit+query&CoordList=
 Dra, 18 54 06.41, +48 55 18.5, , , , , ,79,20, cv:, , , , 19.4c-, 2002-84, , 2002-84, 2002-84, , , Var near UGC 11376, , , , , , , , , , ,0, , http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=18 54 06.41+++48 55 18.5&CooFrame=FK5&CooEpoch=2000&CooEqui=2000&CooDefinedFrames=none&Radius=5&Radius.unit=arcsec&submit=submit+query&CoordList=
 V4368 Sgr, 18 54 40.32, -19 41 59.8, , , , , , , , non-cv, , , , - , , , 1994-32*, , , , Pec Var in Sgr, , , , , , , , , , ,0, , http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=18 54 40.32++-19 41 59.8&CooFrame=FK5&CooEpoch=2000&CooEqui=2000&CooDefinedFrames=none&Radius=5&Radius.unit=arcsec&submit=submit+query&CoordList=
 Sgr, 18 55 02.45, -30 28 57.5, , , , , ,6,-14, am/dq:, , , G, -, 2006-01, , 2006-01*, , , , NGC 6715-CX4, , , , , , , , , , ,0, , http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=18 55 02.45++-30 28 57.5&CooFrame=FK5&CooEpoch=2000&CooEqui=2000&CooDefinedFrames=none&Radius=5&Radius.unit=arcsec&submit=submit+query&CoordList=
 Sgr, 18 55 02.66, -30 28 41.5, , , , , ,6,-14, am/dq:, , , G, -, 2006-01, , 2006-01*, , , , NGC 6715-CX7, , , , , , , , , , ,0, , http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=18 55 02.66++-30 28 41.5&CooFrame=FK5&CooEpoch=2000&CooEqui=2000&CooDefinedFrames=none&Radius=5&Radius.unit=arcsec&submit=submit+query&CoordList=
 Sgr, 18 55 02.76, -30 28 53.0, , , , , ,6,-14, am/dq:, , , G, -, 2006-01, , 2006-01*, , , , NGC 6715-CX6, , , , , , , , , , ,0, , http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=18 55 02.76++-30 28 53.0&CooFrame=FK5&CooEpoch=2000&CooEqui=2000&CooDefinedFrames=none&Radius=5&Radius.unit=arcsec&submit=submit+query&CoordList=
 Sgr, 18 55 02.96, -30 28 45.0, , , , , ,6,-14, am/dq:, , , G, -, 2006-01, , 2006-01*, , , , NGC 6715-CX1, , , , , , , , , , ,0, , http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=18 55 02.96++-30 28 45.0&CooFrame=FK5&CooEpoch=2000&CooEqui=2000&CooDefinedFrames=none&Radius=5&Radius.unit=arcsec&submit=submit+query&CoordList=
 Sgr, 18 55 03.48, -30 28 47.4, , , , , ,6,-14, am/dq:, , , G, -, 2006-01, , 2006-01*, , , , NGC 6715-CX2, , , , , , , , , , ,0, , http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=18 55 03.48++-30 28 47.4&CooFrame=FK5&CooEpoch=2000&CooEqui=2000&CooDefinedFrames=none&Radius=5&Radius.unit=arcsec&submit=submit+query&CoordList=
 Sgr, 18 55 03.65, -30 28 41.1, , , , , ,6,-14, am/dq:, , , G, -, 2006-01, , 2006-01*, , , , NGC 6715-CX5, , , , , , , , , , ,0, , http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=18 55 03.65++-30 28 41.1&CooFrame=FK5&CooEpoch=2000&CooEqui=2000&CooDefinedFrames=none&Radius=5&Radius.unit=arcsec&submit=submit+query&CoordList=
 Sgr, 18 55 03.89, -30 28 38.0, , , , , ,6,-14, am/dq:, , , G, -, 2006-01, , 2006-01*, , , , NGC 6715-CX3, , , , , , , , , , ,0, , http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=18 55 03.89++-30 28 38.0&CooFrame=FK5&CooEpoch=2000&CooEqui=2000&CooDefinedFrames=none&Radius=5&Radius.unit=arcsec&submit=submit+query&CoordList=
 EL Aql, 18 56 02.03, -03 19 20.6,16,16,-24,7,2000,30,-2, na, , 1927.45, , 6.4p-20p, 2003-115, 2003-115, 1987-08, 1927-03*, 1928-01X:, , 60.1927, , , , , , , , , , ,0, , http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=18 56 02.03++-03 19 20.6&CooFrame=FK5&CooEpoch=2000&CooEqui=2000&CooDefinedFrames=none&Radius=5&Radius.unit=arcsec&submit=submit+query&CoordList=
 EU Sct, 18 56 13.17, -04 12 33.4,2,6,-44,1,2000,30,-3, na, , 1949.59, , 8.4p-18p, 2003-115, 2003-115, 1987-08, 1987-08*, 1950-01X:, , , , , , , , , , , , ,0, , http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=18 56 13.17++-04 12 33.4&CooFrame=FK5&CooEpoch=2000&CooEqui=2000&CooDefinedFrames=none&Radius=5&Radius.unit=arcsec&submit=submit+query&CoordList=
 V800 Aql, 18 56 32.40, +10 48 42.4, , , , , , , , non-cv, , , , - , , , 1994-26*, , , , S 4376, , , , , , , , , , ,0, , http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=18 56 32.40+++10 48 42.4&CooFrame=FK5&CooEpoch=2000&CooEqui=2000&CooDefinedFrames=none&Radius=5&Radius.unit=arcsec&submit=submit+query&CoordList=
 Sct, 18 56 34.97, -08 35 30.3, , , , , , , , non-cv, , 1938., , - , , , 1996-01*, , , , NSV 11561, , , , , , , , , , ,0, , http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=18 56 34.97++-08 35 30.3&CooFrame=FK5&CooEpoch=2000&CooEqui=2000&CooDefinedFrames=none&Radius=5&Radius.unit=arcsec&submit=submit+query&CoordList=
 FS Sct, 18 58 16.93, -05 24 05.2,2,5, -0.02,6,2000,29,-4, na:, , 1952.48, , 10.1p-19.3B, 2003-115, 2003-115, 1987-08, 1987-08*, , , , , , , , , , , , , ,0, , http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=18 58 16.93++-05 24 05.2&CooFrame=FK5&CooEpoch=2000&CooEqui=2000&CooDefinedFrames=none&Radius=5&Radius.unit=arcsec&submit=submit+query&CoordList=
 V493 Lyr, 19 01 31.49, +42 54 52.5, , , , , ,73,16, ug, , , , 13.2p-<17.2p, ICRS, , 1993-29, 1993-29, 1999-08S, , S 10930, , , , , , , , , , ,0, , http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=19 01 31.49+++42 54 52.5&CooFrame=FK5&CooEpoch=2000&CooEqui=2000&CooDefinedFrames=none&Radius=5&Radius.unit=arcsec&submit=submit+query&CoordList=
 Aql, 19 01 59.5, +13 52 30., , , , , ,46,4, ug:, , , , 10.6p-17.p, C00005, , 1985-09*, 1987-14*, , , NSV 24663, , , , , , , , , , ,0, , http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=19 01 59.5+++13 52 30.&CooFrame=FK5&CooEpoch=2000&CooEqui=2000&CooDefinedFrames=none&Radius=5&Radius.unit=arcsec&submit=submit+query&CoordList=
 V604 Aql, 19 02 06.39, -04 26 43.7,18,1,-12,6,2000,30,-4, na, , 1905.63, , 8.2p-21p, 2003-115, 2003-115, 1987-08, 1994-51, 1906-01X:, , HD 176779, , , , , , , , , , ,0, , http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=19 02 06.39++-04 26 43.7&CooFrame=FK5&CooEpoch=2000&CooEqui=2000&CooDefinedFrames=none&Radius=5&Radius.unit=arcsec&submit=submit+query&CoordList=
 Aql, 19 02 14.84, +13 03 03.2, , , , , ,46,4, n, , 1985.55, , 10.6p-, 2002-27, , 2002-27, 2002-27*, , , , , , , , , , , , , ,0, , http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=19 02 14.84+++13 03 03.2&CooFrame=FK5&CooEpoch=2000&CooEqui=2000&CooDefinedFrames=none&Radius=5&Radius.unit=arcsec&submit=submit+query&CoordList=
 Aql, 19 02 56.7, +15 09 41., , , , , ,48,4, ug:, , , , 10.5p-13.p, C00005, , 1985-09*, 1987-14*, , , NSV 24667, , , , , , , , , , ,0, , http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=19 02 56.7+++15 09 41.&CooFrame=FK5&CooEpoch=2000&CooEqui=2000&CooDefinedFrames=none&Radius=5&Radius.unit=arcsec&submit=submit+query&CoordList=
 CM Aql, 19 03 35.09, -03 03 15.0, , , , , , , , non-cv, , , , - , , , T00000*, , , , , , , , , , , , , , ,0, , http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=19 03 35.09++-03 03 15.0&CooFrame=FK5&CooEpoch=2000&CooEqui=2000&CooDefinedFrames=none&Radius=5&Radius.unit=arcsec&submit=submit+query&CoordList=
 QV Vul, 19 04 40.29, +21 46 14.1, , , , , ,54,7, na, ,1987, , 7.0v-17.7R, ICRS, , 1987-27, 2000-15, 1994-14X, , , Y, Y, , , , , Y, , , ,0, , http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=19 04 40.29+++21 46 14.1&CooFrame=FK5&CooEpoch=2000&CooEqui=2000&CooDefinedFrames=none&Radius=5&Radius.unit=arcsec&submit=submit+query&CoordList=
