 FI Cas, 00 06 09.96, +55 58 50.7,-21,5, -0.0048,5,2000,117,-6, ugSS, , , , 15.0p-18.5p, 2004-106, 2004-106, 1987-04/T00000, 1987-04, 2000-01S, , 230.1940, , , , , , , , , , ,0, , http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=00 06 09.96+++55 58 50.7&CooFrame=FK5&CooEpoch=2000&CooEqui=2000&CooDefinedFrames=none&Radius=5&Radius.unit=arcsec&submit=submit+query&CoordList=
 Cam3, 08 32 45.67, +73 37 07.9, , , , , , , , non-cv, , , , - , , , 2000-35*, , , , FBS 0827+738, , , , , , , , , , ,0, , http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=08 32 45.67+++73 37 07.9&CooFrame=FK5&CooEpoch=2000&CooEqui=2000&CooDefinedFrames=none&Radius=5&Radius.unit=arcsec&submit=submit+query&CoordList=
 DE Cnc, 08 35 27.25, +19 45 30.6, , , , , ,205,31, UG, , , , 14.6p-18.0V, ICRS, , T00000, 1977-06, 1998-03S*, , S 10803, , , , , , , , , , ,0, , http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=08 35 27.25+++19 45 30.6&CooFrame=FK5&CooEpoch=2000&CooEqui=2000&CooDefinedFrames=none&Radius=5&Radius.unit=arcsec&submit=submit+query&CoordList=
 BB Vel, 08 36 49., -47 22 39., , , , , ,265,-4, ug, , , , 13.8v-17.9V, ICRS, , 1984-06, 1982-03*, 1995-07S, , , , , , , , , , , , ,0, , http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=08 36 49.++-47 22 39.&CooFrame=FK5&CooEpoch=2000&CooEqui=2000&CooDefinedFrames=none&Radius=5&Radius.unit=arcsec&submit=submit+query&CoordList=
 AA Cnc, 08 37 23.11, +26 12 28.7, , , , , , , , non-cv, , , , - , , , 1982-03*, , , , G 40-31, , , , , , , , , , ,0, , http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=08 37 23.11+++26 12 28.7&CooFrame=FK5&CooEpoch=2000&CooEqui=2000&CooDefinedFrames=none&Radius=5&Radius.unit=arcsec&submit=submit+query&CoordList=
 Cnc, 08 40 26.16, +22 04 44.6,3, 0.00345,-28, 0.00345,2004289,203,33, cv, , , , 19.9g-, 2006-05, 2006-22, 2006-05, A9999-99, 2006-05S, , SDSS J084026+220444, , , , , , , Y, , , ,0, , http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=08 40 26.16+++22 04 44.6&CooFrame=FK5&CooEpoch=2000&CooEqui=2000&CooDefinedFrames=none&Radius=5&Radius.unit=arcsec&submit=submit+query&CoordList=
 Hya, 08 40 54.15, +04 55 19.2, 0.00387, 0.00427, -0.0081, 0.00427,2002118,221,27, nl, , , , 15.7g-, 2006-05, 2006-22, 2006-05, A9999-99, 2006-05S, , SDSS J084054+045519, , , , , , , , , , ,0, , http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=08 40 54.15+++04 55 19.2&CooFrame=FK5&CooEpoch=2000&CooEqui=2000&CooDefinedFrames=none&Radius=5&Radius.unit=arcsec&submit=submit+query&CoordList=
 Cnc, 08 46 17.12, +24 34 44.1, , , , , ,201,35, dq:, , , , 19.9g-, 2006-05, , 2006-05, A9999-99, 2006-05S, , SDSS J084617+243444, , , , , , , , , , ,0, , http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=08 46 17.12+++24 34 44.1&CooFrame=FK5&CooEpoch=2000&CooEqui=2000&CooDefinedFrames=none&Radius=5&Radius.unit=arcsec&submit=submit+query&CoordList=
 FV Cnc, 08 48 01.78, +18 40 37.3, , , , , , , , non-cv, , , , -, , , 2005-56*, , , , HIP 43199, , , , , , , , , , ,0, , http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=08 48 01.78+++18 40 37.3&CooFrame=FK5&CooEpoch=2000&CooEqui=2000&CooDefinedFrames=none&Radius=5&Radius.unit=arcsec&submit=submit+query&CoordList=
 SY Vol, 08 53 26.06, -71 12 48.3,18,21,12,2,2000,286,-17, ug, , , , 15.5p-<17.5p, 2003-115, 2003-115, 1998-21, 1998-21, 1998-21S, , S 6203, , , , , , , Y, , , ,0, , http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=08 53 26.06++-71 12 48.3&CooFrame=FK5&CooEpoch=2000&CooEqui=2000&CooDefinedFrames=none&Radius=5&Radius.unit=arcsec&submit=submit+query&CoordList=
 Cnc, 08 56 23.00, +31 08 33.9, -0.00521, 0.0039, -0.01714, 0.00389,2003066,194,39, cv, , , , 20.0s-, 2006-22, 2006-22, 2005-32, A9999-99, 2005-32S*, , SDSS J085623+310834, , , , , , , , , , ,0, , http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=08 56 23.00+++31 08 33.9&CooFrame=FK5&CooEpoch=2000&CooEqui=2000&CooDefinedFrames=none&Radius=5&Radius.unit=arcsec&submit=submit+query&CoordList=
 CQ Vel, 08 58 50.48, -53 20 11.2, , , , , ,272,-5, na:, , 1940.30, , 9.0p-21j, ICRS, , 1987-08, 2001-79*, 2005-01S, , , , , , , , , , , , ,0, , http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=08 58 50.48++-53 20 11.2&CooFrame=FK5&CooEpoch=2000&CooEqui=2000&CooDefinedFrames=none&Radius=5&Radius.unit=arcsec&submit=submit+query&CoordList=
 BI Lyn, 09 03 19.45, +39 51 01.0, , , , , , , , non-cv, , , , - , , , 1984-10*, , , , PG 0900+401, , , , , , , , , , ,0, , http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=09 03 19.45+++39 51 01.0&CooFrame=FK5&CooEpoch=2000&CooEqui=2000&CooDefinedFrames=none&Radius=5&Radius.unit=arcsec&submit=submit+query&CoordList=
 Lyn, 09 04 52.09, +44 02 55.4, 0.00033, 0.0039, -0.02423, 0.00389,2001888,177,42, cv, , , , 19.4s-, 2006-22, 2006-22, 2004-45, A9999-99, 2004-45S, , SDSS J090452+440255, , , , , , , , , , ,0, , http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=09 04 52.09+++44 02 55.4&CooFrame=FK5&CooEpoch=2000&CooEqui=2000&CooDefinedFrames=none&Radius=5&Radius.unit=arcsec&submit=submit+query&CoordList=
 Hya, 09 06 28.25, +05 26 56.9, -0.00047, 0.0039, 0.00364, 0.00389,2002118,224,32, ug, , , , 15.5V-18.8s, 2006-22, 2006-22, 2005-32, A9999-99, 2005-32S*, , SDSS J090628+052656, , , , , , , , , , ,0, , http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=09 06 28.25+++05 26 56.9&CooFrame=FK5&CooEpoch=2000&CooEqui=2000&CooDefinedFrames=none&Radius=5&Radius.unit=arcsec&submit=submit+query&CoordList=
 Lyn, 09 09 38.25, +44 46 34.2, , , , , ,176,43, cv/sn:, , , , 13.5v- , 1972-04, , 1972-04, A9999-99*, , , NSV 4394*, , , , , , , , , , ,0, , http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=09 09 38.25+++44 46 34.2&CooFrame=FK5&CooEpoch=2000&CooEqui=2000&CooDefinedFrames=none&Radius=5&Radius.unit=arcsec&submit=submit+query&CoordList=
 Car, 09 12 02.45, -64 51 53.1, , , , , ,282,-11, cv:, , , G, 21.4u-, 2005-70*, , 2005-67, 2005-67, , , NGC 2808-397, , Y, , , , , , , , ,0, , http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=09 12 02.45++-64 51 53.1&CooFrame=FK5&CooEpoch=2000&CooEqui=2000&CooDefinedFrames=none&Radius=5&Radius.unit=arcsec&submit=submit+query&CoordList=
 Car, 09 12 02.48, -64 51 38.1, , , , , ,282,-11, cv:, , , G, 21.6V-, 2005-70*, , 2005-67, A9999-99, , , NGC 2808-170, , Y, , , , , , , , ,0, , http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=09 12 02.48++-64 51 38.1&CooFrame=FK5&CooEpoch=2000&CooEqui=2000&CooDefinedFrames=none&Radius=5&Radius.unit=arcsec&submit=submit+query&CoordList=
 Car, 09 12 04.46, -64 51 47.8, , , , , ,282,-11, cv:, , , G, 20.9u-, 2005-70*, , 2005-67, 2005-67, , , NGC 2808-222, , Y, , , , , , , , ,0, , http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=09 12 04.46++-64 51 47.8&CooFrame=FK5&CooEpoch=2000&CooEqui=2000&CooDefinedFrames=none&Radius=5&Radius.unit=arcsec&submit=submit+query&CoordList=
 UMa, 09 19 35.66, +50 28 25.1, -0.00088, 0.0039, -0.01716, 0.00389,2001142,168,44, cv, , , , 19.9s-, 2006-22, 2006-22, 2005-32, A9999-99, 2005-32S*, , SDSS J091935+502825, , , , , , , , , , ,0, , http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=09 19 35.66+++50 28 25.1&CooFrame=FK5&CooEpoch=2000&CooEqui=2000&CooDefinedFrames=none&Radius=5&Radius.unit=arcsec&submit=submit+query&CoordList=
 UMa, 09 22 19.55, +42 12 56.8, 0.00133, 0.0039, 0.00644, 0.00389,2002022,179,45, cv, , , , 19.9s-, 2006-22, 2006-22, 2005-32, A9999-99, 2005-32S*, , SDSS J092219+421256, , , , , , , , , , ,0, , http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=09 22 19.55+++42 12 56.8&CooFrame=FK5&CooEpoch=2000&CooEqui=2000&CooDefinedFrames=none&Radius=5&Radius.unit=arcsec&submit=submit+query&CoordList=
 Leo, 09 28 45., +23 11 , , , , , ,206,44, UG/N:, , , , 18.5p- , 1967-07, , T00001*, A9999-99*, , , NSV 4498, , , , , , , , , , ,0, , http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=09 28 45.+++23 11 &CooFrame=FK5&CooEpoch=2000&CooEqui=2000&CooDefinedFrames=none&Radius=5&Radius.unit=arcsec&submit=submit+query&CoordList=
 TU Leo, 09 29 50.68, +21 22 52.6, , , , , , , , non-cv, , , , - , , , 1995-44*, , , , SVS 167, , , , , , , , , , ,0, , http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=09 29 50.68+++21 22 52.6&CooFrame=FK5&CooEpoch=2000&CooEqui=2000&CooDefinedFrames=none&Radius=5&Radius.unit=arcsec&submit=submit+query&CoordList=
 Hya, 09 32 38.21, +01 09 02.5, -0.00451, 0.0039, 0.0005, 0.00389,2000342,233,36, cv, , , , 20.3s-, 2006-22, 2006-22, 2003-22, A9999-99, 2003-22S, , SDSS J093238+010903, , , , , , , , , , ,0, , http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=09 32 38.21+++01 09 02.5&CooFrame=FK5&CooEpoch=2000&CooEqui=2000&CooDefinedFrames=none&Radius=5&Radius.unit=arcsec&submit=submit+query&CoordList=
 Lyn2, 09 34 23.40, +40 38 09.0,6, 0.0039, 0.00013, 0.00389,2002104,181,48, ug, , , , 15.7f-19V, 2006-22, 2006-22, 1979-02, 1979-02*, , , KUV 09313+4052, , , , , , , , , , ,0, , http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=09 34 23.40+++40 38 09.0&CooFrame=FK5&CooEpoch=2000&CooEqui=2000&CooDefinedFrames=none&Radius=5&Radius.unit=arcsec&submit=submit+query&CoordList=
 Leo, 09 37 19., +15 13 12., , , , , ,217,43, n::, , 1612.3, , 4v- , 1878-01, , 1987-08, 1987-08:*, , , NSV 4550, , , , , , , , , , ,0, , http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=09 37 19.+++15 13 12.&CooFrame=FK5&CooEpoch=2000&CooEqui=2000&CooDefinedFrames=none&Radius=5&Radius.unit=arcsec&submit=submit+query&CoordList=
 UMa, 09 43 25.90, +52 01 28.7, 0.00136, 0.0039, -0.00386, 0.00389,2001285,164,47, cv, , , , 16.5s-, 2006-22, 2006-22, 2004-45, A9999-99, 2004-45S, , SDSS J094325+520128, , , , , , , Y, , , ,0, , http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=09 43 25.90+++52 01 28.7&CooFrame=FK5&CooEpoch=2000&CooEqui=2000&CooDefinedFrames=none&Radius=5&Radius.unit=arcsec&submit=submit+query&CoordList=
 LMi, 09 49 20.06, +35 55 43.6, , , , , , , , non-cv, , , , -, , , 2002-22*, , , , FBS 0946+362, , , , , , , , , , ,0, , http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=09 49 20.06+++35 55 43.6&CooFrame=FK5&CooEpoch=2000&CooEqui=2000&CooDefinedFrames=none&Radius=5&Radius.unit=arcsec&submit=submit+query&CoordList=
 Sex1, 09 49 40.40, +03 24 25.2, , , , , , , , non-cv, , , , - , , , 1996-01*, , , , PG 0947+036, , , , , , , , , , ,0, , http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=09 49 40.40+++03 24 25.2&CooFrame=FK5&CooEpoch=2000&CooEqui=2000&CooDefinedFrames=none&Radius=5&Radius.unit=arcsec&submit=submit+query&CoordList=
 UMa, 09 51 35.20, +60 29 39.6, -0.00219, 0.0039, -0.01154, 0.00389, 2000.26,152,45, cv, , , , 20.0s-, 2006-22, 2006-22, 2004-45, A9999-99, 2004-45S, , SDSS J095135+602939, , , , , , , , , , ,0, , http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=09 51 35.20+++60 29 39.6&CooFrame=FK5&CooEpoch=2000&CooEqui=2000&CooDefinedFrames=none&Radius=5&Radius.unit=arcsec&submit=submit+query&CoordList=
 OQ Car, 09 55 58.46, -68 09 41.3,-44,2,24,27,2000,288,-11, ug, , , , 14.5p-17.p, 2003-115, 2003-115, 1998-21, 1998-21, 1998-21S, , 122.1934, , , , , , , , , , ,0, , http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=09 55 58.46++-68 09 41.3&CooFrame=FK5&CooEpoch=2000&CooEqui=2000&CooDefinedFrames=none&Radius=5&Radius.unit=arcsec&submit=submit+query&CoordList=
 KR UMa, 10 01 27.79, +55 53 28.0, , , , , , , , non-cv, , , , -, , , 2002-10*, , , , standard 5 for QSO, , , , , , , , , , ,0, , http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=10 01 27.79+++55 53 28.0&CooFrame=FK5&CooEpoch=2000&CooEqui=2000&CooDefinedFrames=none&Radius=5&Radius.unit=arcsec&submit=submit+query&CoordList=
 UMa2, 10 05 29.30, +50 20 39.8, , , , , , , , non-cv, , , , - , , , 1994-49*, , , , PG 1002+506, , , , , , , , , , ,0, , http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=10 05 29.30+++50 20 39.8&CooFrame=FK5&CooEpoch=2000&CooEqui=2000&CooDefinedFrames=none&Radius=5&Radius.unit=arcsec&submit=submit+query&CoordList=
 Sex, 10 09 32.2, -02 01 55., , , , , ,243,41, ugsu/wz, , , , 14.3r-20.5p, 2005-23, , 2005-24, 2005-23, 2005-23X, , ROTSE3 J100932, , , , , , , , , , ,0, , http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=10 09 32.2++-02 01 55.&CooFrame=FK5&CooEpoch=2000&CooEqui=2000&CooDefinedFrames=none&Radius=5&Radius.unit=arcsec&submit=submit+query&CoordList=
 Sex, 10 10 37.05, +02 49 15.0, , , , , ,238,45, cv, , , , 20.8s-, 2003-22, , 2003-22, A9999-99, 2003-22S, , SDSS J101037+024915, , , , , , , , , , ,0, , http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=10 10 37.05+++02 49 15.0&CooFrame=FK5&CooEpoch=2000&CooEqui=2000&CooDefinedFrames=none&Radius=5&Radius.unit=arcsec&submit=submit+query&CoordList=
 Vel, 10 17 04.28, -46 18 50.9, , , , , ,277,9, cv, , , G, -, 2006-06, , 2006-06, , , , NGC 3201-16, , , , , , , , , , ,0, , http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=10 17 04.28++-46 18 50.9&CooFrame=FK5&CooEpoch=2000&CooEqui=2000&CooDefinedFrames=none&Radius=5&Radius.unit=arcsec&submit=submit+query&CoordList=
 Vel, 10 17 15.63, -46 22 54.1, , , , , ,277,9, cv, , , G, -, 2006-06, , 2006-06, , , , NGC 3201-23, , , , , , , , , , ,0, , http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=10 17 15.63++-46 22 54.1&CooFrame=FK5&CooEpoch=2000&CooEqui=2000&CooDefinedFrames=none&Radius=5&Radius.unit=arcsec&submit=submit+query&CoordList=
 Vel, 10 17 36.00, -46 24 19.5, , , , , ,277,9, cv, , , G, -, 2006-06, , 2006-06, , , , NGC 3201-26, , , , , , , , , , ,0, , http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=10 17 36.00++-46 24 19.5&CooFrame=FK5&CooEpoch=2000&CooEqui=2000&CooDefinedFrames=none&Radius=5&Radius.unit=arcsec&submit=submit+query&CoordList=
 Vel, 10 17 50.54, -46 21 32.9, , , , , ,277,9, cv, , , G, -, 2006-06, , 2006-06, , , , NGC 3201-22, , , , , , , , , , ,0, , http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=10 17 50.54++-46 21 32.9&CooFrame=FK5&CooEpoch=2000&CooEqui=2000&CooDefinedFrames=none&Radius=5&Radius.unit=arcsec&submit=submit+query&CoordList=
 Car, 10 19 04.3, -57 11 08., , , , , ,283,0, n:, , , , - , C00005, , 1978-01, A9999-99*, , , NSV 18378, , , , , , , , , , ,0, , http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=10 19 04.3++-57 11 08.&CooFrame=FK5&CooEpoch=2000&CooEqui=2000&CooDefinedFrames=none&Radius=5&Radius.unit=arcsec&submit=submit+query&CoordList=
 V383 Vel, 10 21 41.75, -49 49 23.4, , , , , ,280,6, UGSS, , , , 12.5p-17.p, ICRS, , T00000, 2000-79, , , NSV 4834, , , , , , , , , , ,0, , http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=10 21 41.75++-49 49 23.4&CooFrame=FK5&CooEpoch=2000&CooEqui=2000&CooDefinedFrames=none&Radius=5&Radius.unit=arcsec&submit=submit+query&CoordList=
 HR Car, 10 22 53.89, -59 37 28.4, , , , , , , , non-cv, , , , - , , , T00000*, , , , HD 90177, , , , , , , , , , ,0, , http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=10 22 53.89++-59 37 28.4&CooFrame=FK5&CooEpoch=2000&CooEqui=2000&CooDefinedFrames=none&Radius=5&Radius.unit=arcsec&submit=submit+query&CoordList=
 Sex, 10 23 47.68, +00 38 41.1, 0.00883, 0.0039, -0.01815, 0.00389,1999219,243,46, dq/am, 0.198094, , , 17.3V-17.8V, 2006-22, 2006-22, 2002-70*, 2002-70, 2002-70S, 2005-45, FIRST J102347+003841, , , , , , , , , , ,0, , http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=10 23 47.68+++00 38 41.1&CooFrame=FK5&CooEpoch=2000&CooEqui=2000&CooDefinedFrames=none&Radius=5&Radius.unit=arcsec&submit=submit+query&CoordList=
 UMa, 10 25 17.94, +43 02 21.2, -0.01584, 0.0039, -0.01, 0.00389,2003175,175,57, cv, , , , 19.9s-, 2006-22, 2006-22, 2005-32, A9999-99, 2005-32S, , SDSS J102517+430221, , , , , , , , , , ,0, , http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=10 25 17.94+++43 02 21.2&CooFrame=FK5&CooEpoch=2000&CooEqui=2000&CooDefinedFrames=none&Radius=5&Radius.unit=arcsec&submit=submit+query&CoordList=
 EP Car, 10 28 23.24, -58 57 58.7, , , , , , , , non-cv, , , , - , , , T00000*, , , , , , , , , , , , , , ,0, , http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=10 28 23.24++-58 57 58.7&CooFrame=FK5&CooEpoch=2000&CooEqui=2000&CooDefinedFrames=none&Radius=5&Radius.unit=arcsec&submit=submit+query&CoordList=
 V411 Car, 10 31 19.35, -59 58 25.7, , , , , , , , non-cv, , , , - , , , 1996-01*, , , , NSV 4884, , , , , , , , , , ,0, , http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=10 31 19.35++-59 58 25.7&CooFrame=FK5&CooEpoch=2000&CooEqui=2000&CooDefinedFrames=none&Radius=5&Radius.unit=arcsec&submit=submit+query&CoordList=
 Leo, 10 31 47.99, +08 52 24.3, -0.00155, 0.0039, -0.00399, 0.00389,2002934,235,52, cv, , , , 18.8s-, 2006-22, 2006-22, 2005-32, A9999-99, 2005-32S, , SDSS J103147+085224, , , , , , , , , , ,0, , http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=10 31 47.99+++08 52 24.3&CooFrame=FK5&CooEpoch=2000&CooEqui=2000&CooDefinedFrames=none&Radius=5&Radius.unit=arcsec&submit=submit+query&CoordList=
 Car, 10 38 22.51, -63 08 29.4, , , , , ,289,-4, n/n::, , 1972., , 13 -18 , C00002, , 1987-08/1999-36*, 1987-08:*, 1987-08X:, , NSV 18468, , , , , , , , , , ,0, , http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=10 38 22.51++-63 08 29.4&CooFrame=FK5&CooEpoch=2000&CooEqui=2000&CooDefinedFrames=none&Radius=5&Radius.unit=arcsec&submit=submit+query&CoordList=
 Car, 10 39 47.12, -63 14 07.2, , , , , , , , non-cv, , 1971., , - , , , 1999-36*, , , , NSV 18473, , , , , , , , , , ,0, , http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=10 39 47.12++-63 14 07.2&CooFrame=FK5&CooEpoch=2000&CooEqui=2000&CooDefinedFrames=none&Radius=5&Radius.unit=arcsec&submit=submit+query&CoordList=
 RT Car, 10 44 47.23, -59 24 48.4, , , , , , , , non-cv, , , , - , , , T00000*, , , , LSS 1855, , , , , , , , , , ,0, , http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=10 44 47.23++-59 24 48.4&CooFrame=FK5&CooEpoch=2000&CooEqui=2000&CooDefinedFrames=none&Radius=5&Radius.unit=arcsec&submit=submit+query&CoordList=
 V351 Car, 10 45 19.26, -72 03 56.8, , , , , , , , non-cv, , , , - , , , 1987-08*, , , , BV 1543, , , , , , , , , , ,0, , http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=10 45 19.26++-72 03 56.8&CooFrame=FK5&CooEpoch=2000&CooEqui=2000&CooDefinedFrames=none&Radius=5&Radius.unit=arcsec&submit=submit+query&CoordList=
 AG Car, 10 56 11.54, -60 27 13.0, , , , , , , , non-cv, , , , - , , , T00000*, , , , PK 289-0 1, , , , , , , , , , ,0, , http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=10 56 11.54++-60 27 13.0&CooFrame=FK5&CooEpoch=2000&CooEqui=2000&CooDefinedFrames=none&Radius=5&Radius.unit=arcsec&submit=submit+query&CoordList=
 V391 Hya, 10 58 27.59, -29 19 02.2, -0.0013, 0.0027, -0.0002, 0.0033, 1991.25,275,27, ux, , , , 14.3V- , 2004-109, 2004-109, 1997-05, A9999-99, 1997-05S:, , EC 10560-2902, , , , , , , , , , ,0, , http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=10 58 27.59++-29 19 02.2&CooFrame=FK5&CooEpoch=2000&CooEqui=2000&CooDefinedFrames=none&Radius=5&Radius.unit=arcsec&submit=submit+query&CoordList=
 Hya, 10 58 59.07, -31 36 34.0, , , , , ,277,25, cv, , , , 17.8V- , ICRS, , 1997-05, A9999-99, 1997-05S:, , EC 10566-3120, , , , , , , , , , ,0, , http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=10 58 59.07++-31 36 34.0&CooFrame=FK5&CooEpoch=2000&CooEqui=2000&CooDefinedFrames=none&Radius=5&Radius.unit=arcsec&submit=submit+query&CoordList=
 FH Leo, 11 06 07.46, +07 01 58.7, , , , , , , , non-cv, , , , -, , , 2005-43*, , , , HIP 54268, , , , , , , , , , ,0, , http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=11 06 07.46+++07 01 58.7&CooFrame=FK5&CooEpoch=2000&CooEqui=2000&CooDefinedFrames=none&Radius=5&Radius.unit=arcsec&submit=submit+query&CoordList=
 Leo1, 11 06 40.22, +01 54 50.5, , , , , , , , non-cv, , , , - , , , 1994-07*, , , , PG 1104+022, , , , , , , , , , ,0, , http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=11 06 40.22+++01 54 50.5&CooFrame=FK5&CooEpoch=2000&CooEqui=2000&CooDefinedFrames=none&Radius=5&Radius.unit=arcsec&submit=submit+query&CoordList=
 V342 Cen, 11 07 14.61, -55 57 44.3, , , , , ,289,4, ug, , , , 14.6p-16.6p, ICRS, , 1988-09, 1998-21, 1988-09S, , , , , , , , , , , , ,0, , http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=11 07 14.61++-55 57 44.3&CooFrame=FK5&CooEpoch=2000&CooEqui=2000&CooDefinedFrames=none&Radius=5&Radius.unit=arcsec&submit=submit+query&CoordList=
 UMa, 11 14 57.6, +33 49 37., , , , , ,189,68, cv:, , , , 14.0p-17.p, 1985-13*, , 1985-13, A9999-99, , , SN 1985J,  NSV 18704, , , , , , , , , ,0, , http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=11 14 57.6+++33 49 37.&CooFrame=FK5&CooEpoch=2000&CooEqui=2000&CooDefinedFrames=none&Radius=5&Radius.unit=arcsec&submit=submit+query&CoordList=
 CE UMa, 11 16 11., +29 22 , , , , , ,201,69, UG:, , , , 15.5p-<21p, C00004*, , T00000, A9999-99*, , , , , , , , , , , , , ,0, , http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=11 16 11.+++29 22 &CooFrame=FK5&CooEpoch=2000&CooEqui=2000&CooDefinedFrames=none&Radius=5&Radius.unit=arcsec&submit=submit+query&CoordList=
 Leo2, 11 17 03.50, +18 25 58.6, , , , , , ,67, non-cv, , , , - , ICRS, , 2000-96*, , , , PG 1114+187, , , , , , , , , , ,0, , http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=11 17 03.50+++18 25 58.6&CooFrame=FK5&CooEpoch=2000&CooEqui=2000&CooDefinedFrames=none&Radius=5&Radius.unit=arcsec&submit=submit+query&CoordList=
 UMa3, 11 19 31.32, +34 40 13.7, , , , , , , , non-cv, , , , - , , , 1994-07*, , , , PG 1116+349, , , , , , , , , , ,0, , http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=11 19 31.32+++34 40 13.7&CooFrame=FK5&CooEpoch=2000&CooEqui=2000&CooDefinedFrames=none&Radius=5&Radius.unit=arcsec&submit=submit+query&CoordList=
 Leo6, 11 22 13.11, +14 26 21.8, 0.00013, 0.0039, -0.0052, 0.00389,2003981,240,66, cv, , , , 16.1B- , 2006-22, 2006-22, 1986-06*, 1991-04, , , PG 1119+147, , , , , , , , , , ,0, , http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=11 22 13.11+++14 26 21.8&CooFrame=FK5&CooEpoch=2000&CooEqui=2000&CooDefinedFrames=none&Radius=5&Radius.unit=arcsec&submit=submit+query&CoordList=
 GU Mus, 11 26 26.60, -68 40 32.3, , , , , , , , non-cv, , 1991., , - , , , 1994-53*, , , , GRS 1121-68, , , , , , , , , , ,0, , http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=11 26 26.60++-68 40 32.3&CooFrame=FK5&CooEpoch=2000&CooEqui=2000&CooDefinedFrames=none&Radius=5&Radius.unit=arcsec&submit=submit+query&CoordList=
 AU Leo, 11 30 14.31, +23 48 09.1, , , , , , , , non-cv, , , , - , , , T00000*, , , , S 8015, , , , , , , , , , ,0, , http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=11 30 14.31+++23 48 09.1&CooFrame=FK5&CooEpoch=2000&CooEqui=2000&CooDefinedFrames=none&Radius=5&Radius.unit=arcsec&submit=submit+query&CoordList=
 Leo3, 11 31 14.40, +09 32 18.4, , , , , , , , non-cv, , , , - , , , 1994-07*, , , , PG 1128+098, , , , , , , , , , ,0, , http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=11 31 14.40+++09 32 18.4&CooFrame=FK5&CooEpoch=2000&CooEqui=2000&CooDefinedFrames=none&Radius=5&Radius.unit=arcsec&submit=submit+query&CoordList=
